,g_otherprim,g_energy,g_procfoods
6685,0.0,0.0003,0.0001
6686,0.5396,9.5828,1.0702
6687,0.6219,8.9037,1.1543
6688,30.7064,439.812,161.262
6689,18.2455,250.218,47.8207
6690,11.0903,166.873,28.4281
6691,29.1288,482.129,70.9593
6692,3.5987,59.559,8.769
6693,22.1057,349.374,75.5134
6694,1.8072,31.2361,5.8356
6695,10.9157,175.779,23.1167
6696,0.323,0.0491,429.247
6697,67.7067,0.0536,18.1535
6698,4.4962,114.565,28.6254
6699,0.2659,0.0334,534.575
6700,0.1332,0.052,1.5556
6701,0.32,0.0188,0.963
6702,0.0172,0.0527,1.0784
6703,0.0013,0.0154,0.0424
6704,0.066,0.0521,2.5539
6705,0.1247,0.4125,9.5699
6706,0.3559,0.1644,13.6681
6707,0.0441,0.0921,1.5676
6708,0.0168,0.0146,0.3024
6709,0.1573,0.0603,4.33
6710,0.4643,0.0139,0.5246
6711,0.5349,0.9098,4.4377
6712,0.0195,0.0308,0.3883
6713,0.064,0.7097,6.7696
6714,0.5465,1.2219,14.7709
6715,2.8126,2.2811,64.3001
6716,1.0433,1.6289,40.9182
6717,0.3627,0.9414,8.5045
6718,4.8575,9.3104,75.3094
6719,0.186,0.4845,3.1574
6720,2.0366,1.8979,32.1934
6721,0.206,0.4231,11.0624
6722,0.358,0.7587,30.3709
6723,35.041,51.53,33805.4
6724,5747.45,160.702,1029.27
6725,345.549,66567.9,9013.08
6726,50.4378,56.9056,127415.0
6727,1.2902,10.4845,272.967
6728,9.6004,56.8849,420.824
6729,0.3654,3.8225,36.0787
6730,0.3222,1.3239,18.7448
6731,19.2553,350.25,782.644
6732,60.2308,399.921,10292.4
6733,144.368,876.74,8269.65
6734,33.886,423.256,1052.0
6735,51.5986,334.975,753.409
6736,55.46,596.005,3105.3
6737,14.2544,79.9699,423.279
6738,173.626,1022.54,2130.96
6739,3.2314,33.2811,109.753
6740,17.5231,310.162,1064.24
6741,180.453,6166.13,4348.78
6742,389.892,3426.84,26889.9
6743,216.087,4346.32,11341.6
6744,55.7413,499.829,2206.97
6745,352.968,5153.78,10018.5
6746,57.9266,410.271,1614.38
6747,1075.68,5841.93,33359.7
6748,35.2431,332.04,1382.35
6749,67.9032,694.674,2144.53
6750,8.6731,19.1498,2116.9
6751,625.357,19.188,58.9811
6752,72.1501,27884.4,314.169
6753,11.6441,20.6008,3015.81
6754,0.8302,7.0556,9.1332
6755,1.1683,3.8832,3.185
6756,0.4323,8.9266,4.6971
6757,0.1391,1.1881,1.3995
6758,0.3033,3.6992,2.0866
6759,3.7138,46.1989,107.158
6760,17.9749,68.1449,202.818
6761,2.3178,61.2429,31.2525
6762,4.3174,28.5191,6.5426
6763,4.6765,26.8937,36.7307
6764,1.4556,8.6142,5.5603
6765,7.4665,69.0548,17.0782
6766,1.1195,12.4598,6.919
6767,0.892,6.8011,5.8929
6768,7.9969,243.95,18.9422
6769,33.7126,296.549,358.499
6770,15.7831,278.436,146.474
6771,7.8331,112.567,62.6487
6772,16.013,952.149,144.351
6773,1.6057,20.2249,18.5987
6774,62.7133,930.13,277.875
6775,2.7484,23.4041,19.9498
6776,5.1187,41.268,25.7372
6777,2.0165,3.5272,2252.94
6778,941.877,26.4904,608.37
6779,44.5994,4601.34,148.096
6780,0.9455,1.1835,1332.06
6781,0.3936,1.2088,4.5866
6782,0.3082,1.0242,1.1261
6783,0.1286,2.6658,0.4682
6784,0.0617,0.4046,0.2658
6785,1.0428,0.495,2.2073
6786,1.5463,3.5367,16.3059
6787,7.1072,24.7415,73.4269
6788,11.834,9.6746,20.9529
6789,0.5199,0.8682,1.3007
6790,0.0118,0.1008,0.0955
6791,7.9942,10.6119,12.8552
6792,0.679,9.3126,2.6263
6793,2.9582,4.7159,20.6048
6794,4.5594,4.5954,13.8236
6795,0.0261,1.3154,0.1163
6796,15.3614,65.0953,147.152
6797,1.5692,6.2469,25.9183
6798,12.4438,20.4366,35.0493
6799,10.4205,10.3889,16.5215
6800,0.996,1.2731,4.3774
6801,18.7501,76.748,128.791
6802,0.2763,0.5676,0.9566
6803,1.6473,16.2692,10.084
6804,23.2786,2.7789,1510.62
6805,2787.9,6.8524,56.33
6806,523.532,2425.17,330.784
6807,42.102,2.3966,3322.91
6808,1.1499,0.7371,16.6115
6809,15.5667,2.9254,26.4813
6810,11.1819,6.1337,19.4745
6811,1.3833,0.7791,2.3845
6812,28.0998,4.9983,24.394
6813,26.0455,14.3861,207.674
6814,108.639,35.3472,327.906
6815,25.5534,16.567,77.8689
6816,42.3468,30.3697,95.7157
6817,32.658,19.1494,82.1791
6818,14.4055,8.9695,41.5336
6819,39.4506,39.1388,65.3236
6820,14.0043,11.7345,70.4365
6821,9.2912,7.8199,31.0878
6822,32.6803,50.8719,63.5234
6823,298.734,228.887,3786.28
6824,172.837,241.497,631.637
6825,67.4942,57.5127,491.321
6826,42.8296,43.5116,210.138
6827,133.25,132.449,726.263
6828,233.818,151.508,1373.89
6829,154.937,85.0811,374.401
6830,25.9981,5.681,54.1762
6831,0.7158,0.3606,226.077
6832,122.814,0.2715,2.0166
6833,7.2179,65.3148,8.6965
6834,0.1472,0.0741,221.447
6835,0.2871,0.1457,1.0285
6836,0.1619,0.0803,0.9886
6837,0.1076,0.0561,0.7015
6838,0.0343,0.0174,0.185
6839,0.1233,0.0219,0.1321
6840,2.5115,0.9457,9.1924
6841,0.017,0.0323,0.3171
6842,0.0461,0.2882,0.073
6843,0.0211,0.0125,0.0187
6844,0.0633,0.039,0.2204
6845,0.0437,0.0196,0.0352
6846,0.0658,0.0215,0.0927
6847,0.0115,0.008,0.0148
6848,2.1239,0.3022,2.6179
6849,0.0038,0.0074,0.0102
6850,75.9245,38.5544,271.984
6851,4.5756,2.4697,21.8244
6852,2.29,1.6296,9.2931
6853,5.4345,6.5015,38.0664
6854,0.4604,0.473,4.9002
6855,7.5854,0.5056,8.3952
6856,0.5428,0.0717,0.6109
6857,1.0682,5.1792,1.2521
6858,0.5529,0.2923,69.0659
6859,105.067,0.3988,1.0817
6860,68.0487,206.399,31.2019
6861,0.1908,0.0285,160.143
6862,0.1001,0.0128,0.2421
6863,0.9627,0.6424,3.2327
6864,0.0954,0.0426,0.1119
6865,0.0552,0.0211,0.0543
6866,0.3386,0.2035,0.2876
6867,0.7932,0.6316,3.5847
6868,0.0144,0.007,0.0789
6869,0.5538,0.1427,0.675
6870,0.5785,0.2877,0.2628
6871,2.2107,0.9969,3.4214
6872,1.6482,1.1872,1.5146
6873,6.3162,3.6199,2.7428
6874,0.477,0.1943,0.6305
6875,0.0727,0.1444,0.0765
6876,0.108,0.0631,0.4558
6877,7.1926,3.5785,22.165
6878,6.205,3.1974,7.1832
6879,1.1549,0.6352,1.5979
6880,0.2822,0.254,3.0539
6881,0.0342,0.025,0.5313
6882,0.3718,0.317,3.8925
6883,0.057,0.0672,0.6962
6884,0.9173,0.5526,4.2674
6885,0.3752,0.2351,282.334
6886,102.202,0.07,1.5846
6887,4.8108,76.0965,17.3539
6888,0.0737,0.0596,194.414
6889,0.0065,0.0032,0.0337
6890,0.0144,0.0049,0.1451
6891,0.0057,0.0023,0.0325
6892,0.0066,0.002,0.0347
6893,0.0289,0.0162,0.2645
6894,0.1301,0.1202,2.0572
6895,0.0132,0.0102,0.1912
6896,0.08,0.063,0.6325
6897,0.0258,0.0768,0.0736
6898,0.1734,0.1229,0.934
6899,0.0136,0.004,0.0224
6900,0.0201,0.0187,0.0858
6901,0.002,0.0016,0.0143
6902,0.035,0.3145,0.3019
6903,0.2736,0.097,0.5924
6904,3.6015,6.3157,75.7897
6905,1.395,1.9618,5.6512
6906,0.6514,0.5724,4.22
6907,3.2756,2.5046,12.4195
6908,0.5598,0.3328,1.5858
6909,2.0887,1.0701,9.332
6910,1.8769,0.3671,3.9336
6911,0.4727,0.044,0.4584
6912,0.1414,2.0158,301.418
6913,2041.76,7.5065,13.3148
6914,17.1269,42969.2,32.1236
6915,0.0619,1.5903,1631.52
6916,0.0183,0.5001,17.4592
6917,0.4599,20.066,1.5249
6918,0.0235,0.9891,0.723
6919,0.0087,0.3653,0.1048
6920,0.0934,1.0153,0.1593
6921,0.6281,18.7192,18.6898
6922,0.1772,87.1299,12.3054
6923,0.1646,94.2741,27.2565
6924,1.1404,127.631,23.1391
6925,1.3107,57.9313,16.6928
6926,5.4367,3.3384,2.294
6927,2.2343,2964.92,4.6588
6928,0.4881,1.8173,1.1655
6929,0.034,22.6826,8.6207
6930,0.3285,33.8694,1.6811
6931,2.1825,97.0666,31.9837
6932,33.1409,183.59,12.7222
6933,0.1255,68.6633,2.5667
6934,0.1757,15.3085,1.536
6935,0.0275,1.1043,0.7929
6936,2.6157,554.56,85.0766
6937,1.9081,87.661,6.3697
6938,0.0769,31.8627,0.6115
6939,1.0638,2.8433,8864.37
6940,1023.0,43.5521,182.589
6941,55.6201,2511.29,1635.07
6942,0.4697,1.0916,5785.52
6943,0.2838,0.588,20.965
6944,0.3109,0.8816,20.2657
6945,0.2404,2.2883,16.0513
6946,0.0575,0.2315,3.4538
6947,1.1086,1.7089,49.1459
6948,4.8615,13.61,306.637
6949,8.1905,13.7113,648.436
6950,5.7782,8.3701,73.3787
6951,1.3578,5.5301,31.0818
6952,2.3691,32.7246,132.596
6953,2.6707,4.2253,69.9668
6954,3.6283,10.8875,86.7753
6955,1.2016,4.1836,38.7849
6956,0.3561,1.5466,21.1592
6957,27.2005,30.6962,162.734
6958,33.1114,67.6583,1694.5
6959,10.9214,90.217,1362.69
6960,2.824,26.4105,181.692
6961,6.6595,79.7126,481.676
6962,0.7983,2.9909,33.5124
6963,11.6103,142.53,1258.8
6964,5.6635,177.543,488.063
6965,9.5952,130.671,1069.29
6966,13.0597,2.6218,288.694
6967,116.954,0.097,40.9277
6968,18.127,193.879,28.6868
6969,2.6182,0.6244,622.716
6970,0.4377,0.011,0.8945
6971,0.0021,0.0007,0.085
6972,0.0018,0.0006,0.0575
6973,0.0003,0.0001,0.0144
6974,0.0518,0.0047,0.318
6975,0.0748,0.0142,4.9834
6976,0.0004,0.0001,0.0137
6977,0.0046,0.0013,0.0296
6978,0.0088,0.0039,0.2592
6979,0.0572,0.0158,2.9111
6980,0.001,0.0005,0.0277
6981,0.0025,0.0012,0.1088
6982,0.0333,0.0033,0.2654
6983,1.2768,0.4299,8.7406
6984,1.8349,0.7486,16.2522
6985,1.1969,0.1625,19.6359
6986,0.4743,0.0737,10.6342
6987,0.1445,0.0261,2.1427
6988,0.1191,0.0241,3.6767
6989,0.0312,0.0029,0.6233
6990,0.0292,0.019,0.3522
6991,0.0009,0.0006,0.0127
6992,2.5603,1.1683,16.856
6993,59.9883,40.351,8081.0
6994,12224.3,321.65,327.717
6995,836.89,15784.5,1083.13
6996,41.6101,24.2814,8034.78
6997,11.1289,8.9106,66.8783
6998,4.0084,2.9103,11.4142
6999,1.4749,1.3113,3.6953
7000,0.5116,0.5469,1.4738
7001,39.4191,26.8873,31.6285
7002,78.6235,82.391,427.89
7003,115.449,120.506,435.605
7004,62.8402,58.1392,64.4007
7005,65.6433,47.671,46.2266
7006,137.182,93.7333,130.621
7007,28.9024,29.1448,57.2802
7008,120.54,118.369,70.6319
7009,34.5374,21.7727,11.7966
7010,64.9425,49.1331,166.15
7011,549.072,420.778,203.423
7012,746.132,727.021,1895.81
7013,304.611,522.131,1208.54
7014,179.147,197.378,348.898
7015,525.683,617.923,666.413
7016,81.0745,68.7948,210.2
7017,1889.98,1915.27,2797.07
7018,107.626,112.137,184.527
7019,171.062,184.043,278.576
7020,3.786,-0.4442,1388.95
7021,611.044,-0.6657,39.7509
7022,25.2518,-723.588,181.197
7023,0.8741,-0.4238,4759.99
7024,0.4264,-0.2401,55.5206
7025,0.2308,-0.1407,4.5154
7026,0.1044,-0.0854,2.2625
7027,0.0134,-0.009,0.308
7028,3.9136,-0.6349,12.4572
7029,3.1938,-2.1926,126.239
7030,4.3608,-2.7877,60.7753
7031,6.5261,-1.1703,35.865
7032,0.8452,-0.5835,5.2406
7033,5.1468,-3.2834,68.2285
7034,0.1832,-0.0903,1.3792
7035,6.5685,-10.3481,51.8317
7036,0.4099,-0.4777,6.708
7037,0.5108,-0.3751,12.4283
7038,8.9262,-7.3384,101.54
7039,8.5809,-5.6161,111.305
7040,23.215,-11.1021,145.314
7041,4.319,-3.5537,64.5662
7042,4.948,-4.7089,82.0683
7043,2.6969,-2.3719,33.2053
7044,51.0981,-40.8662,792.976
7045,1.3334,-1.121,56.1125
7046,5.8469,-5.5639,141.974
7047,0.5066,1.6817,418.554
7048,9.139,0.4395,2.0504
7049,8.2483,18774.3,79.814
7050,0.0242,0.5466,227.766
7051,0.0164,0.3768,0.3765
7052,0.0006,0.0485,0.0083
7053,0.0001,0.0102,0.0018
7054,0.0001,0.0054,0.001
7055,0.0,0.0018,0.0002
7056,0.0025,0.6758,0.905
7057,0.0087,9.3737,0.6295
7058,0.0042,5.2412,0.609
7059,0.0002,0.3989,0.0035
7060,0.0027,2.7074,0.0742
7061,0.0204,4.002,0.1578
7062,0.0134,2.8139,0.1071
7063,0.0,0.0247,0.0006
7064,0.0116,23.5108,0.3824
7065,0.0716,96.6261,1.2242
7066,0.1069,169.379,9.9627
7067,0.2108,440.647,4.9422
7068,0.0923,21.2537,2.0801
7069,0.0487,78.9343,1.7234
7070,0.0082,8.728,0.3095
7071,0.052,90.2072,5.8427
7072,0.0108,21.0186,2.2627
7073,0.0066,14.2366,0.2151
7074,12.7934,0.5359,1641.64
7075,4012.9,0.2206,25.4723
7076,91.1272,1210.71,178.594
7077,29.2386,1.3282,7430.42
7078,10.2356,0.4098,140.61
7079,4.9945,0.1854,5.2652
7080,0.1778,0.0273,0.6027
7081,0.2408,0.0163,0.6537
7082,8.7406,0.5339,9.0638
7083,50.0083,2.7895,214.001
7084,32.5497,8.5406,82.0665
7085,84.2098,1.9305,63.3624
7086,16.6868,0.6697,8.8275
7087,48.7193,2.6382,75.4929
7088,4.0854,0.2811,4.5486
7089,33.8832,12.2629,30.0033
7090,0.1189,0.0384,0.2453
7091,14.1476,1.4707,46.8837
7092,148.501,34.9695,178.515
7093,18.0074,0.9678,30.6117
7094,310.919,15.3589,347.396
7095,108.936,10.302,170.488
7096,73.0036,5.798,168.522
7097,34.232,4.5882,64.3582
7098,1262.77,135.359,2342.94
7099,22.5294,1.8426,39.1598
7100,83.5443,13.8659,285.86
7101,0.3887,0.0024,228.071
7102,54.8902,0.0002,27.9798
7103,0.0001,0.5941,0.0647
7104,0.1155,0.0005,199.541
7105,0.0072,0.0002,11.4374
7106,0.0004,0.0,0.2906
7107,0.0004,0.0,0.2827
7108,0.0,0.0,0.0
7109,0.0374,0.0001,0.0945
7110,0.1507,0.0015,1.6628
7111,0.0033,0.0002,0.0832
7112,0.0,0.0,0.0
7113,0.0057,0.0003,0.0367
7114,0.0,0.0,0.0
7115,0.0,0.0,0.0
7116,0.0,0.0,0.0
7117,0.0,0.0,0.0
7118,0.0092,0.0402,0.747
7119,0.007,0.0005,0.1193
7120,0.0535,0.0033,2.991
7121,0.0279,0.0021,0.4609
7122,0.0168,0.0015,0.4383
7123,0.0524,0.0061,1.6443
7124,0.0093,0.0004,0.251
7125,0.0834,0.0134,2.7268
7126,0.0051,0.0019,0.2463
7127,0.0003,0.0,0.0056
7128,0.3643,3.1227,250.876
7129,105.533,1.4163,25.2203
7130,1.5092,596.542,4.8411
7131,0.0993,0.8304,206.536
7132,0.1013,0.8814,0.2002
7133,0.2963,0.0122,0.0889
7134,0.1132,0.0024,0.0316
7135,0.0,0.0,0.0
7136,0.2108,0.6023,0.8022
7137,0.0336,0.3228,0.1224
7138,0.3149,2.0168,11.1416
7139,0.1664,2.0494,0.9096
7140,0.0758,0.2232,0.0456
7141,0.5392,0.6131,0.6717
7142,0.0004,0.0019,0.0009
7143,2.9103,2.2149,1.3549
7144,0.2785,3.6563,0.3841
7145,0.8959,6.5877,3.7649
7146,0.325,4.3373,0.7527
7147,0.6904,6.0102,1.3617
7148,3.2429,18.1085,6.0017
7149,2.3206,23.2988,4.7851
7150,0.7367,11.6102,5.869
7151,0.1288,1.0434,0.8276
7152,2.1496,24.6721,14.1308
7153,0.009,0.025,0.3049
7154,0.0028,0.0416,0.3246
7155,51.9846,1.3407,3596.24
7156,1779.57,2.4991,237.222
7157,123.266,863.291,438.295
7158,15.538,0.3761,2137.5
7159,0.0224,0.0046,0.0435
7160,7.5409,0.1437,25.8797
7161,0.0015,0.0001,0.0022
7162,0.0348,0.0012,0.0549
7163,9.8607,0.1815,6.9359
7164,4.4331,0.5917,19.4508
7165,3.1639,0.618,28.1102
7166,0.5239,0.3846,6.8964
7167,0.2888,0.2281,2.9103
7168,1.7354,0.5496,7.427
7169,2.0923,0.7488,11.3107
7170,3.5177,5.5325,21.5702
7171,11.055,0.7648,20.6086
7172,0.0006,0.0002,0.0018
7173,14.588,19.5708,322.352
7174,1414.24,42.3161,1840.45
7175,190.692,24.9533,561.846
7176,29.169,1.5715,49.9069
7177,29.4107,13.2742,82.2827
7178,3.2044,1.4077,8.9744
7179,1.5937,1.8252,5.625
7180,19.06,5.1714,41.2928
7181,104.569,4.9999,150.51
7182,1.0287,2.1925,333.363
7183,135.368,3.561,11.3379
7184,33.5608,1985.45,156.04
7185,0.4157,1.6214,1705.01
7186,0.148,0.6401,5.055
7187,0.1454,0.3413,1.3843
7188,0.1558,0.6147,2.0205
7189,0.007,0.0951,0.1579
7190,0.1717,0.4804,2.3809
7191,0.4531,2.5424,19.7314
7192,1.4135,5.6988,22.1362
7193,0.766,1.9877,11.6414
7194,1.7124,8.3255,5.2565
7195,0.2802,3.7099,3.8803
7196,0.2116,0.7049,1.2518
7197,3.0491,17.9307,16.6056
7198,0.0404,0.2468,0.4671
7199,1.0698,11.4838,41.0862
7200,5.1109,28.5435,36.1413
7201,0.2814,1.8491,2.9253
7202,20.2016,69.5238,101.685
7203,4.3829,61.3088,44.4375
7204,8.0301,45.1675,71.3568
7205,0.7155,5.8441,6.3483
7206,14.8876,97.9876,345.401
7207,0.1225,1.0156,1.0905
7208,2.4332,12.5039,18.1642
7209,0.0104,0.0989,5.5737
7210,334.376,2.3962,0.6008
7211,7.6032,4104.67,4.0312
7212,0.003,0.0605,49.4374
7213,0.0022,0.0433,0.0589
7214,0.0461,0.2072,0.0505
7215,0.0026,0.0729,0.0236
7216,0.0009,0.0217,0.0025
7217,0.0085,0.117,0.0049
7218,0.0264,0.3807,0.5024
7219,0.0464,19.8895,0.3449
7220,0.0814,38.052,0.8804
7221,0.1783,28.4248,0.8437
7222,0.1707,24.8036,0.5816
7223,0.6976,0.4246,0.0629
7224,0.0872,0.6613,0.0734
7225,0.0463,0.3429,0.0413
7226,0.0154,7.2089,0.2016
7227,0.0349,3.7056,0.0569
7228,0.2041,6.3378,0.7445
7229,1.4973,2.5205,0.1173
7230,0.0123,2.5793,0.0828
7231,0.0204,0.8972,0.0487
7232,0.0024,0.0648,0.0248
7233,0.2642,29.7373,2.6365
7234,0.0975,2.8315,0.1683
7235,0.0192,7.8936,0.025
7236,3.4648,7.6765,759.864
7237,261.047,13.2141,73.03
7238,22.4955,2450.84,337.445
7239,0.6557,2.1665,954.505
7240,0.2709,0.8978,0.8458
7241,0.1343,0.6547,1.2943
7242,0.0945,0.8175,0.9884
7243,0.0402,0.2581,0.2812
7244,0.1672,0.802,0.8635
7245,0.9946,6.2696,24.7708
7246,0.0001,0.0002,0.0019
7247,0.0003,0.0017,0.0067
7248,0.0883,2.7305,0.8278
7249,0.2045,3.2904,1.2424
7250,4.545,36.4262,48.0386
7251,5.3531,32.8495,38.4843
7252,1.2225,3.8063,4.2896
7253,1.2737,15.1109,10.2489
7254,4.1848,81.5901,27.2417
7255,52.3736,163.036,145.031
7256,34.9203,770.144,189.11
7257,1.0744,10.2752,9.2707
7258,18.5497,206.976,149.609
7259,2.7859,23.3521,24.9475
7260,6.39,16.0166,34.9726
7261,0.0742,1.6652,0.608
7262,2.6532,50.8248,26.6858
7263,3.1735,1.1365,676.642
7264,501.224,4.3211,11.2113
7265,27.3933,466.699,94.756
7266,1.0321,0.3417,402.984
7267,2.1201,0.6468,13.7743
7268,0.1254,0.055,0.7519
7269,0.6704,0.6417,3.9767
7270,0.4181,0.408,2.4641
7271,1.0656,0.1193,0.6938
7272,1.7903,1.1278,6.0273
7273,3.9706,1.4842,6.0583
7274,1.6557,1.0327,6.4813
7275,0.1393,0.2562,0.0774
7276,0.0254,0.0102,0.0836
7277,0.0109,0.0181,0.0391
7278,0.0791,0.0324,0.0945
7279,0.1456,0.0619,0.3407
7280,0.6061,0.7745,2.7105
7281,0.0831,0.3748,0.3038
7282,41.4163,11.8927,268.879
7283,15.213,48.7055,98.9479
7284,2.9658,2.5587,9.7553
7285,1.9795,3.1417,15.8573
7286,0.2424,0.2897,2.3453
7287,11.7872,38.8865,33.081
7288,0.0037,0.0047,0.0157
7289,2.3745,5.975,16.2999
7290,234.369,45.0596,28211.5
7291,11398.8,47.567,725.574
7292,1319.67,14302.0,4094.2
7293,102.993,23.184,28523.9
7294,16.3262,8.5382,109.809
7295,93.138,11.6592,144.775
7296,7.168,6.0948,20.9092
7297,2.3708,0.4675,2.1294
7298,16.3804,10.5484,104.675
7299,183.214,99.3393,736.614
7300,701.721,320.902,4339.23
7301,32.1362,75.685,200.841
7302,133.015,109.237,295.097
7303,282.218,327.948,1011.97
7304,55.381,32.1193,200.018
7305,232.424,274.496,505.146
7306,13.4666,7.7166,53.227
7307,66.8353,195.874,418.267
7308,32.9072,156.156,143.682
7309,1299.63,663.169,8853.74
7310,1364.41,976.955,4242.11
7311,560.125,563.133,1247.71
7312,803.065,462.73,2435.39
7313,81.662,37.2172,338.729
7314,939.671,1702.98,3993.74
7315,12.9916,26.3746,57.1435
7316,21.2023,20.0521,90.7419
7317,2.829,0.0112,217.959
7318,2949.65,0.0073,1.4365
7319,36.0486,15.8879,3.2463
7320,0.6184,0.0084,361.103
7321,0.0036,0.0,0.0355
7322,0.0063,0.0001,0.0121
7323,0.0798,0.0008,0.3323
7324,0.0526,0.0007,0.8671
7325,1.3821,0.0094,4.3814
7326,0.6979,0.0105,2.3085
7327,1.1591,0.0156,1.3331
7328,9.8326,0.1596,0.2531
7329,0.0157,0.0002,0.012
7330,2.5665,0.036,3.4514
7331,0.0048,0.0001,0.0083
7332,0.1136,0.0025,0.0422
7333,2.1144,0.0351,8.1647
7334,4.6838,0.1154,6.9589
7335,16.3229,0.2173,4.2479
7336,33.0133,0.4545,56.6371
7337,19.0741,0.2624,8.0407
7338,4.8593,0.139,4.5736
7339,0.1738,0.001,0.2089
7340,0.0191,0.0001,0.0263
7341,26.56,0.3329,15.29
7342,5.259,0.1291,16.6969
7343,0.0108,0.0002,0.0044
7344,5.8422,19.9303,4293.7
7345,4920.46,103.968,621.789
7346,1498.87,48314.0,1861.6
7347,19.2049,67.1525,18971.2
7348,7.831,26.8022,60.0809
7349,19.2575,15.0384,31.4518
7350,3.1293,9.5667,14.3844
7351,0.6587,1.8437,3.1719
7352,12.6035,45.8289,90.8198
7353,47.9072,266.18,1033.87
7354,79.7268,344.08,840.359
7355,17.3432,65.8672,88.6176
7356,29.5939,93.9015,58.6057
7357,54.9826,134.387,229.239
7358,24.7775,59.5626,72.003
7359,79.6913,242.025,205.488
7360,7.3065,20.8843,31.8493
7361,0.5798,2.2466,8.1804
7362,75.6249,469.501,248.017
7363,466.828,1584.39,3121.7
7364,131.851,604.414,1018.18
7365,86.348,436.929,584.839
7366,205.004,1005.37,1032.99
7367,23.584,156.572,143.739
7368,565.616,3538.72,2987.24
7369,18.6363,91.1063,133.394
7370,82.6512,512.661,482.626
7371,1.7558,0.6186,1569.02
7372,893.875,5.8934,17.5731
7373,12.0952,2265.22,173.459
7374,1.0931,0.8331,4657.32
7375,0.3696,0.2995,7.233
7376,0.1468,0.097,3.1598
7377,0.0161,0.0419,0.8181
7378,0.0063,0.0105,0.6897
7379,6.4226,2.2092,46.8978
7380,9.6559,7.1106,175.163
7381,0.2542,1.0723,4.1127
7382,2.1989,3.4303,82.4588
7383,1.9569,0.6924,1.7235
7384,4.3445,2.6833,7.8938
7385,0.3089,0.3055,4.0307
7386,0.9201,2.3606,11.6598
7387,0.2421,0.5989,3.7006
7388,1.7797,5.4727,19.0779
7389,17.619,40.2482,96.2664
7390,49.987,62.5842,1496.59
7391,43.4725,47.4162,602.271
7392,13.8498,13.7606,120.021
7393,27.2685,66.9688,461.139
7394,9.176,20.7445,57.9299
7395,184.399,98.7531,698.735
7396,8.0487,7.1267,148.635
7397,66.3377,41.7583,228.399
7398,55.4427,0.2963,1902.16
7399,9785.29,0.7845,445.305
7400,743.157,322.218,172.624
7401,89.2187,0.1832,3968.86
7402,5.225,0.0597,8.2643
7403,1.0814,0.0118,2.332
7404,5.4033,0.016,2.8075
7405,1.4527,0.0787,2.4043
7406,5.7791,0.2428,16.6194
7407,57.2469,1.4983,120.085
7408,313.816,1.0693,275.576
7409,38.0711,0.3373,14.8991
7410,37.8875,0.3915,16.0721
7411,118.255,0.2888,22.8513
7412,29.7534,0.1175,7.5996
7413,78.2275,0.7032,25.5323
7414,1.9176,0.0471,1.6313
7415,17.3868,0.0933,8.9418
7416,35.5931,0.8579,35.4264
7417,407.379,4.3013,574.674
7418,371.393,9.9461,316.321
7419,69.8164,1.6203,74.7989
7420,98.4035,5.872,131.008
7421,33.1277,1.4821,26.8998
7422,1886.63,30.1857,1220.82
7423,68.13,1.5936,61.7017
7424,37.9603,0.5988,29.2346
7425,790.896,583.579,76873.3
7426,15191.7,556.692,9165.99
7427,1171.01,34251.4,6013.9
7428,213.825,96.9357,39764.7
7429,50.5283,179.577,426.448
7430,73.0931,135.625,295.724
7431,37.2823,115.709,144.428
7432,7.7016,17.9961,33.5064
7433,48.5469,130.072,213.471
7434,84.6947,212.296,1031.94
7435,570.315,718.454,3260.29
7436,179.794,279.39,554.333
7437,245.042,862.24,683.861
7438,140.832,319.698,477.996
7439,154.889,338.082,463.499
7440,492.938,1801.47,1240.86
7441,161.761,288.163,657.863
7442,30.9647,116.903,148.697
7443,9.5187,34.1883,61.1023
7444,592.655,1406.77,5032.91
7445,882.228,1614.83,4880.22
7446,140.221,470.944,821.963
7447,520.69,2519.18,3428.01
7448,66.1841,209.388,287.608
7449,404.49,954.241,2802.27
7450,169.71,631.119,813.636
7451,275.171,637.189,1341.32
7452,2.0263,2.6977,508.653
7453,123.464,0.5134,12.1541
7454,22.6886,586.063,45.9927
7455,0.0846,0.0811,492.767
7456,0.1118,0.1322,1.3547
7457,1.0966,0.1061,1.3123
7458,0.5044,0.0883,0.6687
7459,0.0018,0.0012,0.0043
7460,0.3519,0.6125,4.7746
7461,0.3514,1.1363,15.3348
7462,3.904,5.3743,24.9262
7463,0.356,2.3058,2.8916
7464,1.5141,1.7487,5.52
7465,4.3054,1.9157,21.7969
7466,1.1836,0.2285,1.068
7467,0.0297,0.4976,0.1273
7468,2.2638,4.7303,12.812
7469,0.4163,0.9908,4.8148
7470,0.0047,0.0198,0.8282
7471,32.8414,34.4252,411.237
7472,47.3326,6.9248,33.7281
7473,2.3789,7.2753,15.9381
7474,9.3402,28.149,73.751
7475,1.6471,2.0665,9.6047
7476,84.9271,217.659,219.297
7477,0.0029,0.0056,0.014
7478,0.0039,0.0079,0.0166
7479,6.6552,6.1761,426.299
7480,213.7,5.371,55.7392
7481,21.4872,1181.26,24.5109
7482,4.0409,3.9028,709.472
7483,1.0595,1.0794,4.3783
7484,0.1188,0.159,3.3308
7485,1.2528,3.1046,3.1101
7486,0.0009,0.0047,0.0114
7487,1.8515,3.7508,2.5451
7488,1.0844,4.7413,4.6371
7489,3.595,3.8374,6.369
