,g_otherprim,g_energy,g_procfoods
2901,0.0,0.0,0.0
2902,0.7021,0.23,2.2042
2903,0.0001,0.0001,0.0004
2904,0.0002,0.0001,0.0008
2905,2.0629,0.6769,6.4818
2906,2.4359,0.1819,5.9009
2907,0.9811,0.0095,0.1345
2908,0.0415,0.0127,0.0866
2909,5.6786,1.2333,12.6923
2910,1.3435,0.293,2.9891
2911,32.2698,2.6978,34.4897
2912,10.7491,0.9061,11.475
2913,10.7474,0.9086,11.4878
2914,0.0025,0.0003,0.0043
2915,0.0009,0.0002,0.0023
2916,8.3501,3.7746,9982.06
2917,2606.45,84.5186,927.651
2918,145.827,11801.7,675.599
2919,20.5788,5.0506,30461.4
2920,0.0993,0.1707,8.9122
2921,14.8762,3.3413,261.26
2922,0.4058,2.0303,4.1368
2923,2.274,1.7324,3.9554
2924,6.0293,2.874,20.9526
2925,9.383,22.9098,310.392
2926,54.9867,72.0916,740.498
2927,10.6451,12.9314,261.046
2928,14.4621,54.4706,77.9385
2929,25.8641,17.9085,234.042
2930,11.1442,7.1584,56.0876
2931,15.9579,61.1503,56.4121
2932,0.8354,3.0563,8.5488
2933,1.045,2.8757,39.22
2934,0.1207,0.7752,1.4025
2935,153.035,483.301,6681.34
2936,106.209,242.953,2581.96
2937,12.2962,35.8457,202.762
2938,24.914,65.0581,366.936
2939,4.3928,12.8602,53.9845
2940,70.1495,137.499,1007.34
2941,10.0031,20.2275,132.078
2942,3.4879,129.864,78.0161
2943,2.6005,0.0664,8.3142
2944,12.6091,0.0025,0.0789
2945,0.4636,17.3899,0.6324
2946,0.0106,0.0002,0.3625
2947,0.0204,0.0308,0.29
2948,0.0013,0.0016,0.0038
2949,0.0039,0.0053,0.0115
2950,0.0009,0.0013,0.0025
2951,0.0004,0.0002,0.0007
2952,0.0069,0.0112,0.0279
2953,0.0103,0.0164,0.0195
2954,0.0014,0.0008,0.0043
2955,0.0003,0.0004,0.0009
2956,0.0019,0.0012,0.003
2957,0.0107,0.0048,0.0464
2958,0.0139,0.0079,0.1228
2959,0.0699,0.0048,0.0364
2960,0.1179,0.1042,0.2268
2961,0.0092,0.0055,0.1337
2962,0.2398,0.6548,1.3847
2963,0.2188,0.3044,1.476
2964,0.185,0.4665,0.8059
2965,0.3861,2.2591,2.1206
2966,0.1077,0.2039,0.4015
2967,0.2551,1.3392,1.6003
2968,0.1444,0.1482,0.545
2969,0.2351,0.2189,0.7504
2970,0.2352,0.4313,105.297
2971,114.481,19.0505,13.9264
2972,0.3451,154.257,0.7556
2973,0.0263,0.0228,81.8966
2974,0.0384,0.0372,0.0825
2975,0.1333,0.2246,0.1532
2976,0.0574,0.7861,0.0381
2977,0.0,0.0,0.0001
2978,0.015,0.1844,0.043
2979,0.0229,0.1108,0.1524
2980,0.2088,0.6963,0.6639
2981,0.0452,0.7772,0.1572
2982,0.0329,0.1015,0.062
2983,0.0003,0.0011,0.0006
2984,0.0007,0.0042,0.0024
2985,0.0016,0.1301,0.0043
2986,0.0119,0.886,0.09
2987,0.2386,1.5045,0.3288
2988,0.5272,24.3796,2.5011
2989,4.6293,27.5278,62.1714
2990,1.6172,6.9748,7.5962
2991,0.4478,1.9284,2.1043
2992,5.0902,32.4858,20.1732
2993,0.6197,3.9541,2.4558
2994,1.0368,4.4003,2.1014
2995,0.0619,0.2626,0.126
2996,0.0639,0.7705,0.2772
2997,1.7588,0.1736,201.31
2998,25.0761,0.9186,5.586
2999,0.0808,28.8882,0.8532
3000,0.0589,0.0366,184.939
3001,0.0031,0.1179,0.2785
3002,0.0164,0.0169,0.3205
3003,0.0018,0.014,0.0144
3004,0.0002,0.0134,0.0026
3005,0.0171,0.0057,0.5561
3006,0.1456,0.1184,1.5174
3007,0.1787,0.6556,12.9319
3008,0.0052,0.0189,0.0086
3009,0.1537,0.0893,0.1397
3010,0.1704,0.0418,0.1268
3011,0.0103,0.1648,0.913
3012,0.0231,0.3191,1.3209
3013,0.0022,0.0078,0.0204
3014,0.054,0.1068,0.2661
3015,0.0005,0.1187,0.0089
3016,0.0076,1.8918,0.1826
3017,0.103,2.745,6.8526
3018,0.0336,0.5321,4.4478
3019,0.0087,0.4217,1.4627
3020,0.0041,0.1033,0.4921
3021,0.3445,2.9609,21.0214
3022,0.0151,0.945,0.8883
3023,0.0246,0.2072,0.7237
3024,0.0802,0.0194,24.7662
3025,37.7606,0.091,0.4701
3026,0.0934,10.9993,0.7183
3027,0.0166,0.0091,55.199
3028,0.0315,0.015,0.3001
3029,0.0519,0.0085,0.4986
3030,0.0269,0.0085,0.3425
3031,0.0029,0.0009,0.0377
3032,0.3734,0.0346,0.1801
3033,0.0625,0.0653,2.7765
3034,0.2209,0.168,3.0804
3035,0.0108,0.2694,0.2241
3036,0.009,0.0325,0.0413
3037,0.1394,0.125,0.489
3038,0.0003,0.0014,0.0032
3039,0.0036,0.0111,0.0435
3040,0.1321,0.0977,0.8001
3041,0.0136,0.0155,0.798
3042,0.0004,0.0001,0.0557
3043,3.086,1.4753,29.2107
3044,0.1937,0.6648,4.685
3045,0.043,0.1296,0.3433
3046,0.3978,0.6291,6.1718
3047,0.0492,0.0779,0.764
3048,0.0274,0.0386,0.6072
3049,0.0014,0.0259,0.1338
3050,0.0175,0.8196,0.4121
3051,0.5107,1.4462,400.525
3052,889.767,6.2331,138.152
3053,43.1162,5002.55,216.903
3054,0.467,0.6392,1914.01
3055,0.0685,0.2763,0.4609
3056,0.0372,0.2567,0.392
3057,0.0138,0.6931,0.2686
3058,0.0002,0.0001,0.0008
3059,0.1234,2.0525,1.0727
3060,0.5872,5.0834,14.1087
3061,4.2305,11.4421,36.0887
3062,0.5891,11.5947,9.967
3063,0.5005,8.2723,5.7472
3064,0.3833,6.8342,22.4181
3065,12.2453,3.5005,8.2989
3066,2.7174,21.5625,18.2724
3067,1.2601,27.7874,19.0141
3068,0.1486,1.0908,3.711
3069,1.7454,55.517,25.378
3070,13.0787,89.8986,141.487
3071,2.7511,52.7953,76.5767
3072,1.8923,16.2641,26.2344
3073,11.9813,93.7113,189.666
3074,2.4704,17.1333,61.6858
3075,6.8633,26.6677,30.4287
3076,1.4297,3.9037,6.8137
3077,1.0437,10.6237,19.9128
3078,0.4725,1.4867,65.5047
3079,489.483,1.7266,111.702
3080,15.184,12782.0,16.825
3081,0.1287,0.0398,159.418
3082,0.0018,0.0194,0.0015
3083,0.0095,0.4313,0.2411
3084,0.0081,0.4248,0.2384
3085,0.0212,0.1413,0.0196
3086,0.1191,1.5077,0.1069
3087,0.0942,0.9246,0.1246
3088,2.4237,3.4494,2.5307
3089,0.0,0.0,0.0
3090,0.1578,2.0642,0.3209
3091,0.189,0.457,0.179
3092,0.0055,0.3075,0.1297
3093,0.0142,3.6017,0.69
3094,0.0034,0.3503,0.4987
3095,0.0021,0.0806,0.0068
3096,1.8144,35.8554,1.2142
3097,1.5916,61.8674,1.5386
3098,4.9146,62.1871,1.6149
3099,0.0083,0.5345,0.0173
3100,1.4118,234.517,12.8673
3101,0.2491,26.4199,2.2917
3102,0.0229,0.1769,0.0101
3103,1.626,0.0376,0.3727
3104,0.1748,15.5919,0.3897
3105,0.4528,-0.9785,3088.87
3106,511.559,-0.6033,78.1111
3107,91.7645,-3420.97,784.484
3108,0.4308,-1.373,5811.26
3109,0.4047,-1.7461,31.7728
3110,0.6339,-0.2283,2.9192
3111,0.0276,-0.2299,1.4043
3112,0.3823,-0.0497,0.5329
3113,1.7792,-1.5382,14.0123
3114,3.8505,-14.68,261.551
3115,1.7497,-14.7525,69.7396
3116,0.6114,-3.8088,33.1749
3117,0.9806,-9.0929,8.33
3118,5.3322,-7.6354,58.1713
3119,0.7757,-0.4857,6.0423
3120,7.9431,-26.8715,100.733
3121,2.9816,-7.096,52.196
3122,1.5477,-3.7754,37.8332
3123,5.8173,-30.9421,89.6859
3124,40.6516,-105.27,1369.72
3125,2.9273,-10.0213,100.114
3126,5.6449,-28.0432,146.463
3127,13.6238,-63.4423,436.747
3128,3.391,-6.8371,56.3325
3129,39.3648,-182.992,1321.55
3130,2.6944,-16.8748,111.117
3131,14.9789,-48.6337,375.857
3132,7.0643,1.5614,1734.74
3133,312.248,7.1473,199.055
3134,16.5919,660.641,198.841
3135,1.8476,0.7901,1887.28
3136,0.2745,0.2084,5.8051
3137,0.7732,0.5646,8.939
3138,0.2249,0.0957,2.1715
3139,0.033,0.0265,0.5925
3140,0.9551,1.2951,6.5342
3141,4.6351,5.9206,100.253
3142,4.9671,2.9315,162.879
3143,1.3543,2.0699,10.2249
3144,0.946,1.2009,14.8728
3145,2.6511,3.2169,44.3339
3146,2.4476,2.1399,10.2815
3147,1.6358,4.9508,26.198
3148,0.4284,0.4336,5.3803
3149,0.6268,0.474,18.4627
3150,5.0867,10.5452,27.8493
3151,28.0915,20.7574,468.025
3152,30.1411,10.8134,250.104
3153,9.0877,9.1389,125.43
3154,14.3837,25.91,204.406
3155,3.5204,3.5938,51.3017
3156,54.6666,80.133,685.209
3157,2.7241,4.3061,80.4093
3158,3.4077,4.3888,47.1851
3159,5.1912,0.7409,1436.07
3160,213.669,0.6751,30.6928
3161,19.2815,517.11,82.8809
3162,2.2483,0.2048,1774.85
3163,0.0269,0.0391,1.0724
3164,0.5571,0.3253,61.3415
3165,0.1027,0.1564,6.212
3166,0.0083,0.0168,0.1361
3167,0.1928,0.3171,4.0675
3168,0.1629,0.4995,15.8297
3169,0.4223,0.3987,13.5724
3170,0.1311,0.8443,2.6603
3171,0.0637,0.4806,1.2034
3172,0.0055,0.1063,0.1282
3173,0.2286,0.6178,3.1205
3174,0.0972,0.9427,1.3499
3175,0.0833,0.0794,0.093
3176,0.5012,0.1694,8.5865
3177,0.3691,2.7442,4.9328
3178,27.1603,23.235,1246.34
3179,7.6811,15.2167,141.188
3180,0.8665,4.7384,17.3302
3181,6.8537,8.2994,74.6383
3182,0.0485,0.0674,0.2093
3183,1.7385,3.9182,27.9283
3184,0.0703,0.1367,1.2917
3185,2.4264,3.5049,49.3451
3186,12.9279,1.0646,1609.85
3187,947.009,0.3795,71.4934
3188,87.4124,396.765,77.1567
3189,8.6215,0.903,2563.52
3190,6.3325,2.2179,24.2564
3191,2.5788,0.3445,62.6312
3192,1.0088,0.2384,0.7858
3193,1.6467,0.0634,0.3251
3194,3.9296,0.4352,8.8235
3195,7.8925,1.1648,78.5563
3196,29.5324,1.2699,120.328
3197,11.9218,1.1202,15.9181
3198,23.7072,0.5788,13.0662
3199,6.5673,0.5104,29.7751
3200,29.2596,3.3261,38.5857
3201,65.8594,14.7895,95.0669
3202,1.7149,0.1248,3.2906
3203,1.5993,0.1098,2.6684
3204,1.6476,4.8203,7.4147
3205,8.3142,3.3356,33.3766
3206,9.8969,3.1153,25.4817
3207,13.0608,2.4204,42.031
3208,38.6356,5.8456,91.4693
3209,7.8386,0.9212,20.6302
3210,111.851,13.1114,213.076
3211,14.2773,1.3033,27.3215
3212,4.4842,1.4439,5.3858
3213,11.8031,1.1401,5279.92
3214,1613.76,7.6773,508.224
3215,60.5922,980.056,292.595
3216,8.1067,0.4072,4748.72
3217,0.0797,0.105,1.3119
3218,4.8613,0.1819,9.0228
3219,0.007,0.0062,0.0964
3220,0.0007,0.0002,0.0064
3221,1.2158,0.5101,5.5148
3222,0.3076,0.6048,5.9257
3223,9.7014,3.4556,109.161
3224,0.3487,0.5913,6.6232
3225,2.3481,9.1423,14.878
3226,2.9005,1.563,25.427
3227,0.3047,0.2233,1.4291
3228,2.0995,0.8054,3.2755
3229,2.4832,1.1073,3.0344
3230,1.6733,0.3844,8.776
3231,1.5921,1.3884,7.7161
3232,41.8105,61.3501,440.736
3233,9.3828,3.7338,65.6682
3234,0.9384,1.0224,11.2804
3235,7.9573,18.3628,65.8778
3236,1.1632,1.5769,10.0835
3237,11.0721,9.3706,270.531
3238,1.1459,0.9007,21.3683
3239,0.287,0.258,2.2667
3240,1.9488,7.6036,2926.16
3241,226.04,20.2041,228.276
3242,21.3249,2682.26,487.923
3243,1.2411,6.3682,5889.01
3244,0.1849,1.2943,31.095
3245,0.775,4.3852,23.5062
3246,0.9153,4.5626,19.0054
3247,0.1733,1.8775,9.6642
3248,2.6685,12.2123,55.8751
3249,1.4191,13.6543,235.578
3250,4.112,61.7765,325.477
3251,2.5518,18.6738,71.3771
3252,1.5052,27.0045,33.69
3253,4.1041,38.3189,89.2698
3254,1.4366,7.1754,27.8091
3255,4.162,139.314,101.834
3256,0.7841,5.7676,17.8939
3257,0.9294,16.1476,37.0592
3258,3.8265,69.4197,94.894
3259,13.1966,162.908,595.318
3260,10.0633,109.345,401.064
3261,2.5751,40.746,124.671
3262,1.7791,30.5081,177.429
3263,0.0798,1.6003,7.7654
3264,9.6048,202.084,495.454
3265,0.6271,6.5483,26.4735
3266,1.5467,23.264,94.3777
3267,0.6801,-0.1455,528.561
3268,219.15,-0.2432,105.259
3269,24.2507,-275.367,214.425
3270,0.5957,-0.1133,1856.39
3271,0.1541,-0.0854,3.1184
3272,0.4365,-0.0808,3.4663
3273,0.4438,-0.0798,3.3855
3274,0.1334,-0.01,0.9821
3275,0.1693,-0.0573,3.9061
3276,2.4233,-2.0495,90.5074
3277,1.6045,-1.1557,142.232
3278,0.5586,-0.2243,22.6461
3279,0.3038,-0.3661,5.9986
3280,2.1158,-0.5006,33.9753
3281,0.2636,-0.119,5.0995
3282,1.3917,-0.8065,35.2784
3283,0.3986,-0.3044,10.1306
3284,0.8919,-7.8116,15.0855
3285,0.6447,-0.4479,16.6556
3286,5.1749,-7.0573,586.525
3287,2.2153,-1.734,82.0287
3288,6.1901,-6.4233,99.836
3289,152.675,-139.933,1779.6
3290,31.7532,-25.0775,348.37
3291,2.1321,-1.9893,51.8637
3292,14.8647,-13.5971,252.717
3293,1.3716,-0.3221,7.9735
3294,8.2223,276.796,517.702
3295,75.1568,13.768,19.2792
3296,10.5804,1756.91,123.227
3297,3.0614,33.9533,2156.59
3298,1.2713,16.6897,51.0603
3299,0.2403,3.6466,5.5903
3300,0.2714,2.8909,4.5116
3301,0.0897,0.9041,1.4182
3302,0.888,8.3232,12.2208
3303,0.6231,7.6662,14.3428
3304,1.1647,20.0559,21.0467
3305,2.7267,42.3926,20.2615
3306,0.5641,10.3313,7.3093
3307,0.2802,12.3257,4.7737
3308,1.4535,27.0471,20.1794
3309,2.0589,57.6635,23.7493
3310,0.3488,4.5252,5.0998
3311,0.6163,12.4973,12.6359
3312,0.9937,36.5964,18.0975
3313,2.4475,44.0844,47.963
3314,5.1471,85.512,84.9954
3315,1.703,28.213,35.8437
3316,1.4818,31.698,31.9046
3317,0.824,13.2753,19.24
3318,3.0572,81.3467,53.8816
3319,0.0672,1.3311,5.1904
3320,0.0802,1.2647,1.2236
3321,25.1636,99.183,2746.79
3322,1962.24,125.124,444.293
3323,248.191,23281.7,1846.65
3324,17.5921,60.6817,5087.75
3325,4.7027,15.6312,102.771
3326,5.9898,27.0041,28.2114
3327,1.8119,17.1983,9.1054
3328,1.7363,13.805,6.4529
3329,1.4641,10.7888,9.8976
3330,7.8301,87.6578,112.923
3331,15.0525,127.817,91.6692
3332,8.0594,95.308,62.4939
3333,19.1821,69.2075,53.4314
3334,14.2946,42.143,72.9838
3335,23.139,135.154,116.527
3336,20.3146,94.507,49.0468
3337,21.1834,50.3289,162.903
3338,5.143,46.8158,36.2507
3339,24.2488,190.24,96.0487
3340,207.699,3403.77,1426.56
3341,118.334,1114.1,589.059
3342,19.7514,239.362,136.0
3343,24.9924,261.673,168.374
3344,4.7042,50.5341,29.7386
3345,91.2712,806.14,601.026
3346,9.3746,115.674,63.3459
3347,2.7733,30.8099,15.3393
3348,0.0334,0.051,2.525
3349,93.5744,0.0029,0.0178
3350,6.65,929.823,8.1712
3351,4.233,0.2448,485.772
3352,0.0209,0.0353,0.2708
3353,0.0041,0.0118,0.0641
3354,0.0341,0.1416,0.3073
3355,0.03,0.0065,0.006
3356,0.0035,0.0272,0.2348
3357,0.5092,1.37,12.2301
3358,0.6868,1.1373,7.3372
3359,0.8192,0.3435,2.0991
3360,0.1551,0.1186,0.1847
3361,0.3913,4.4081,19.8091
3362,0.1962,0.4456,0.8047
3363,0.1129,0.9508,1.3411
3364,0.0282,0.8253,0.3853
3365,1.9838,1.7555,3.5808
3366,0.406,3.3888,1.9923
3367,16.968,24.6904,104.682
3368,3.9745,9.4267,22.6848
3369,1.3175,3.652,8.2781
3370,1.6504,6.1894,11.5558
3371,0.5873,2.4941,2.0758
3372,11.3786,27.9732,52.4935
3373,0.3178,0.7669,2.5566
3374,1.2592,13.8129,6.8887
3375,0.8893,0.2426,102.955
3376,38.1746,0.4967,16.0542
3377,4.582,83.2084,43.6341
3378,1.0803,0.6257,609.174
3379,0.1339,0.0912,4.6245
3380,0.1309,0.1195,3.1022
3381,0.2094,0.1347,3.6611
3382,0.1514,0.0813,2.4977
3383,0.3746,0.3624,7.3071
3384,0.5493,0.6504,26.2387
3385,1.4606,2.6628,25.2795
3386,0.5609,0.6867,8.4171
3387,0.3868,0.4901,7.4579
3388,0.6233,1.0456,12.261
3389,0.0858,0.0905,1.1924
3390,0.6414,1.9059,9.793
3391,0.2695,0.4118,6.6815
3392,0.5306,2.6953,10.3407
3393,1.5311,4.7723,18.6222
3394,2.4211,3.2483,39.8664
3395,3.3692,3.3582,54.1423
3396,1.1598,2.174,20.4936
3397,1.907,6.0946,39.376
3398,0.5646,1.2374,11.7733
3399,2.6608,6.2306,49.8642
3400,0.3617,0.3799,6.5435
3401,0.6455,0.9145,12.5421
3402,0.818,1.128,42.0194
3403,39.5793,2.2053,4.8689
3404,1.2751,358.377,17.5565
3405,0.392,1.0072,354.136
3406,0.0951,0.2703,5.2657
3407,0.3231,1.3122,3.4712
3408,0.3457,1.4507,3.6232
3409,0.2671,1.0127,2.8281
3410,0.2293,2.1364,4.4457
3411,0.9538,6.2529,13.5509
3412,4.0551,5.5852,13.5991
3413,0.3987,2.4459,7.081
3414,0.6271,10.5004,24.9779
3415,0.13,0.9724,1.9162
3416,0.036,0.6309,1.0241
3417,0.3728,3.8617,5.398
3418,0.0392,1.4512,0.6528
3419,0.3996,2.8739,7.7561
3420,0.5306,3.153,6.8004
3421,2.8692,19.2032,39.405
3422,1.4328,19.2018,38.5302
3423,1.3216,6.557,14.5855
3424,1.7617,10.5537,21.7087
3425,0.3321,2.5259,8.6651
3426,5.1451,46.6912,53.1594
3427,0.9206,3.672,9.9009
3428,2.1682,12.1365,26.2653
3429,0.4455,0.5448,565.201
3430,607.79,25.9665,87.3548
3431,23.5047,1460.36,156.737
3432,0.5433,1.0735,2341.6
3433,0.0784,0.1684,1.61
3434,0.0817,0.0847,0.8126
3435,0.158,0.0571,0.4768
3436,0.012,0.0135,0.0928
3437,0.2849,0.5498,2.937
3438,5.7008,14.6954,251.572
3439,7.6815,19.2876,216.32
3440,1.1095,7.1232,17.2813
3441,0.6502,1.6768,4.148
3442,5.2934,14.692,66.1897
3443,0.2734,0.6943,6.3619
3444,15.6621,42.7182,61.1687
3445,2.8188,10.5116,17.7989
3446,0.8341,1.8643,22.1661
3447,10.7416,122.742,99.5995
3448,12.7268,32.8554,368.845
3449,4.7876,12.0449,185.455
3450,6.5914,23.6505,105.258
3451,100.178,264.344,581.513
3452,21.0007,55.3286,148.018
3453,4.1441,14.7335,54.6378
3454,27.1823,80.8582,551.161
3455,3.94,7.078,123.973
3456,24.0362,2.9337,3751.92
3457,690.954,0.9698,696.551
3458,71.3292,807.509,483.434
3459,18.299,1.0077,2984.24
3460,0.2925,0.5185,5.6515
3461,0.7403,0.8397,17.209
3462,0.1626,0.3703,2.9882
3463,0.1073,0.118,2.7622
3464,0.482,0.1831,7.882
3465,1.134,2.4739,40.3676
3466,1.9195,1.3201,40.82
3467,0.8487,0.5753,11.9097
3468,0.4159,0.3206,5.3396
3469,1.4229,0.2938,33.3956
3470,7.8712,1.9787,30.0706
3471,3.122,6.033,35.6523
3472,0.1437,0.2164,2.6766
3473,0.2782,0.7593,9.34
3474,0.9186,1.6191,11.84
3475,29.889,15.5937,919.87
3476,8.9767,7.7316,124.905
3477,2.4565,3.872,50.4059
3478,32.6324,40.71,506.801
3479,5.0796,4.6845,82.3343
3480,10.755,33.6742,244.145
3481,0.7701,0.9328,12.1288
3482,0.1614,0.6948,3.0182
3483,2.5212,2.4128,462.534
3484,125.412,1.0889,16.4542
3485,7.4519,310.72,39.4866
3486,0.2294,0.2477,155.889
3487,0.6966,0.8472,4.3218
3488,0.0523,0.0114,0.212
3489,0.0025,0.0162,0.0102
3490,0.0063,0.0069,0.0363
3491,0.7978,0.1104,1.8037
3492,1.0761,0.2884,7.5452
3493,2.6059,0.7872,8.5131
3494,0.1971,0.0712,0.8708
3495,0.7768,1.5371,9.0599
3496,0.0983,0.1396,0.2988
3497,0.0822,0.1265,0.3925
3498,0.0889,0.4636,0.1922
3499,0.0029,0.0029,0.0126
3500,0.4795,0.1942,2.3665
3501,0.4925,0.325,1.2143
3502,29.1245,35.8802,181.653
3503,5.9929,8.3694,16.2918
3504,2.6123,4.2508,9.614
3505,2.6176,1.8656,8.7479
3506,0.6534,0.6972,2.7441
3507,2.0321,3.2388,7.9445
3508,0.0001,0.0001,0.0004
3509,0.2021,0.082,0.5346
3510,6.14,-3.6192,1642.69
3511,977.829,-5.9191,308.41
3512,82.3677,-2925.87,506.042
3513,7.7864,-4.1941,4241.3
3514,0.3874,-0.6581,8.2796
3515,1.1233,-2.9675,18.4599
3516,0.538,-3.0161,2.9041
3517,0.35,-0.3674,0.5923
3518,1.9571,-1.3953,1.4754
3519,1.7254,-3.5148,80.5694
3520,3.3215,-4.6663,79.509
3521,0.1873,-1.442,8.3186
3522,0.5816,-2.1937,10.3688
3523,1.8729,-6.8866,41.2038
3524,2.3147,-1.4301,13.7937
3525,4.4466,-10.8858,57.4119
3526,0.1392,-1.1218,1.5751
3527,1.4098,-1.8712,56.7482
3528,0.0474,-0.2394,0.2292
3529,29.7941,-118.508,961.705
3530,40.0953,-124.042,539.43
3531,3.7005,-7.5293,62.2255
3532,17.4644,-41.4043,262.677
3533,1.8941,-2.4225,9.0847
3534,12.9337,-23.7276,158.9
3535,0.8998,-1.2422,6.7025
3536,0.2255,-0.7139,3.2307
3537,11.4534,0.0309,2051.97
3538,1142.89,0.8655,123.079
3539,48.052,417.979,324.523
3540,12.2135,0.0221,2264.87
3541,0.3221,0.0015,2.3959
3542,0.8829,0.0609,5.4867
3543,0.32,0.0727,2.3666
3544,0.0295,0.0056,0.2988
3545,0.8579,0.0708,5.6119
3546,6.6169,1.5878,120.519
3547,10.3702,1.1905,146.404
3548,1.9343,0.6181,11.4404
3549,2.4712,0.7007,14.0021
3550,4.3171,0.4991,36.9969
3551,1.6512,0.1585,8.1086
3552,12.281,3.9271,27.6726
3553,1.9469,0.3186,5.3524
3554,0.9482,0.471,8.6329
3555,3.219,3.3362,16.4535
3556,74.8816,8.816,922.93
3557,23.2805,6.2166,229.693
3558,13.4803,1.3596,61.3186
3559,43.0522,22.6386,694.149
3560,3.3993,0.9754,30.4229
3561,24.0315,11.1237,430.233
3562,16.2159,2.1625,508.617
3563,6.7922,1.7969,80.5344
3564,2.9497,1.6372,621.844
3565,345.976,2.0212,41.7004
3566,0.7772,49.2002,6.9892
3567,1.3862,0.0154,433.666
3568,0.624,0.0176,0.9517
3569,0.1226,0.0063,1.3771
3570,0.0057,0.0031,0.0676
3571,0.0001,0.0,0.0003
3572,0.1376,0.1575,5.9838
3573,0.1263,0.0631,7.4301
3574,0.1472,0.1073,7.5192
3575,0.0374,0.0801,1.4357
3576,0.0177,0.0205,0.7493
3577,0.063,0.0209,3.4604
3578,0.0107,0.0026,0.1236
3579,0.0079,0.0035,1.2056
3580,0.0011,0.0003,0.0618
3581,0.4452,0.0776,6.0007
3582,0.5933,1.3584,19.135
3583,6.9667,2.6128,225.233
3584,2.4994,1.6495,97.3484
3585,0.7483,0.4943,29.2243
3586,1.4393,0.5334,118.757
3587,0.1748,0.0647,14.4265
3588,1.9913,0.3544,8.2883
3589,0.0885,0.0075,0.2109
3590,1.7696,10.0929,23.6437
3591,2.9207,1.4033,116.966
3592,165.773,0.1958,2.8319
3593,0.6581,54.5817,0.6979
3594,0.0334,0.0566,49.9541
3595,0.0009,0.0003,0.0221
3596,2.799,0.0139,0.3858
3597,0.0026,0.003,0.0108
3598,0.0004,0.0005,0.0006
3599,0.0159,0.0092,0.1225
3600,0.0194,0.045,0.1298
3601,0.0039,0.0026,0.0106
3602,0.0083,0.0148,0.0579
3603,0.6887,0.1429,0.1172
3604,1.2523,0.0857,0.2086
3605,0.0883,0.0614,0.1743
3606,0.055,0.0671,0.1086
3607,0.0329,0.0149,0.6411
3608,0.0407,0.0292,0.3086
3609,0.0667,0.1712,0.1544
3610,5.927,4.1983,10.3875
3611,2.1391,1.5857,4.166
3612,0.1824,0.443,0.3536
3613,0.1668,0.2305,0.5792
3614,0.0508,0.0536,0.1663
3615,0.2521,0.2685,0.5122
3616,0.0015,0.0009,0.0021
3617,0.8317,1.3627,0.8978
3618,2.2394,1.7888,668.821
3619,66.8358,0.041,43.4413
3620,6.1346,298.195,49.3279
3621,1.3727,0.0999,770.539
3622,0.1014,0.1473,5.7372
3623,0.8206,0.0376,6.7405
3624,0.0057,0.0176,0.6666
3625,0.0023,0.0048,0.0741
3626,0.0577,0.0826,2.5664
3627,0.1417,0.2989,16.7819
3628,1.2291,0.6018,35.7846
3629,0.1605,0.0923,5.7697
3630,0.034,0.0654,1.6076
3631,0.1827,0.3805,15.3408
3632,0.04,0.1187,0.8479
3633,0.7821,1.1803,17.6306
3634,0.0149,0.0568,3.4193
3635,0.0434,0.4934,4.4829
3636,0.4085,0.1272,10.1749
3637,2.6486,3.6242,152.184
3638,1.9258,4.9755,86.8048
3639,1.6532,3.3907,32.7413
3640,2.8164,9.1044,55.5766
3641,0.6146,1.4726,18.6372
3642,6.9897,21.6043,131.912
3643,1.0715,1.9632,18.8644
3644,3.1592,2.6955,93.4179
3645,43.5582,43.0492,35329.4
3646,4913.42,146.494,969.359
3647,306.28,76990.6,6990.45
3648,68.9417,69.4714,144241.0
3649,1.7857,18.3691,555.621
3650,13.9442,70.6213,444.753
3651,0.4734,5.9117,25.1059
3652,0.2233,1.6429,12.1369
3653,11.9108,306.478,653.048
3654,52.9144,506.98,12205.6
3655,157.223,940.928,9879.09
3656,23.812,358.363,1153.57
3657,58.805,376.232,978.907
3658,41.863,560.942,3556.31
3659,12.4082,88.0201,440.296
3660,197.907,1363.64,2384.59
3661,2.1161,28.0292,93.0073
3662,16.6258,333.577,1312.04
3663,115.268,4902.55,3444.11
3664,390.419,3750.21,33288.6
3665,192.082,4644.94,12674.6
3666,38.5977,513.869,2069.23
3667,268.668,4498.66,9148.79
3668,29.3724,281.175,1092.24
3669,450.294,8691.72,29404.2
3670,35.2841,436.152,1836.97
3671,717.434,1516.91,9038.05
3672,5.1752,29.6499,2816.09
3673,725.506,13.9926,285.966
3674,24.0122,14468.4,141.891
3675,2.2772,11.6815,2564.59
3676,0.5977,14.4293,17.3764
3677,0.1715,34.056,2.1446
3678,0.1204,48.4902,1.4812
3679,0.0371,0.1773,0.334
3680,0.1141,2.007,1.7112
3681,0.7057,14.7666,37.6374
3682,22.6895,51.7225,171.846
3683,0.5575,10.6833,14.9633
3684,1.3839,52.2475,26.5014
3685,2.2478,19.2828,70.7749
3686,3.3989,13.305,14.3354
3687,0.9264,6.6428,2.7262
3688,0.0001,0.0047,0.0128
3689,0.0949,1.1122,22.2869
3690,0.0029,0.1056,0.0521
3691,17.2193,349.807,509.066
3692,14.6491,337.395,292.555
3693,1.9888,156.115,33.3073
3694,4.9176,287.575,64.0612
3695,0.8589,44.8152,11.4425
