,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
498,esp,1997,metals,10.0347,5.9934,-1.4036,49.0408,10.4627,4.5726,3.1345,4.6393,12.3712,10.711,38.5938,16.1798,1417.76,261.17,578.117,423.657,60.6199,1.2511,313.428,68.7545,39.0727,0.6825,1.3361,0.4066,1.9776,0.1353,106.618,metals,8.4333,1.3211,0.9797,10.139,4.0607,2.3176,1.1156,2.6189,4.0685,4.9344,25.9411,15.0527,1306.41,115.561,471.297,317.623,8.3498,0.0995,2.7194,4.2664,20.9629,0.1338,0.2791,0.2573,2.3779,0.2165,2.6066,0.215668,0.038817,0.020541,0.023761,0.030352
499,esp,1997,fabmetals,42.3198,14.5757,-5.1692,261.853,57.5619,10.1582,6.8078,24.8587,62.3927,17.4863,86.5636,18.0671,32.0126,2748.46,1231.06,649.722,122.508,2.8469,954.254,360.243,112.99,1.6709,4.487,1.3625,6.3502,0.4264,373.907,fabmetals,35.5659,3.213,3.608,54.1371,22.3403,5.1486,2.4231,14.0331,20.5192,8.0558,58.1845,16.8085,29.4984,1216.12,1003.6,487.108,16.8742,0.2264,8.2795,22.354,60.6205,0.3276,0.9373,0.8622,7.6356,0.6822,9.1411,0.427539,0.020024,0.021006,0.031642,0.020413
500,esp,1997,transpequip,12.958,4.8494,-0.6183,38.7031,7.2211,4.9891,3.3807,3.3334,7.6068,11.1124,10.9625,4.0765,20.561,8.8399,7295.19,34.2549,385.31,0.1856,45.6732,66.2154,247.761,1.0745,1.9691,0.6055,3.9469,0.2756,260.25,transpequip,10.89,1.069,0.4315,8.0017,2.8026,2.5287,1.2033,1.8817,2.5017,5.1193,7.3686,3.7925,18.9462,3.9114,5947.25,25.6815,53.0726,0.0148,0.3963,4.1088,132.926,0.2107,0.4114,0.3832,4.7458,0.4409,6.3625,0.239255,0.1728,0.101443,0.063588,0.13723
501,esp,1997,machinery,89.5064,40.6666,-12.8578,240.667,26.8465,44.4497,30.3565,34.1345,34.4988,38.4422,108.204,59.2188,95.5281,68.8338,630.729,11319.5,200.97,27.5761,611.128,261.859,121.966,10.1676,9.8728,3.0352,16.4726,1.1426,734.788,machinery,75.222,8.9642,8.9746,49.7569,10.4194,22.529,10.8046,19.2694,11.3457,17.7099,72.7302,55.0935,88.0256,30.4571,514.189,8486.45,27.6816,2.1932,5.3024,16.249,65.4359,1.9934,2.0624,1.9206,19.807,1.8279,17.9637,0.40117,0.142303,0.140075,0.098179,0.134567
502,esp,1997,othermanuf,70.1191,26.9068,-5.6834,308.556,97.8439,61.0642,42.9934,29.6781,90.7264,170.859,84.7184,40.6362,354.804,129.967,252.06,237.789,7508.09,1.4635,318.031,658.818,507.141,8.2459,19.7641,5.9875,34.9516,2.396,693.734,othermanuf,58.9287,5.9311,3.967,63.7926,37.9741,30.95,15.3024,16.7537,29.8374,78.7128,56.9442,37.8054,326.939,57.5071,205.487,178.274,1034.16,0.1164,2.7594,40.8813,272.086,1.6166,4.1287,3.7887,42.0265,3.833,16.9601,0.516305,0.014195,0.017983,0.026747,0.015493
503,esp,1997,water,173.367,52.8435,-1.0546,291.512,21.4937,11.5275,6.146,9.8992,13.5375,9.085,33.697,17.8354,9.1509,6.3628,28.1683,21.7235,9.6017,512.156,47.3801,205.304,20.2401,1.1043,1.762,0.5402,2.2051,0.122,197.253,water,145.699,11.6484,0.7361,60.269,8.3419,5.8426,2.1875,5.5882,4.4521,4.1853,22.6498,16.5929,8.4322,2.8154,22.9636,16.2865,1.3225,40.7334,0.4111,12.7396,10.859,0.2165,0.3681,0.3418,2.6515,0.1952,4.8223,0.687001,0.00043,0.000724,0.004208,0.000542
504,esp,1997,construction,31.8212,13.3069,-9.2295,129.553,22.1171,26.3427,18.2698,23.1055,35.898,23.6888,68.728,24.19,29.4532,28.8408,116.382,99.0504,60.2111,5.6526,32129.0,1505.41,288.172,6.5394,45.8436,13.7279,34.3008,2.1643,3742.38,construction,26.7428,2.9333,6.4421,26.7846,8.5839,13.3516,6.5027,13.0434,11.8059,10.9132,46.1961,22.5049,27.14,12.7613,94.878,74.2598,8.2935,0.4496,278.765,93.4148,154.607,1.2821,9.5767,8.6867,41.244,3.4623,91.492,0.533433,0.003762,0.004924,0.011158,0.004507
505,esp,1997,distribution,278.268,99.1456,-33.2281,1392.46,172.982,247.361,172.278,227.112,274.942,239.008,555.301,156.044,167.776,285.358,775.362,1023.42,526.62,11.1957,2256.38,83964.5,987.799,16.2116,70.8376,21.4537,106.395,7.335,2197.96,distribution,233.859,21.8549,23.1928,287.885,67.1357,125.373,61.3181,128.208,90.4206,110.108,373.25,145.173,154.6,126.263,632.097,767.276,72.5366,0.8904,19.5773,5210.21,529.964,3.1783,14.798,13.5754,127.931,11.7338,53.7346,0.658191,0.054656,0.088268,0.095753,0.070823
506,esp,1997,transport,172.372,65.1516,-17.7627,852.313,110.263,95.0665,65.5595,97.5051,157.459,131.959,346.751,100.334,146.907,120.627,650.208,369.089,160.84,3.7787,1608.47,1235.02,15297.1,30.8907,31.1128,9.4808,35.281,2.4045,1191.46,transport,144.863,14.3615,12.3982,176.212,42.794,48.1838,23.3342,55.043,51.7837,60.7922,233.072,93.3445,135.37,53.3741,530.069,276.712,22.1541,0.3005,13.9558,76.6363,8207.06,6.0562,6.4995,5.9992,42.4226,3.8465,29.1283,0.455946,0.117951,0.131957,0.105522,0.125111
507,esp,1997,communcation,54.841,24.3329,-9.9919,262.289,44.4532,67.0766,47.3407,42.1433,78.4932,62.6143,203.637,49.712,43.6656,66.0018,345.531,259.876,127.945,3.8431,675.272,2489.42,391.647,3522.99,172.324,51.7502,119.011,8.1076,1731.51,communcation,46.0888,5.3638,6.9742,54.2271,17.2527,33.9973,16.8497,23.7905,25.8142,28.8457,136.876,46.249,40.2362,29.204,281.687,194.833,17.6232,0.3057,5.859,154.475,210.122,690.696,35.9984,32.7463,143.101,12.9698,42.331,0.841044,0.00591,0.012196,0.023765,0.007768
508,esp,1997,finance,305.345,116.735,-53.7547,1011.96,135.107,177.129,122.614,143.902,163.816,171.326,532.944,131.895,127.399,168.808,705.234,653.538,450.592,24.2982,1769.17,4562.83,965.084,121.031,2816.0,216.909,187.221,12.6827,3617.41,finance,256.615,25.7322,37.5202,209.219,52.4361,89.7767,43.6415,81.2348,53.8745,78.9278,358.223,122.707,117.394,74.6931,574.927,489.969,62.0645,1.9325,15.3501,283.135,517.777,23.7286,588.261,137.254,225.118,20.2885,88.4368,0.465856,0.006746,0.007712,0.047135,0.008673
509,esp,1997,insurance,24.2903,9.6665,-4.214,80.3871,10.605,14.043,9.6858,11.3014,13.2317,13.5694,42.3384,10.4774,10.0833,13.3429,56.5313,51.892,35.4986,1.9041,141.286,359.771,79.1747,9.498,58.1208,640.212,15.0358,1.0092,287.24,insurance,20.4138,2.1308,2.9413,16.6197,4.1159,7.1176,3.4474,6.3798,4.3515,6.2513,28.4581,9.7475,9.2914,5.9039,46.0859,38.9043,4.8896,0.1514,1.2259,22.3247,42.478,1.8621,12.1414,405.11,18.0793,1.6145,7.0223,0.463884,0.006154,0.007005,0.007422,0.007891
510,esp,1997,obsict,146.14,54.4312,-19.4821,529.708,96.8472,98.3633,68.1963,59.606,105.112,123.755,312.009,68.841,76.3801,94.0194,692.035,454.426,173.253,8.7818,1720.8,2006.89,396.826,38.483,279.192,85.7901,3697.06,6.6458,2008.12,obsict,122.817,11.9984,13.5983,109.515,37.5873,49.8547,24.2728,33.6484,34.5685,57.0124,209.72,64.0453,70.3815,41.6011,564.167,340.691,23.8639,0.6984,14.9304,124.533,212.901,7.5448,58.3232,54.2858,4445.41,10.6313,49.0934,0.688463,0.045524,0.076902,0.069098,0.057334
511,esp,1997,oconsumer,167.16,62.8335,-22.6053,604.991,113.247,112.472,77.6333,65.8337,124.865,141.402,362.934,80.0453,88.4213,108.45,804.624,521.392,199.859,9.5769,1969.57,2161.43,433.566,42.9853,318.251,98.8951,110.277,252.583,2431.06,oconsumer,140.483,13.8505,15.7782,125.079,43.9523,57.0058,27.6316,37.164,41.0646,65.1426,243.95,74.4692,81.477,47.9861,655.953,390.897,27.5286,0.7617,17.0888,134.122,232.613,8.4274,66.4825,62.5783,132.6,404.06,59.4335,0.686604,0.004127,0.006952,0.032653,0.005194
512,esp,1997,oservices,80.3172,32.5103,-14.3934,334.152,69.1853,80.9673,56.5127,59.9952,83.8281,77.8837,311.235,61.4182,67.209,101.958,426.069,487.872,158.194,4.0523,655.518,2848.75,437.573,34.554,143.364,43.0975,136.197,9.2526,119042.0,oservices,67.4992,7.1663,10.0464,69.0846,26.8514,41.0377,20.1143,33.8681,27.5687,35.8801,209.199,57.1397,61.9306,45.1139,347.343,365.766,21.7896,0.3223,5.6876,176.772,234.762,6.7745,29.9487,27.271,163.766,14.8015,2910.29,0.721213,0.027927,0.049421,0.051081,0.035787
515,est,1997,energy,2.0817,3.5264,77.7071,6.8315,1.8611,3.002,2.0029,1.2897,5.104,1.4498,11.2172,4.1383,3.9795,1.184,2.2242,4.1888,0.8139,0.6063,4.189,0.6142,6.9199,0.7596,0.2821,0.1982,7.4863,5.2424,15.9644,energy,0.3505,3.6842,50.6059,2.6702,0.18,2.8154,1.7823,0.8297,5.0387,1.005,9.7756,3.9438,4.0774,1.1061,1.9492,3.4801,0.2666,0.0722,0.6348,0.1122,6.5601,0.2232,0.0765,0.1386,1.8426,0.9101,0.7488,0.199674,0.0371,0.024657,0.056695,0.035249
518,est,1997,textiles,0.0155,0.0381,0.0187,0.1017,0.0352,33.2343,2.0157,0.0327,0.1003,0.0257,0.0812,0.0144,0.0214,0.0182,0.0354,0.0637,0.088,0.0013,0.0696,0.0177,0.1891,0.0117,0.0038,0.0013,0.0639,0.0287,0.0602,textiles,0.0026,0.0398,0.0122,0.0398,0.0034,31.1688,1.7936,0.021,0.099,0.0178,0.0708,0.0138,0.0219,0.017,0.031,0.0529,0.0288,0.0002,0.0105,0.0032,0.1792,0.0034,0.001,0.0009,0.0157,0.005,0.0028,0.178975,0.042826,0.025512,0.018194,0.027032
519,est,1997,clothing,0.0261,0.1034,0.049,0.2128,0.0819,0.2931,65.1432,0.0362,0.1856,0.0222,0.0313,0.0259,0.0222,0.0295,0.0548,0.0994,0.0412,0.0082,0.0632,0.0216,0.3119,0.0274,0.0102,0.0083,0.1064,0.0534,0.2758,clothing,0.0044,0.108,0.0319,0.0832,0.0079,0.2749,57.967,0.0233,0.1832,0.0154,0.0272,0.0247,0.0227,0.0276,0.048,0.0826,0.0135,0.001,0.0096,0.0039,0.2956,0.0081,0.0028,0.0058,0.0262,0.0093,0.0129,0.341267,0.04437,0.0504,0.032067,0.042417
531,est,1997,construction,0.5541,0.9764,2.5676,2.8882,1.1033,0.8299,1.0037,0.4617,1.4798,0.4153,1.1324,0.5684,1.1993,1.1961,2.0535,4.1066,0.3968,0.2743,117.058,0.9739,12.9925,2.4162,0.3559,0.2001,11.4786,2.3105,8.1538,construction,0.0933,1.0201,1.6721,1.1289,0.1067,0.7783,0.8931,0.297,1.4609,0.2879,0.9868,0.5417,1.2288,1.1174,1.7996,3.4118,0.13,0.0327,17.7382,0.1778,12.317,0.7099,0.0964,0.1399,2.8252,0.4011,0.3824,0.351058,0.013126,0.015337,0.027988,0.01303
532,est,1997,distribution,1.1501,1.4346,1.1976,3.9967,1.2107,1.0207,2.0782,0.6796,2.0247,0.5227,0.7758,0.5726,1.1878,0.9498,2.5549,3.9385,0.537,0.1204,2.3762,37.9082,30.8174,1.3791,0.3708,0.2494,3.7172,1.9862,8.6967,distribution,0.1936,1.4988,0.7799,1.5622,0.1171,0.9572,1.8492,0.4372,1.9988,0.3624,0.6761,0.5457,1.217,0.8873,2.239,3.2721,0.1759,0.0143,0.3601,6.9223,29.2152,0.4052,0.1005,0.1744,0.9149,0.3448,0.4079,0.398087,0.004446,0.005891,0.031153,0.005527
533,est,1997,transport,1.3732,2.0206,2.5019,6.2985,1.9362,2.8056,2.5319,0.8402,5.7397,1.0946,2.1354,1.07,1.2481,1.2604,2.5257,3.4209,1.6495,0.1752,4.1563,2.4147,466.589,1.96,0.3319,0.273,3.1603,1.3278,3.8106,transport,0.2312,2.111,1.6293,2.4618,0.1873,2.6313,2.253,0.5405,5.6664,0.7588,1.8609,1.0197,1.2788,1.1775,2.2134,2.8421,0.5403,0.0209,0.6298,0.4409,442.331,0.5759,0.0899,0.1909,0.7778,0.2305,0.1787,0.338584,0.300614,0.338783,0.2567,0.339792
534,est,1997,communcation,0.797,0.9174,1.0887,2.857,1.1652,1.5084,1.6274,0.5588,2.1048,0.4026,0.6502,0.3466,0.688,0.5646,1.82,1.945,0.6648,0.1015,0.9804,1.9484,6.3119,34.8103,0.7085,0.2751,3.8131,2.5983,7.0522,communcation,0.1342,0.9584,0.709,1.1167,0.1127,1.4147,1.4481,0.3595,2.0779,0.2791,0.5667,0.3303,0.705,0.5275,1.595,1.6159,0.2178,0.0121,0.1486,0.3558,5.9838,10.2279,0.192,0.1924,0.9385,0.4511,0.3308,0.345507,0.006819,0.007842,0.017839,0.008535
535,est,1997,finance,1.1284,1.4042,3.0877,4.5789,1.7704,1.2599,1.698,0.7341,2.3328,0.7055,1.561,0.709,2.7344,1.1384,3.1633,4.44,0.6511,0.1582,2.5476,2.413,22.2113,1.7114,42.745,1.5924,7.338,1.7419,5.1288,finance,0.19,1.467,2.0108,1.7897,0.1712,1.1816,1.511,0.4723,2.303,0.4891,1.3604,0.6757,2.8016,1.0635,2.7722,3.6887,0.2133,0.0188,0.386,0.4406,21.0566,0.5028,11.5841,1.1134,1.8061,0.3024,0.2406,0.688132,0.004151,0.009508,0.033306,0.007184
537,est,1997,obsict,1.2283,1.846,3.1357,6.4897,3.5169,1.9569,2.8474,0.9878,3.5542,2.0775,3.0108,1.2947,3.597,2.5587,4.5187,10.3835,1.1808,0.212,5.7251,4.8135,50.2887,6.4338,2.4821,1.2043,209.571,9.9029,18.1245,obsict,0.2068,1.9286,2.0421,2.5366,0.3402,1.8353,2.5337,0.6355,3.5088,1.4402,2.6238,1.2339,3.6854,2.3903,3.96,8.6266,0.3868,0.0252,0.8675,0.879,47.6742,1.8904,0.6727,0.842,51.581,1.7192,0.8501,0.420779,0.028464,0.039865,0.079418,0.036177
538,est,1997,oconsumer,0.3356,0.5429,0.6935,2.4505,0.6969,0.7293,1.2269,0.4198,1.1046,0.3885,0.4757,0.341,0.7976,0.4716,1.7953,1.5233,0.2626,0.0801,0.7184,0.5637,8.341,0.4183,0.1552,0.1174,4.046,98.3501,3.1158,oconsumer,0.0565,0.5672,0.4517,0.9578,0.0674,0.6839,1.0918,0.27,1.0905,0.2693,0.4146,0.325,0.8172,0.4406,1.5734,1.2656,0.086,0.0095,0.1089,0.1029,7.9074,0.1229,0.0421,0.0821,0.9958,17.0743,0.1461,0.457755,0.008925,0.013598,0.020012,0.012372
541,fin,1997,otherprim,5.6304,543.431,5.305,59.3095,7.548,3.022,2.7781,0.897,726.63,736.329,34.8735,18.7367,51.5686,9.9854,8.6696,63.0325,4.2433,0.0317,196.671,184.332,29.1158,3.2376,3.632,1.8849,33.8573,22.1314,159.834,otherprim,2.976,158.589,4.8677,9.4423,1.3022,2.2559,1.6026,0.4621,611.97,655.333,30.2379,17.9038,50.4137,6.7676,6.5242,52.8669,2.2774,0.0001,7.4986,10.486,12.8293,0.5521,0.2226,0.7307,17.0679,1.2958,0.9502,0.76021,0.004466,0.009637,0.054807,0.006156
542,fin,1997,energy,14.9662,7.6422,319.833,76.5757,12.0376,7.9966,4.6856,1.5722,45.5226,403.062,108.065,10.9584,86.1731,16.1645,15.2264,98.7616,3.8351,0.1607,55.7319,155.352,153.667,5.8706,5.8695,3.0425,73.2716,24.1198,209.34,energy,7.9105,2.2302,293.471,12.1912,2.0768,5.9694,2.703,0.81,38.3393,358.725,93.7001,10.4713,84.2431,10.9555,11.4585,82.8339,2.0583,0.0008,2.1249,8.8375,67.7101,1.001,0.3597,1.1795,36.937,1.4122,1.2446,0.325577,0.017534,0.016203,0.037503,0.013383
543,fin,1997,procfoods,25.8169,1.5393,1.412,1683.7,20.2733,1.5105,1.3825,0.6092,7.5055,42.8408,10.3746,1.2334,7.6467,3.321,2.9878,28.6538,0.6206,0.0154,21.8286,261.175,31.3425,2.6903,1.5805,0.8199,15.2674,11.0643,154.385,procfoods,13.6457,0.4492,1.2956,268.053,3.4976,1.1276,0.7975,0.3139,6.3212,38.1283,8.9955,1.1785,7.4755,2.2508,2.2484,24.0326,0.3331,0.0001,0.8323,14.8574,13.8104,0.4587,0.0969,0.3178,7.6965,0.6478,0.9178,0.251547,0.017462,0.012468,0.013798,0.019539
545,fin,1997,textiles,0.1729,0.1682,0.1124,1.0142,0.1775,282.439,20.1512,1.5502,1.21,2.9754,0.9847,1.0155,0.5712,0.8409,0.9701,4.2264,0.2004,0.0013,4.654,6.2788,1.3235,0.1277,0.0984,0.0524,1.2457,0.3699,10.0205,textiles,0.0914,0.0491,0.1032,0.1615,0.0306,210.837,11.6248,0.7987,1.019,2.6481,0.8538,0.9704,0.5584,0.5699,0.7301,3.5448,0.1075,0.0,0.1774,0.3572,0.5832,0.0218,0.006,0.0203,0.628,0.0217,0.0596,0.365979,0.011449,0.011893,0.007776,0.010142
546,fin,1997,clothing,0.7765,0.2862,0.1757,2.3826,0.3253,0.4818,260.12,0.2806,1.1699,3.4772,0.8299,0.1791,1.0689,0.9813,0.9124,5.9598,0.1305,0.0024,7.8747,8.2927,2.3673,0.1554,0.1001,0.0531,1.2268,0.6123,7.7394,clothing,0.4104,0.0835,0.1613,0.3793,0.0561,0.3596,150.058,0.1446,0.9853,3.0947,0.7196,0.1712,1.045,0.665,0.6866,4.9986,0.0701,0.0,0.3002,0.4717,1.0431,0.0265,0.0061,0.0206,0.6185,0.0359,0.046,0.366968,0.008798,0.009164,0.005478,0.007743
547,fin,1997,leather,0.2234,0.0711,0.0444,0.6785,0.1021,0.0561,1.402,77.8813,0.4096,1.0201,0.2307,0.0571,0.2612,0.1789,0.1976,1.4548,0.2006,0.0007,2.3754,2.5576,0.7007,0.0434,0.0426,0.022,0.4979,0.1438,2.4354,leather,0.1181,0.0208,0.0407,0.108,0.0176,0.0419,0.8088,40.1258,0.345,0.9079,0.2001,0.0546,0.2553,0.1212,0.1487,1.2201,0.1077,0.0,0.0906,0.1455,0.3088,0.0074,0.0026,0.0085,0.251,0.0084,0.0145,0.36369,0.00219,0.002261,0.001495,0.00183
549,fin,1997,paperpub,7.0307,3.4127,17.1235,148.777,31.6993,9.493,8.6348,2.0946,45.3997,4530.46,58.7869,9.4379,32.8111,16.7361,13.7834,153.557,7.9679,0.0871,52.7761,279.211,85.6862,11.0441,12.6855,6.6171,111.762,106.452,490.247,paperpub,3.7161,0.9959,15.7121,23.6859,5.4689,7.0864,4.9812,1.0792,38.2358,4032.11,50.9725,9.0184,32.0762,11.3429,10.3725,128.792,4.2764,0.0004,2.0122,15.8834,37.7558,1.8832,0.7774,2.5652,56.3406,6.2328,2.9146,0.326638,0.211628,0.196202,0.148119,0.23862
550,fin,1997,chemicals,12.0463,2.5776,4.6047,64.6122,8.0556,18.8431,4.1228,3.2696,36.9484,175.686,1120.51,7.1533,20.3423,15.7698,14.615,90.1271,6.9065,0.1737,104.751,150.621,33.1388,2.6388,1.9948,1.0438,21.6732,18.9615,131.653,chemicals,6.3671,0.7522,4.2252,10.2865,1.3898,14.0661,2.3784,1.6846,31.1181,156.361,971.563,6.8353,19.8867,10.688,10.9984,75.5919,3.7068,0.0008,3.9939,8.5683,14.6019,0.45,0.1223,0.4047,10.9257,1.1102,0.7827,0.319432,0.058551,0.053086,0.044994,0.050119
553,fin,1997,fabmetals,1.4103,1.0979,3.6696,14.3957,10.5589,1.2578,1.2084,0.3718,21.2605,26.9193,9.776,4.2863,9.892,558.832,23.5034,105.238,1.4265,0.0144,99.9242,162.186,20.4182,1.5556,1.0048,0.5214,10.3975,4.8758,49.4975,fabmetals,0.7454,0.3204,3.3671,2.2919,1.8217,0.939,0.6971,0.1916,17.9057,23.9582,8.4765,4.0958,9.6705,378.748,17.6873,88.2661,0.7656,0.0001,3.8098,9.2263,8.9968,0.2653,0.0616,0.2021,5.2415,0.2855,0.2943,0.349985,0.021403,0.021261,0.019338,0.021372
554,fin,1997,transpequip,0.324,0.7497,0.5044,4.6778,0.9479,0.5442,1.2341,0.137,4.0054,10.6425,2.2553,0.7332,3.4839,3.9246,557.342,36.5934,0.3751,0.0046,12.1842,38.1164,44.2777,0.6061,0.2918,0.1546,2.5524,1.423,14.5948,transpequip,0.1713,0.2188,0.4628,0.7447,0.1635,0.4063,0.7119,0.0706,3.3734,9.4718,1.9555,0.7006,3.4058,2.6599,419.422,30.6918,0.2013,0.0,0.4646,2.1683,19.51,0.1034,0.0179,0.0599,1.2867,0.0833,0.0868,0.31788,0.027591,0.024894,0.016389,0.022912
555,fin,1997,machinery,4.5088,3.8654,6.3352,32.526,6.9405,3.1824,3.0402,0.6842,21.3465,82.996,17.5887,6.0356,17.3794,15.3139,43.6174,5933.12,3.341,0.074,79.1277,115.155,56.2717,12.0213,4.2779,2.2192,41.9074,11.7671,176.187,machinery,2.3832,1.128,5.8131,5.1783,1.1974,2.3756,1.7538,0.3525,17.9781,73.8665,15.2507,5.7673,16.9902,10.379,32.8238,4976.26,1.7931,0.0003,3.0169,6.5508,24.7949,2.0498,0.2622,0.8603,21.126,0.689,1.0475,0.311002,0.293873,0.25941,0.171963,0.240266
556,fin,1997,othermanuf,0.1932,0.1558,0.1258,1.6497,0.4195,0.298,2.3082,0.1698,1.6068,3.2378,0.7898,0.2175,1.1801,0.4998,0.5619,4.3692,191.043,0.002,3.3572,7.6385,2.9813,0.2777,2.121,1.0879,3.3964,0.9572,15.1251,othermanuf,0.1021,0.0455,0.1155,0.2626,0.0724,0.2225,1.3315,0.0875,1.3533,2.8816,0.6849,0.2078,1.1536,0.3387,0.4228,3.6646,102.534,0.0,0.128,0.4345,1.3136,0.0474,0.13,0.4218,1.7121,0.056,0.0899,0.448444,0.004809,0.006121,0.003938,0.004885
557,fin,1997,water,0.5385,0.4406,0.8358,8.5923,1.9835,0.9624,1.0336,0.1561,3.6167,13.381,3.8746,0.8751,3.2879,2.4857,2.5025,20.5904,0.5467,8.5939,5.0041,28.1981,6.4223,1.076,2.291,1.1861,48.5435,1.9197,123.271,water,0.2846,0.1286,0.7669,1.3679,0.3422,0.7184,0.5963,0.0804,3.046,11.9091,3.3596,0.8362,3.2143,1.6847,1.8832,17.2697,0.2934,0.0402,0.1908,1.6041,2.8299,0.1835,0.1404,0.4598,24.4713,0.1124,0.7329,0.737034,1e-06,3e-06,0.002582,2e-06
558,fin,1997,construction,2.9031,1.5227,3.6063,22.5532,4.6856,1.8433,1.6495,0.3837,12.5474,57.2116,10.972,2.8666,8.5618,5.9769,6.2826,46.2038,1.1057,0.0399,2285.26,73.624,19.0419,2.0677,5.5433,2.8425,62.5213,7.6705,447.172,construction,1.5344,0.4444,3.309,3.5906,0.8084,1.376,0.9516,0.1977,10.5675,50.9184,9.5135,2.7391,8.37,4.0508,4.7279,38.7523,0.5934,0.0002,87.1308,4.1882,8.3904,0.3526,0.3397,1.102,31.5177,0.4491,2.6585,0.363028,0.005208,0.005366,0.009157,0.005662
559,fin,1997,distribution,30.6056,17.0119,11.3123,144.397,23.9973,10.8473,11.0619,2.5141,75.2457,275.687,56.2689,12.2077,116.634,34.0434,34.0606,303.279,6.3277,0.1237,560.377,9485.09,604.148,59.4476,25.7229,13.3521,255.516,189.518,1048.54,distribution,16.1768,4.9646,10.3799,22.9886,4.1401,8.0974,6.3813,1.2953,63.3722,245.362,48.7892,11.665,114.022,23.0729,25.6319,254.368,3.3961,0.0006,21.3657,539.576,266.205,10.1367,1.5764,5.1762,128.809,11.0965,6.2337,0.534767,0.020381,0.030935,0.060949,0.026092
560,fin,1997,transport,10.29,11.6946,16.4133,260.712,56.3052,16.4868,14.9819,4.2307,166.818,468.848,95.844,30.3598,140.747,42.479,29.5133,280.045,9.6394,0.1155,146.681,583.714,4289.43,23.6231,8.9028,4.6282,53.579,32.5385,357.329,transport,5.4388,3.4128,15.0605,41.5065,9.714,12.3072,8.6427,2.1797,140.495,417.275,83.1036,29.0101,137.595,28.7902,22.2099,234.881,5.1735,0.0005,5.5926,33.2056,1890.05,4.0281,0.5456,1.7942,27.0098,1.9052,2.1244,0.509764,0.07416,0.107301,0.103968,0.086474
561,fin,1997,communcation,6.3304,2.5415,3.7138,42.1382,8.2813,3.9735,5.9394,1.1482,18.9029,176.91,16.4868,3.9467,14.8308,10.9748,9.5404,101.788,3.0825,0.0678,33.8597,317.711,56.5529,778.692,19.1456,9.8621,153.167,54.5174,370.84,communcation,3.346,0.7417,3.4077,6.7086,1.4287,2.9662,3.4263,0.5916,15.9201,157.45,14.2953,3.7713,14.4987,7.4382,7.1796,85.3724,1.6544,0.0003,1.291,18.0735,24.9189,132.779,1.1733,3.8232,77.2134,3.192,2.2047,0.686244,0.004034,0.007857,0.019553,0.005548
562,fin,1997,finance,18.2606,18.6298,11.2019,86.0255,14.7118,8.5577,7.5297,1.8065,57.4352,188.943,38.1954,7.702,44.5025,18.4171,14.693,174.57,5.4452,0.2775,71.5086,372.324,160.899,19.8326,703.18,25.7054,101.444,38.233,673.95,finance,9.6518,5.4367,10.2786,13.6956,2.5381,6.3882,4.3437,0.9307,48.3721,168.16,33.1182,7.3596,43.5058,12.4822,11.0571,146.416,2.9225,0.0013,2.7264,21.1803,70.8969,3.3818,43.0929,9.9651,51.139,2.2386,4.0067,0.669189,0.001305,0.002478,0.024168,0.001815
563,fin,1997,insurance,4.7918,4.7773,2.8779,22.5104,3.784,2.2386,1.9601,0.4581,15.0845,49.3846,10.0996,2.0248,11.6911,4.8252,3.9585,46.0507,1.4159,0.0722,18.7115,97.1663,43.2168,5.187,13.5182,340.887,26.7694,10.1297,174.088,insurance,2.5327,1.3942,2.6407,3.5838,0.6528,1.6711,1.1308,0.236,12.7042,43.9524,8.7571,1.9347,11.4293,3.2703,2.9789,38.6239,0.7599,0.0003,0.7134,5.5275,19.0426,0.8845,0.8284,132.151,13.4948,0.5931,1.035,0.670762,0.00424,0.008071,0.010272,0.005903
564,fin,1997,obsict,11.4795,13.3944,16.8552,186.618,44.8909,21.9173,37.9389,4.6339,92.4063,342.295,81.8321,17.7644,90.5029,88.8991,76.9862,633.574,14.0858,0.2499,145.934,814.344,187.238,38.1548,58.1542,30.3176,2454.67,60.8444,1623.32,obsict,6.0676,3.9089,15.4659,29.7104,7.7448,16.361,21.8861,2.3875,77.8249,304.643,70.9543,16.9747,88.476,60.2514,57.9352,531.395,7.5599,0.0012,5.5641,46.3254,82.5023,6.506,3.5639,11.7531,1237.43,3.5625,9.6509,0.491687,0.04987,0.069597,0.089615,0.061844
