,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
59,aus,1997,textiles,6.8061,7.4254,2.3019,24.6438,10.0614,1091.9,393.369,9.6715,12.7185,3.5115,14.5355,0.4011,7.6445,2.1464,13.1948,7.8547,3.8912,0.1226,62.2217,70.3879,12.8771,2.3466,0.9718,0.5611,4.906,34.365,87.9106,textiles,5.12,6.3449,1.7268,7.3979,1.4199,607.701,34.3945,4.6139,2.1885,0.8536,7.0831,0.438,8.3712,1.1063,3.2804,3.6003,2.658,0.0028,0.1052,2.4216,5.0674,0.4698,0.1317,0.1131,1.2261,3.0569,1.4526,0.319306,0.022017,0.016112,0.011673,0.019755
60,aus,1997,clothing,0.6478,1.2915,0.7054,2.7048,1.0058,0.3442,1051.5,1.3569,1.6949,0.4304,0.847,0.0494,1.1088,0.9243,2.0242,2.1568,0.1863,0.0346,7.062,9.4345,2.4,0.515,0.2264,0.0536,2.7165,20.4502,51.0677,clothing,0.4873,1.1036,0.5291,0.812,0.1419,0.1916,91.9389,0.6473,0.2916,0.1046,0.4127,0.054,1.2142,0.4764,0.5032,0.9886,0.1272,0.0008,0.0119,0.3246,0.9445,0.1031,0.0307,0.0108,0.6789,1.8191,0.8438,0.343905,0.003705,0.00292,0.001717,0.003151
61,aus,1997,leather,0.1801,0.32,0.1477,0.557,0.1741,0.5293,2.8476,246.661,1.7456,0.1233,0.2459,0.0173,0.4289,0.0594,0.5191,0.3515,0.338,0.0078,1.8553,5.4098,0.7516,0.2086,0.0302,0.0078,0.2878,1.0592,9.0164,leather,0.1355,0.2734,0.1108,0.1672,0.0246,0.2946,0.249,117.673,0.3004,0.03,0.1198,0.0189,0.4697,0.0306,0.1291,0.1611,0.2309,0.0002,0.0031,0.1861,0.2958,0.0418,0.0041,0.0016,0.0719,0.0942,0.149,0.241664,0.00566,0.003135,0.001987,0.004783
62,aus,1997,lumber,7.5724,7.6848,3.6788,15.6211,8.1,3.5071,1.8819,1.6235,1666.93,2.1336,6.8212,1.0545,8.081,5.7818,64.6735,16.5349,3.9331,0.5436,738.341,98.9915,29.1979,7.0658,0.7178,0.1587,4.3192,50.9206,270.345,lumber,5.6965,6.5666,2.7596,4.6894,1.1431,1.9519,0.1645,0.7745,286.834,0.5186,3.3239,1.1514,8.8492,2.9801,16.0785,7.5789,2.6867,0.0123,1.2478,3.4057,11.49,1.4146,0.0973,0.032,1.0794,4.5295,4.4672,0.34109,0.009618,0.007519,0.006252,0.009228
63,aus,1997,paperpub,79.4958,42.9939,27.4799,424.111,231.736,40.7066,44.1635,19.0207,50.3748,1350.28,115.008,6.2434,54.3831,12.4916,129.965,105.003,12.3903,1.758,382.886,1607.45,145.298,35.2348,36.1043,8.049,133.145,360.428,1259.51,paperpub,59.8024,36.7377,20.6136,127.316,32.7035,22.6554,3.8615,9.0741,8.6682,328.23,56.0428,6.8173,59.5533,6.4384,32.3108,48.1293,8.4638,0.0397,0.6471,55.3033,57.1781,7.0541,4.8923,1.6222,33.2751,32.0611,20.812,0.443397,0.008863,0.009007,0.017702,0.008489
64,aus,1997,chemicals,237.251,78.5385,56.762,520.302,166.242,58.6778,30.2456,29.2909,106.389,45.8411,2222.88,6.0657,111.983,15.1284,210.438,185.801,27.2872,4.3674,473.854,368.33,121.911,27.0825,5.1892,1.2455,35.1573,187.274,801.647,chemicals,178.477,67.11,42.5792,156.191,23.4608,32.6573,2.6445,13.9736,18.3068,11.1432,1083.2,6.6232,122.63,7.7975,52.317,85.1638,18.6397,0.0985,0.8008,12.6721,47.9747,5.422,0.7032,0.251,8.7864,16.6585,13.2464,0.314661,0.038183,0.027536,0.033257,0.033208
65,aus,1997,nonmetmin,11.4573,28.1203,16.9194,62.9013,101.975,2.4683,1.4954,1.0567,33.7124,2.5617,21.6419,181.486,51.8272,7.2593,43.5065,26.3436,4.1304,2.1716,1792.21,116.989,17.4921,2.3264,1.0747,0.2357,6.8549,38.8237,292.023,nonmetmin,8.619,24.0283,12.6919,18.8826,14.3912,1.3737,0.1308,0.5041,5.801,0.6227,10.546,198.168,56.7544,3.7416,10.8162,12.0749,2.8215,0.049,3.0289,4.0249,6.8835,0.4658,0.1456,0.0475,1.7132,3.4535,4.8254,0.379073,0.006354,0.005521,0.006663,0.006439
66,aus,1997,metals,16.9162,41.3513,25.2672,70.8364,60.7796,7.8179,4.2933,2.2289,87.5151,12.2177,51.5102,3.8496,2996.44,85.681,392.606,430.084,43.1689,1.4404,554.975,165.591,61.2462,14.9478,1.7066,0.3952,10.3034,46.2126,297.673,metals,12.7256,35.3341,18.9538,21.2647,8.5775,4.3511,0.3754,1.0633,15.059,2.9699,25.1007,4.2034,3281.31,44.1615,97.606,197.133,29.4884,0.0325,0.9379,5.6971,24.1017,2.9926,0.2313,0.0797,2.575,4.1107,4.9187,0.259787,0.133701,0.079606,0.063012,0.133762
67,aus,1997,fabmetals,30.7801,58.7648,32.711,198.78,263.414,11.4336,6.1511,5.1474,62.151,11.4244,58.3657,5.0326,53.4788,468.007,280.641,151.865,17.1548,5.0829,1315.0,229.01,160.943,31.2351,2.9616,0.6724,16.2428,78.5161,573.43,fabmetals,23.155,50.2137,24.5377,59.6725,37.1741,6.3634,0.5378,2.4556,10.6945,2.7771,28.4414,5.4952,58.563,241.219,69.7702,69.6087,11.7183,0.1147,2.2224,7.8789,63.3348,6.2534,0.4013,0.1355,4.0593,6.9842,9.4753,0.359794,0.00791,0.006522,0.013163,0.007671
68,aus,1997,transpequip,19.2916,20.105,15.308,44.6978,10.851,4.3688,3.2953,1.3653,8.4181,3.6004,7.6963,1.0762,17.5962,1.8539,4126.11,26.0095,4.7895,0.2586,68.5155,489.583,237.325,13.7572,2.0039,0.4658,8.7422,31.5547,397.106,transpequip,14.5125,17.1794,11.4831,13.418,1.5313,2.4315,0.2881,0.6513,1.4485,0.8752,3.7504,1.1752,19.2691,0.9555,1025.8,11.9217,3.2716,0.0058,0.1158,16.8438,93.3925,2.7542,0.2715,0.0939,2.1848,2.8069,6.5618,0.323806,0.038854,0.028834,0.020565,0.033858
69,aus,1997,machinery,32.4808,68.1851,64.4102,63.4022,18.2615,5.9114,4.4115,1.6068,14.3128,17.2802,14.7336,1.5904,46.4438,6.1434,94.976,4411.91,8.9905,1.1499,821.646,260.589,50.3732,67.3996,4.8403,1.1306,28.7678,145.873,419.508,machinery,24.4344,58.2632,48.3164,19.033,2.5771,3.29,0.3857,0.7665,2.4629,4.2005,7.1796,1.7366,50.8592,3.1664,23.612,2022.24,6.1413,0.0259,1.3886,8.9654,19.823,13.4936,0.6559,0.2278,7.1896,12.9759,6.9319,0.394898,0.065429,0.059218,0.038514,0.056605
