,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
2587,idn,2001,finance,63.4856,34.2618,128.059,251.299,74.7426,86.2497,132.705,74.4796,143.574,80.2794,97.4379,15.4945,46.3051,8.5029,45.2289,146.471,44.0835,2.4599,255.461,188.505,60.5354,13.5308,854.637,51.1818,44.0864,101.432,499.08,finance,18.4539,23.2742,85.108,53.0427,3.1268,70.5717,111.67,71.7424,141.669,75.4697,67.0088,15.6936,48.7278,7.3068,7.736,143.168,27.6252,0.0694,2.8701,9.8362,21.2685,1.0738,181.624,8.6405,21.3446,8.1194,4.2663,0.657827,0.003566,0.005974,0.023613,0.004167
2614,ind,2001,finance,1160.51,91.6784,226.149,1111.53,276.764,903.554,225.356,139.293,17.4196,110.499,528.097,40.7912,145.58,317.618,943.074,1473.32,499.393,9.5311,2197.56,2237.49,1623.9,58.7574,4840.97,10.6691,655.605,551.969,422.032,finance,38.9884,13.5763,37.2107,100.622,3.9347,306.692,205.326,84.2766,12.6192,13.287,251.412,50.8363,123.57,86.0833,87.2451,225.536,314.258,0.0123,0.754,124.674,266.497,0.8468,53.4543,5.6037,349.146,12.5702,4.1108,0.845593,0.000932,0.002066,0.052637,0.0011
2641,irl,2001,finance,27.7956,12.4134,2.8112,158.566,36.9995,6.3287,3.1828,2.0073,2.762,10.0563,730.677,27.4864,9.3812,14.0277,70.8523,308.718,23.6147,0.5877,176.524,202.785,45.1911,33.1401,833.377,38.8146,356.449,69.4056,317.135,finance,17.9571,8.9475,0.7408,101.001,19.3108,5.2403,1.9384,1.5709,2.3719,6.349,729.617,26.0422,9.2978,8.1298,9.3298,291.052,16.9129,0.0734,0.4841,22.596,32.6273,20.0169,667.685,35.0563,314.228,19.4732,9.9023,0.602244,0.011871,0.018751,0.046084,0.015585
2668,irn,2001,finance,20.3942,2.9534,86.6883,48.1904,0.4811,5.4392,9.8631,3.2834,1.039,0.5707,4.045,1.7173,2.6395,0.6005,8.7289,4.613,14.0904,0.563,216.406,61.8715,36.5444,1.3644,118.952,8.4277,2.3506,6.168,89.1394,finance,3.848,1.0212,64.7333,1.2252,0.0274,3.0051,0.3735,0.6122,0.0889,0.057,2.5642,1.2599,2.6452,0.1901,0.3075,0.7113,0.359,0.0035,0.0378,0.6454,5.7744,0.0359,18.7818,2.7151,1.7822,0.0954,0.7506,0.675313,0.001051,0.001145,0.005152,0.001035
2695,ita,2001,finance,306.473,59.3787,-232.055,956.341,164.058,208.736,482.166,302.869,382.447,197.178,722.498,194.222,191.393,379.529,594.457,1830.39,550.473,35.0439,2086.19,4176.63,1221.97,218.156,-1060.01,811.203,4140.22,1108.79,1761.81,finance,85.8375,10.752,30.2662,151.668,64.4981,190.286,169.038,212.591,187.938,88.4296,438.665,160.844,164.777,159.504,331.048,1193.92,201.954,0.9362,30.8252,227.64,342.409,27.827,207.208,279.438,431.583,101.002,10.31,0.56327,0.001193,0.001897,0.027478,0.001636
2722,jpn,2001,finance,1055.22,161.883,-71.9372,4954.94,1220.53,708.094,1562.08,194.442,-8.222,305.797,1925.24,257.535,522.666,250.978,5904.59,12772.8,1193.02,188.692,16751.9,31860.1,7910.94,877.579,4673.91,841.445,4427.39,4073.32,32647.8,finance,49.266,10.2842,40.4149,49.9833,20.9762,418.43,21.5471,9.982,17.5366,93.4768,1418.58,315.049,761.778,230.371,3216.59,6287.2,308.452,0.3117,125.882,390.456,1926.53,21.3938,1304.64,4.0601,657.25,29.1666,42.8626,0.683806,0.003554,0.007063,0.042257,0.003884
2749,kor,2001,finance,248.468,44.0498,203.152,462.488,71.5207,412.139,179.258,82.0583,35.6134,136.846,681.323,72.7642,208.072,103.926,1359.29,2461.75,102.597,54.419,1502.16,1179.85,656.172,216.997,5513.67,742.255,315.043,482.368,4074.61,finance,14.1151,5.1018,86.2114,35.6359,8.2108,392.145,87.0328,57.6504,8.8995,79.9764,604.545,72.1261,210.04,88.2422,965.745,1840.78,71.4992,1.0745,2.8807,47.7896,439.145,14.9868,425.0,26.4167,163.314,33.9624,89.8283,0.692375,0.002773,0.00646,0.049099,0.004212
2776,lka,2001,finance,0.0318,0.0063,0.0026,0.016,0.0003,0.0236,0.0457,0.0023,0.0003,0.0012,0.0066,0.0026,0.0002,0.0005,0.0012,0.0031,0.0062,0.0002,0.0192,0.0536,0.0216,0.0016,40.203,0.009,0.0041,0.0028,0.0201,finance,0.0075,0.0006,0.0001,0.0014,0.0001,0.0151,0.0449,0.0019,0.0002,0.0003,0.0045,0.001,0.0001,0.0002,0.0007,0.0026,0.0062,0.0,0.0004,0.002,0.0074,0.0005,2.5549,0.0074,0.0034,0.0001,0.0003,0.845122,0.000458,0.000681,0.000613,0.0006
2803,ltu,2001,finance,9.2778,2.7102,60.7525,19.6802,12.4012,3.4633,5.5115,2.8449,9.5562,1.5023,7.2495,1.0353,3.0232,3.3514,7.039,15.2211,1.3469,1.0038,17.23,115.465,21.3335,6.8913,3.5023,1.414,9.7481,5.8474,19.4371,finance,2.6076,2.1849,41.0019,7.0755,1.3182,3.3291,4.9292,1.5381,9.5966,1.222,6.3401,1.3948,3.52,3.0879,4.8269,10.4213,0.6462,0.0389,0.2183,5.1944,17.9743,2.1273,5.8243,0.2693,3.3429,0.9327,0.5324,0.679087,0.001318,0.002861,0.040698,0.001999
2830,lux,2001,finance,0.4116,0.293,0.0379,4.2595,0.4476,0.9567,0.1869,0.0572,0.5859,0.3988,2.4894,0.7198,2.3618,0.8833,0.8202,5.244,0.2931,0.0288,6.0556,5.3172,2.8072,0.1909,282.177,29.2874,2.5007,3.7604,17.9361,finance,0.1258,0.2066,0.0071,1.0421,0.3254,0.8496,0.1575,0.0489,0.2887,0.2935,2.3099,0.6382,2.3093,0.5247,0.5215,4.4372,0.2201,0.0014,0.1552,0.5415,2.0098,0.1061,190.299,10.6196,1.3821,0.5432,0.5574,0.252581,0.046971,0.032564,0.037858,0.055297
2857,lva,2001,finance,3.698,5.1009,34.6214,11.5227,4.4182,2.0444,1.9466,0.8309,18.8538,1.3243,4.5898,1.5245,3.1619,1.0525,3.4829,7.6802,0.9492,0.6804,13.6475,72.5472,22.9787,6.1532,29.5156,1.0078,8.7668,4.3772,19.816,finance,0.9791,4.4825,1.758,2.6328,1.1503,1.8649,1.6093,0.2959,20.041,0.8182,4.1125,1.5134,3.1719,0.6577,1.5004,4.2291,0.6015,0.0166,0.1639,3.8839,18.6089,1.7596,22.0197,0.4606,3.1114,0.252,0.3684,0.702823,0.007525,0.014468,0.043459,0.010806
2884,mar,2001,finance,21.4026,4.2781,0.0926,28.814,0.5466,2.7035,6.6658,0.0784,0.6569,2.8396,10.5374,2.7818,2.8506,2.4554,3.2406,22.8546,1.2495,0.0004,41.3526,13.5447,13.3783,1.5432,12.1579,0.8113,6.0953,1.8244,37.9691,finance,2.7934,2.8123,0.0213,7.1627,0.0725,2.5607,5.0564,0.0369,0.2647,0.9,6.9282,1.4916,2.5762,0.5444,0.7913,16.4631,0.3687,0.0,0.165,1.1872,8.739,1.1092,4.1245,0.5085,3.4692,0.2511,3.3233,0.443293,0.000733,0.00086,0.00871,0.000855
2911,mdg,2001,finance,24.6389,32.2698,2.6978,34.4897,21.9893,11.2836,9.6013,1.74,1.3796,2.528,6.0274,0.0346,0.0103,1.3515,0.0052,0.0199,5.6949,0.0091,47.447,0.0586,25.0886,6.0935,111.419,2.4822,2.8509,0.2394,27.2452,finance,4.9314,0.5812,1.9849,6.7575,0.0168,9.4733,9.6,0.3332,0.7999,0.0398,1.2483,0.0346,0.0103,0.1117,0.0051,0.0198,2.0721,0.0001,0.219,0.0416,1.4995,0.1103,0.5978,0.106,0.4836,0.005,0.7242,0.707553,0.000776,0.001445,0.056456,0.001006
2938,mex,2001,finance,40.0391,24.914,65.0581,366.936,130.024,106.158,166.795,35.9498,64.1916,36.239,125.894,57.6719,26.0034,42.9527,443.022,585.451,37.453,6.0864,629.086,1322.44,438.465,123.078,3493.71,280.901,137.865,406.053,223.594,finance,11.3478,3.3126,51.5673,12.0535,15.6262,43.6481,67.4822,3.5988,29.4761,8.3748,42.0847,22.3486,21.8265,23.3458,279.502,521.622,11.7824,0.0357,4.3406,14.0899,47.5719,9.2963,432.717,57.4602,18.8283,10.6794,1.3896,0.654895,0.003485,0.00535,0.014462,0.004513
2965,mlt,2001,finance,1.4063,0.3861,2.2591,2.1206,1.27,0.2812,3.4401,0.542,0.0741,0.8865,2.7042,0.2821,0.4085,0.2403,1.1052,8.1386,2.9623,1.4189,0.7879,1.6673,2.0755,0.429,21.9187,0.3516,2.8776,0.6514,3.3044,finance,0.0963,0.1224,0.0001,0.9575,0.2351,0.2629,3.4617,0.521,0.0713,0.7035,2.6986,0.1849,0.4259,0.2039,1.033,9.382,2.0443,0.3016,0.0066,0.4248,1.999,0.2244,6.2557,0.318,1.3075,0.2554,0.2519,0.845484,0.002279,0.00428,0.02054,0.003946
2992,moz,2001,finance,6.6022,5.0902,32.4858,20.1732,2.1089,0.4308,0.5954,0.042,1.5701,0.0923,1.1514,0.2963,27.1297,0.0983,0.2124,0.7113,0.8128,0.8076,47.1331,26.6956,9.6839,2.0394,20.3196,0.1498,18.8812,0.5895,12.0515,finance,0.7782,1.1449,30.5672,6.6268,0.0459,0.1287,0.1038,0.0231,0.2282,0.0093,0.3464,0.1559,27.1292,0.0878,0.1574,0.5059,0.0739,0.0291,0.0925,0.8641,4.8634,0.6897,1.111,0.0186,9.6895,0.0351,0.0934,0.834581,0.00096,0.002187,0.089874,0.001241
3019,mus,2001,finance,0.2311,0.0087,0.4217,1.4627,0.0141,0.0116,0.3864,0.0013,0.0032,0.0509,0.0066,0.0135,0.0077,0.0084,0.0046,0.013,0.0571,0.0565,15.2044,1.6473,11.1295,1.1045,73.4891,6.4076,0.3869,0.1701,1.047,finance,0.0612,0.0015,0.321,1.0368,0.0041,0.0112,0.3482,0.0003,0.0032,0.0199,0.002,0.0112,0.003,0.0039,0.0007,0.0087,0.0411,0.0082,0.1508,1.4964,8.3791,0.2393,41.1401,2.0953,0.1549,0.0964,0.1127,0.551575,0.021175,0.026787,0.028714,0.027533
3046,mwi,2001,finance,24.5586,0.3978,0.6291,6.1718,5.6931,0.4535,1.7981,0.0618,0.1825,0.725,2.3543,0.2231,0.0358,0.2983,0.1234,0.1411,0.9154,0.1211,0.7431,14.2404,1.8682,0.5274,6.8799,0.2006,1.9123,0.2675,1.2586,finance,15.2635,0.0142,0.4923,2.0067,0.0905,0.2475,1.2735,0.0122,0.0459,0.0727,0.2286,0.0111,0.0322,0.0193,0.1068,0.0658,0.0711,0.0028,0.0409,0.5888,0.9017,0.0736,2.5073,0.1549,0.8998,0.025,0.0313,0.732004,0.004629,0.006913,0.046654,0.005172
3073,mys,2001,finance,33.2685,11.9813,93.7113,189.666,19.04,32.2415,19.6888,1.673,120.229,16.3784,189.419,18.323,30.897,18.6783,33.0627,920.312,62.1515,2.4719,91.4716,159.71,183.313,5.4588,175.619,23.552,114.697,11.1846,46.6576,finance,20.4059,8.6586,69.2943,174.61,8.1343,30.1622,19.5237,1.5856,120.065,13.4781,176.693,18.1236,30.8691,18.0894,17.2386,909.257,35.7883,1.0689,6.2768,112.797,174.943,3.9459,99.5864,15.6708,111.851,6.0955,2.6419,0.446563,0.001411,0.001815,0.030876,0.00197
3100,nga,2001,finance,4.6203,1.4118,234.517,12.8673,1.9254,32.0055,27.3484,1.1275,0.736,46.6935,6.7971,0.0502,28.6009,19.3565,0.9503,0.1269,0.2416,0.7861,4.3675,19.9418,10.5382,2.1884,30.2665,0.8513,103.348,1.5062,14.2503,finance,0.1814,0.3839,218.411,3.4869,0.3568,3.095,0.1756,0.9283,0.1632,0.3409,0.2767,0.0311,1.3637,0.1009,0.0834,0.089,0.1107,0.0303,0.0175,0.6875,2.1617,0.1088,4.3094,0.1535,59.7794,0.0104,0.0109,0.8827,0.00029,0.000362,0.021467,0.000328
3127,nld,2001,finance,191.55,13.6238,-63.4423,436.747,112.799,32.207,7.0116,5.851,9.9155,138.893,330.801,24.9898,78.8559,98.363,159.907,398.362,133.934,13.5106,839.973,1317.75,431.757,184.187,1696.81,2351.33,4670.34,442.745,1602.4,finance,170.689,9.6969,91.659,305.52,75.849,20.8346,3.7816,2.6801,5.5383,76.4511,306.438,21.6901,77.5032,72.2919,124.702,315.162,55.6144,0.4365,55.4521,61.0482,306.56,40.7958,414.223,135.036,2019.55,45.5528,26.6151,0.678473,0.003361,0.007903,0.050119,0.005274
3154,nzl,2001,finance,76.5025,14.3837,25.91,204.406,16.2051,4.4888,4.8162,4.0028,15.3781,13.6867,30.2732,1.308,17.0668,4.2332,7.9604,24.6093,9.3625,0.0236,56.7394,173.723,44.1048,6.2487,383.374,21.4594,73.7751,44.4151,460.172,finance,64.4683,13.6684,4.1499,157.651,4.5439,2.5008,1.6725,3.8151,14.9214,9.1473,24.4453,0.9646,17.0252,2.8048,2.0956,14.0143,4.0276,0.0001,0.2621,13.3021,31.8181,1.5076,46.1898,2.4916,16.0952,10.3031,9.6872,0.642899,0.003432,0.006497,0.03163,0.004058
3181,pak,2001,finance,73.8994,6.8537,8.2994,74.6383,22.56,304.463,122.811,19.4717,3.4571,0.2457,18.1919,8.5428,1.6866,2.426,21.6372,31.0921,22.5037,1.4837,52.4002,34.1247,237.03,49.4721,19.8482,55.4307,15.94,332.489,406.711,finance,3.3757,0.5893,0.2939,10.193,0.0375,230.742,108.659,13.3798,1.7022,0.2217,4.9177,0.6193,0.4011,2.4303,3.8961,6.3144,14.668,0.0013,0.0228,1.2574,40.2035,13.3646,8.0608,1.9314,2.8577,1.1014,6.6538,0.376509,0.000923,0.001127,0.050167,0.001044
3208,per,2001,finance,32.6278,38.6356,5.8456,91.4693,7.8829,20.7028,21.5119,8.3832,10.9886,4.1624,17.0418,2.459,41.4107,5.7847,5.4918,8.6629,6.959,0.2116,154.962,243.534,157.535,6.895,254.769,15.5258,12.9554,23.2906,54.0529,finance,4.8244,20.5253,2.327,19.4827,0.095,5.3903,2.6484,0.2936,0.6938,0.4247,3.5443,0.8124,42.0425,0.5141,0.0996,0.6173,1.2005,0.0027,0.0629,3.2149,26.2732,0.8295,6.6766,3.4932,2.2799,0.7564,1.1825,0.722864,0.000998,0.001519,0.02076,0.00109
3235,phl,2001,finance,16.4386,7.9573,18.3628,65.8778,13.9207,3.4321,8.4575,3.8913,8.9526,1.2541,5.0431,1.9568,7.5256,0.0504,15.104,108.73,5.1898,4.6084,54.7556,180.647,47.2396,3.7623,260.544,7.5894,17.9599,45.4085,403.86,finance,2.2802,1.2373,1.4758,6.6875,0.4313,3.7148,8.5838,4.8723,9.4504,0.8295,3.7264,2.0268,12.0134,2.0524,9.556,122.795,3.684,0.1873,0.5068,7.3405,20.3741,2.0485,30.6515,1.003,7.8931,4.2878,3.1637,0.740338,0.001038,0.00401,0.019171,0.002449
3262,pol,2001,finance,28.1665,1.7791,30.5081,177.429,110.445,23.1269,55.3297,34.1199,37.4003,38.0581,44.403,15.6771,13.9259,31.9846,77.4728,165.065,46.9066,0.5257,106.006,182.691,57.3938,13.2407,348.67,10.4654,36.3799,28.9781,129.871,finance,3.3749,0.7124,9.8355,21.6026,2.7077,12.7229,33.5179,11.3952,34.9354,17.1711,24.6316,10.8654,14.2421,22.925,40.3454,78.3381,7.8367,0.0245,2.7195,6.0885,28.7765,2.0792,69.031,2.3547,5.1041,2.9619,1.8681,0.372778,0.00301,0.003178,0.01465,0.003478
3289,prt,2001,finance,386.049,152.675,-139.933,1779.6,520.823,575.934,447.153,329.022,332.849,182.085,410.227,116.336,67.178,156.625,531.717,980.649,378.19,15.3573,2152.67,1688.54,720.233,117.003,-1368.52,-1.1194,1633.79,17.942,1409.56,finance,57.6243,90.2399,91.312,162.502,175.868,382.358,252.833,249.865,229.898,135.185,230.676,93.1677,60.4718,61.5031,302.116,613.122,67.6716,1.506,28.573,224.917,454.941,36.8775,161.945,7.6135,306.14,32.8344,15.4146,0.453626,0.007471,0.011184,0.200096,0.009697
3316,rou,2001,finance,40.6057,1.4818,31.698,31.9046,8.6831,5.6071,15.5663,9.6722,10.2187,1.6161,12.2285,3.6872,10.8939,3.8939,14.1312,30.7616,5.8036,0.3998,35.6121,15.8269,24.3566,4.1606,74.6692,5.1175,32.8368,2.7051,8.323,finance,3.1973,0.609,4.6828,0.8906,0.2145,4.6978,15.2171,9.6227,10.0872,0.6859,6.8215,2.8228,10.9608,2.4037,4.692,17.4859,1.4099,0.0072,0.4808,0.3231,11.4888,1.1384,36.3012,0.3114,3.5323,0.8229,0.1589,0.515368,0.003944,0.005623,0.015463,0.005034
3343,rus,2001,finance,80.3331,24.9924,261.673,168.374,16.7498,4.0518,3.9578,6.7138,17.4443,20.6752,65.3495,4.8446,177.252,11.1265,141.633,36.3634,18.8415,5.6714,259.044,61.7666,126.517,20.5378,640.949,15.6048,32.0057,92.1922,388.099,finance,4.4093,17.4079,358.953,26.195,2.2533,2.7395,2.6195,0.8333,12.2724,19.1935,63.3096,6.0091,185.051,11.2102,32.6666,34.7887,8.4425,0.1012,0.6854,1.7354,60.2583,3.3965,63.0372,1.6166,10.5042,3.9086,5.145,0.479405,0.001097,0.001583,0.010005,0.000961
3370,sgp,2001,finance,4.5679,1.6504,6.1894,11.5558,5.5639,7.9393,5.3587,1.4583,1.3082,10.2735,67.7662,3.4536,7.3975,4.4353,12.5471,234.903,8.7511,0.129,29.0111,382.735,80.6401,2.4797,715.082,47.7001,131.066,10.1158,61.9759,finance,4.1726,1.371,4.3233,6.8385,4.6538,7.6571,4.6999,1.2271,1.2846,6.579,66.7326,3.4298,7.3652,3.41,10.7776,229.195,6.6461,0.011,0.0573,110.262,64.0572,0.2714,74.896,24.4791,112.32,2.1506,2.7313,0.271842,0.001097,0.001205,0.018927,0.002468
3397,svk,2001,finance,9.6155,1.907,6.0946,39.376,21.9133,8.9833,12.4318,9.0153,10.5016,13.3866,30.1531,9.2529,29.8346,10.345,35.5486,57.1157,4.3945,0.8602,47.7853,19.1436,25.3736,2.4852,105.748,0.7749,23.8368,5.9654,60.8602,finance,2.4756,1.3999,18.1878,6.2841,1.4822,6.6629,7.8632,6.8692,9.8205,11.8397,23.0127,9.059,30.0267,7.6259,32.6601,42.8457,1.6048,0.0503,1.0776,3.1814,21.0307,0.7139,27.9994,0.2765,7.0767,1.4635,0.9211,0.642076,0.002794,0.006803,0.036124,0.004586
3424,svn,2001,finance,5.4857,1.7617,10.5537,21.7087,13.0259,4.2273,4.9259,3.3544,12.7036,7.7991,16.6385,3.5753,12.0116,8.5887,23.7473,22.5669,3.5651,0.5799,32.4311,23.646,26.5208,2.9662,49.9292,2.3129,36.7912,12.3672,51.2461,finance,1.1111,0.4866,4.9987,4.0616,2.1114,4.0379,3.1686,2.4252,12.397,6.1297,14.4786,3.1529,9.8231,5.8584,17.0584,19.9071,1.181,0.0476,0.884,3.2574,19.3722,0.7488,9.1281,0.3618,6.8498,2.3691,1.5775,0.593195,0.001277,0.002509,0.023734,0.001921
3451,swe,2001,finance,77.4088,100.178,264.344,581.513,106.523,41.4022,24.8013,7.7015,271.339,567.481,462.066,74.4382,226.142,163.081,444.822,1162.94,116.805,5.5564,762.335,825.414,462.263,117.171,273.156,40.8432,408.753,2480.94,820.764,finance,34.3807,78.5503,125.263,89.9001,35.1208,31.1243,15.5797,6.4274,246.489,480.332,369.992,70.888,227.161,120.081,377.607,1040.53,29.9698,0.0712,24.0012,99.554,351.801,39.7236,232.544,40.0327,272.337,206.396,6.736,0.54462,0.003708,0.005778,0.07093,0.004949
3478,tha,2001,finance,116.708,32.6324,40.71,506.801,50.955,137.307,279.469,86.5149,139.543,43.3187,381.407,72.4886,29.1743,69.137,222.229,697.118,253.856,12.0275,354.623,947.432,351.019,23.1122,-213.601,20.1379,146.784,198.363,679.812,finance,70.7332,5.9583,25.1676,346.108,7.1044,122.452,126.678,54.5646,142.565,33.3472,334.419,74.8214,30.5565,49.1673,69.8175,669.075,165.724,1.1687,10.4967,116.29,216.404,4.3209,40.6186,5.9287,104.629,37.675,10.0682,0.728777,0.000611,0.001563,0.061891,0.000998
3505,tun,2001,finance,6.7809,2.6176,1.8656,8.7479,2.4118,8.0168,17.5121,5.06,2.152,1.0568,34.9083,0.9195,2.2067,0.5447,7.0646,14.4498,1.4628,0.6313,28.9933,15.8844,14.2059,0.7163,439.815,0.5458,14.1621,0.5282,10.2905,finance,0.8413,1.0042,1.1226,2.3143,0.1112,6.5238,16.8851,3.8089,0.383,0.6046,24.8111,1.0401,1.2775,0.5757,2.7863,12.203,0.7727,0.0475,0.6933,1.7629,11.1368,0.2689,23.705,0.2924,3.8446,0.1608,1.3851,0.887116,0.002816,0.007412,0.021279,0.004464
3532,tur,2001,finance,584.846,17.4644,-41.4043,262.677,28.2487,262.389,202.383,10.1927,11.0317,26.8738,132.598,32.5184,47.4313,32.0445,194.966,105.883,21.8403,0.584,228.774,1266.7,216.336,0.5799,451.665,16.2214,21.2109,10.9107,223.1,finance,94.026,5.355,1.7387,27.2431,2.2159,198.932,158.057,2.9723,8.5031,6.7403,49.8362,24.9926,47.4957,13.6613,104.65,53.7891,6.9765,0.0156,12.7976,96.5234,86.9057,0.1244,140.272,4.5308,14.9902,5.7398,4.8912,0.598944,0.004624,0.006355,0.033513,0.005074
3559,twn,2001,finance,391.922,43.0522,22.6386,694.149,124.047,562.632,155.636,90.821,108.579,90.3249,549.726,81.4811,218.347,304.727,354.283,2951.13,163.481,20.6567,744.751,1763.22,294.527,44.6948,3199.73,109.131,270.362,1218.78,1298.28,finance,34.126,4.4348,16.7043,92.7496,2.748,560.175,82.1403,78.5871,108.83,40.8335,482.079,75.8596,220.791,267.823,160.989,2491.88,127.873,0.4545,11.0429,69.4879,135.127,4.8084,490.19,8.3204,201.505,102.693,20.9323,0.697141,0.004359,0.010611,0.070475,0.006883
3586,tza,2001,finance,29.6589,1.4393,0.5334,118.757,27.0467,3.779,30.5014,2.2222,3.9922,1.7495,9.1313,2.9908,12.3387,2.7316,5.3886,1.8457,3.2216,0.036,6.7986,16.3301,6.5579,1.379,11.2458,0.6112,1.2908,0.1086,6.9622,finance,4.402,0.225,0.0,11.0172,0.5397,2.6442,2.651,0.3833,0.3432,0.2882,1.6207,0.9677,12.4275,0.1171,0.4683,0.4988,3.0496,0.0031,0.1436,1.5554,3.7273,0.5246,10.0208,0.5919,0.5055,0.0502,0.1532,0.636868,0.009135,0.012872,0.047614,0.010231
3613,uga,2001,finance,0.7177,0.1668,0.2305,0.5792,0.7155,0.0525,0.0408,0.0434,0.0014,0.0896,0.014,0.0005,0.2127,0.0238,0.0158,0.0448,0.1192,0.0117,4.7652,2.427,2.4159,0.0642,3.2298,0.0125,0.0957,0.1784,1.8148,finance,0.0935,0.0071,0.1504,0.2022,0.0165,0.0426,0.002,0.021,0.0016,0.0197,0.0127,0.0043,0.2177,0.0118,0.0127,0.0431,0.0265,0.0004,0.0013,0.0938,0.9345,0.0628,0.4108,0.001,0.0249,0.0188,0.0456,0.620226,0.000842,0.000809,0.003861,0.000741
3640,ury,2001,finance,16.757,2.8164,9.1044,55.5766,13.545,3.5581,5.4687,5.8876,1.819,2.405,11.4079,0.5598,0.5251,0.2517,2.2044,2.0949,0.3896,1.1267,22.6319,36.1983,20.7237,1.8857,65.3758,2.6757,1.9926,5.6634,133.855,finance,4.0396,1.9238,3.0584,16.2702,1.3407,1.3306,1.4538,4.6121,0.676,1.0514,4.7265,0.5242,0.5519,0.0482,1.2069,0.7066,0.3661,0.0316,0.0231,1.5071,7.8636,0.4144,28.2672,0.6519,0.3385,0.4232,1.806,0.599529,0.012625,0.016741,0.031543,0.013956
3667,usa,2001,finance,1553.9,268.668,4498.66,9148.79,2805.65,1209.93,1925.59,248.131,2230.1,2410.0,9483.8,505.726,500.709,1049.23,14763.7,18063.7,1278.81,1366.27,63902.2,58664.5,9970.54,8745.93,351682.0,21733.6,16482.8,16484.0,56923.1,finance,591.433,97.1634,369.247,646.01,100.749,299.07,106.379,36.3791,204.693,451.908,3496.3,324.039,476.796,369.888,3164.54,6652.28,363.376,11.8373,161.268,510.951,2340.05,285.019,9155.72,501.874,1926.53,645.984,849.318,0.616129,0.013887,0.018527,0.042174,0.015208
3694,ven,2001,finance,19.3593,4.9176,287.575,64.0612,37.8987,20.8034,65.3047,23.3905,19.6931,23.3928,124.654,26.5825,28.0575,24.9945,69.8941,27.5703,1.9392,2.9333,114.126,519.527,204.229,11.6021,563.943,26.5344,16.688,54.0602,83.487,finance,0.4257,2.5059,263.261,1.9241,1.2189,1.8656,0.3134,0.588,0.2066,1.2816,28.8123,19.9197,28.2065,3.02,3.6406,3.6057,0.6832,0.0097,0.0338,1.7643,12.7283,0.1394,7.0353,0.319,1.1031,0.5366,1.3352,0.726826,0.000381,0.000489,0.018138,0.000395
3721,vnm,2001,finance,2.3046,0.9259,1.7461,6.0993,1.0698,0.9843,4.4454,4.7717,2.2592,0.221,1.0353,0.4979,0.132,0.1192,0.4622,3.0835,1.5549,0.0433,28.8687,2.2155,0.5326,0.0599,104.136,0.1758,0.9852,7.406,6.6737,finance,1.0032,0.2048,1.3079,2.6326,0.0443,0.8663,4.3122,5.4178,2.2346,0.0974,0.8678,0.6176,0.1302,0.1243,0.243,1.8969,0.9873,0.0033,0.3049,0.6749,0.5632,0.069,75.9027,0.1789,0.4416,1.7513,0.1621,0.561859,0.008121,0.016137,0.014062,0.01114
3748,zaf,2001,finance,62.6391,30.3545,84.8072,190.997,42.1893,27.8746,7.4359,9.476,27.9971,38.8788,91.2556,8.9921,211.457,37.4645,77.3096,90.9454,37.3414,1.9005,101.382,465.942,122.391,2.4713,1132.73,100.724,124.86,0.0177,477.31,finance,29.3844,25.3085,60.9236,33.2206,9.3552,8.3905,5.0101,3.1273,16.9961,22.4429,53.2495,7.0763,211.474,19.4453,39.6526,58.8242,33.3041,0.0559,0.0931,21.2555,50.9834,0.2939,40.3107,55.0183,6.2669,0.0015,5.4038,0.609534,0.001373,0.002351,0.025632,0.001636
3775,zmb,2001,finance,3.1161,3.554,2.5757,12.1706,3.4034,1.5883,1.8036,0.2869,0.3252,0.0418,0.1147,0.5447,26.5297,0.153,0.3082,0.2071,1.2876,0.2413,11.0241,17.0731,13.6017,2.6334,25.1941,0.5857,2.9838,0.9862,17.6992,finance,0.5079,0.1304,2.0816,1.1957,0.0529,1.1349,0.0491,0.1234,0.0642,0.013,0.1622,0.2914,27.8302,0.0475,0.2019,0.3793,0.9767,0.0046,0.0191,0.2788,5.8328,0.184,0.6431,0.1544,0.4363,0.0544,0.0529,0.538318,0.000656,0.00145,0.037115,0.00079
