,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
292,che,1997,finance,12.8342,3.0112,29.4552,78.1223,25.9846,31.6431,20.4783,8.1844,7.4023,42.7376,259.189,22.5004,84.9557,61.607,84.8739,663.397,173.543,5.6826,299.241,1217.89,112.457,24.5736,10854.1,771.016,253.936,97.8512,2096.61,finance,1.8692,1.2126,45.3042,12.5403,4.9569,30.2264,12.0677,6.9497,7.4676,28.9932,249.74,21.8665,85.5173,55.5722,14.2797,610.747,162.175,0.2166,5.3892,59.9863,65.5336,2.4178,705.197,74.1394,98.6222,15.4247,47.4998,0.73939,0.007597,0.01274,0.032204,0.009863
319,chl,1997,finance,36.2427,44.5366,5.5331,282.913,84.7961,25.2106,110.443,10.249,40.0717,34.0375,69.0896,4.0982,84.4415,15.1878,10.9557,25.9128,4.0128,3.5054,138.979,266.894,139.498,15.7644,508.239,62.1287,11.2084,36.7258,113.631,finance,13.8738,39.3706,0.2404,64.0545,15.6628,3.3586,4.1579,0.9961,24.1266,22.0247,23.6674,2.4066,84.6038,5.3425,1.6077,7.1948,0.6576,0.0534,0.1288,18.8346,59.3094,1.264,11.9915,7.6461,3.0236,0.5373,1.0072,0.802455,0.000702,0.001328,0.026414,0.00086
346,chn,1997,finance,671.237,149.13,111.358,564.731,221.793,241.489,398.215,289.237,98.3679,15.8027,262.24,98.5432,36.4171,327.989,407.419,1807.59,350.389,7.7421,2833.43,770.398,200.07,26.9802,619.089,3.7408,135.981,79.3656,1950.98,finance,34.7191,16.0352,73.435,66.833,11.9356,244.763,261.125,233.523,61.6383,22.2426,236.898,94.3963,127.963,236.773,74.0456,964.132,263.238,0.0905,8.0855,175.756,142.183,3.463,59.5525,3.5455,12.8505,2.136,17.1293,0.486679,0.000443,0.000782,0.019461,0.000508
373,col,1997,finance,128.615,10.1277,273.808,398.067,157.021,33.5278,98.8968,26.4513,23.814,55.1287,148.551,12.7877,11.9564,13.624,37.5527,79.1779,35.5627,42.7738,418.064,199.948,193.928,71.6836,393.974,129.688,40.2007,0.0166,1302.33,finance,54.8417,0.4012,219.352,27.6198,1.4766,13.6109,19.1955,5.1449,1.17,10.8197,56.6186,8.4429,12.9607,4.5563,3.8228,14.3771,7.4183,0.4067,0.4434,9.861,75.282,0.6885,7.4279,73.6012,24.5887,0.0009,10.2359,0.605071,0.000658,0.000817,0.047358,0.00069
400,cyp,1997,finance,2.5037,0.0349,16.6516,2.7336,1.8096,1.1577,1.7996,0.3978,0.5618,0.1785,0.629,0.1043,0.3448,0.0761,2.3786,0.5793,0.3104,0.0453,1.8834,3.2973,0.8433,0.1172,112.962,0.4235,1.1213,0.2845,0.8643,finance,0.816,0.0107,16.8101,0.4666,0.3769,0.4894,1.1715,0.1433,0.0892,0.096,0.3787,0.1302,0.5073,0.1043,1.9776,0.4001,0.0293,0.0013,0.0217,0.1074,0.5606,0.0152,7.5558,0.2831,0.1882,0.0242,0.0131,0.400151,0.003694,0.005076,0.017153,0.004974
427,cze,1997,finance,9.8737,3.7486,4.9328,32.5955,15.4505,6.5164,6.0598,4.7986,11.0931,12.0688,13.2703,9.7115,11.0956,11.0165,12.0229,20.5138,4.9897,1.0285,12.6051,22.9364,41.2492,5.9268,184.225,14.3658,53.346,24.011,84.9754,finance,1.4015,2.2448,3.8773,4.6679,1.9996,5.3884,3.0415,2.9817,9.1166,6.2038,10.1204,7.1256,11.2464,6.8463,8.4831,16.1684,2.2293,0.0379,2.126,2.248,31.3872,0.9671,71.1304,7.5718,10.6618,1.908,2.3853,0.382747,0.005507,0.007372,0.014712,0.007855
454,deu,1997,finance,21.3204,9.0456,2.1593,156.414,51.4704,41.2097,56.2593,13.4578,69.9339,29.9662,160.917,27.9462,41.5983,58.5176,226.689,501.77,47.2865,0.1609,440.168,526.569,140.826,25.5682,8935.74,501.856,1130.76,169.574,1238.27,finance,7.7473,3.4446,9.6803,29.6218,4.6173,34.9496,15.3975,6.3704,15.6692,24.3506,126.979,21.7108,41.523,28.7203,135.214,359.694,13.5854,0.0,8.8239,22.2944,63.3025,2.0574,1527.36,36.1748,94.2984,4.5119,17.3406,0.345579,0.003981,0.003766,0.006235,0.004785
481,dnk,1997,finance,98.3175,35.4457,137.283,556.247,98.5212,24.8649,33.7957,8.5054,61.0972,41.263,151.915,16.8012,10.5663,48.7554,63.5886,197.387,46.7378,4.524,426.743,833.42,439.844,62.8296,389.031,43.5357,293.613,11.3648,2705.64,finance,82.6909,30.8087,125.709,375.99,16.8061,21.6111,24.7677,6.1423,54.2373,18.8192,136.158,14.4707,10.5257,30.5885,45.463,168.841,12.5704,0.1363,0.7142,27.6421,316.592,2.8617,49.8683,3.7666,178.514,4.9105,14.3816,0.627292,0.001252,0.002045,0.044582,0.001772
508,esp,1997,finance,305.345,116.735,-53.7547,1011.96,135.107,177.129,122.614,143.902,163.816,171.326,532.944,131.895,127.399,168.808,705.234,653.538,450.592,24.2982,1769.17,4562.83,965.084,121.031,2816.0,216.909,187.221,12.6827,3617.41,finance,256.615,25.7322,37.5202,209.219,52.4361,89.7767,43.6415,81.2348,53.8745,78.9278,358.223,122.707,117.394,74.6931,574.927,489.969,62.0645,1.9325,15.3501,283.135,517.777,23.7286,588.261,137.254,225.118,20.2885,88.4368,0.465856,0.006746,0.007712,0.047135,0.008673
535,est,1997,finance,1.1284,1.4042,3.0877,4.5789,1.7704,1.2599,1.698,0.7341,2.3328,0.7055,1.561,0.709,2.7344,1.1384,3.1633,4.44,0.6511,0.1582,2.5476,2.413,22.2113,1.7114,42.745,1.5924,7.338,1.7419,5.1288,finance,0.19,1.467,2.0108,1.7897,0.1712,1.1816,1.511,0.4723,2.303,0.4891,1.3604,0.6757,2.8016,1.0635,2.7722,3.6887,0.2133,0.0188,0.386,0.4406,21.0566,0.5028,11.5841,1.1134,1.8061,0.3024,0.2406,0.688132,0.004151,0.009508,0.033306,0.007184
562,fin,1997,finance,18.2606,18.6298,11.2019,86.0255,14.7118,8.5577,7.5297,1.8065,57.4352,188.943,38.1954,7.702,44.5025,18.4171,14.693,174.57,5.4452,0.2775,71.5086,372.324,160.899,19.8326,703.18,25.7054,101.444,38.233,673.95,finance,9.6518,5.4367,10.2786,13.6956,2.5381,6.3882,4.3437,0.9307,48.3721,168.16,33.1182,7.3596,43.5058,12.4822,11.0571,146.416,2.9225,0.0013,2.7264,21.1803,70.8969,3.3818,43.0929,9.9651,51.139,2.2386,4.0067,0.669189,0.001305,0.002478,0.024168,0.001815
589,fra,1997,finance,76.6621,7.5056,-28.4674,332.839,74.1051,53.3546,38.7501,13.6357,48.3687,64.7901,288.842,28.0349,64.6381,59.8885,486.136,542.04,69.7144,18.3242,816.488,405.087,202.658,7.8163,1188.3,64.454,-36.4062,254.457,12865.2,finance,33.9464,3.5951,20.5845,68.8637,37.3676,35.8478,17.485,8.1908,16.5893,27.9269,196.293,28.2079,68.8581,25.0184,256.054,303.848,19.6454,0.7369,26.1562,30.2246,115.208,0.7104,624.21,11.1705,39.3607,28.9698,55.9657,0.281123,0.004052,0.002932,0.007611,0.004572
616,gbr,1997,finance,302.049,21.7712,160.206,2966.13,924.474,326.754,273.308,86.1478,192.657,774.132,1861.51,241.313,404.507,495.679,1519.69,3517.28,847.186,89.0012,4630.31,9943.41,1723.0,391.339,10166.9,3667.52,6811.45,991.266,11772.1,finance,87.2241,15.8582,322.332,353.402,378.414,186.795,104.962,55.38,61.5075,315.983,1400.26,177.016,424.242,169.601,922.338,2636.91,397.5,1.9331,18.8404,280.413,841.086,41.7564,4044.93,771.228,2129.22,149.997,154.268,0.575399,0.017858,0.025302,0.062906,0.022039
643,grc,1997,finance,282.124,3327.42,-70.5457,1112.21,776.68,308.909,324.729,140.83,151.158,77.481,97.5545,80.4201,103.275,115.142,27.1819,306.387,241.741,20.7488,2023.08,2559.41,506.353,127.567,-888.362,3.0857,2854.57,68.4759,1687.62,finance,114.219,85.6157,73.6645,162.403,112.768,121.456,118.919,16.7638,17.1916,13.1138,29.5946,52.5465,99.1004,21.095,2.5333,74.0896,17.1838,0.7922,5.9467,362.877,177.442,5.8489,63.1022,5.8019,962.951,77.6297,11.7689,0.608688,0.004614,0.006823,0.186968,0.005385
670,hkg,1997,finance,33.3347,2.2413,0.4883,35.7587,12.7428,303.616,141.703,9.1348,14.8147,35.672,49.2271,3.7586,5.2287,14.3207,4.5054,91.9384,34.4262,0.2493,537.078,1121.66,254.439,24.1042,840.503,93.4002,78.419,51.3979,140.147,finance,0.2458,0.4019,0.0461,5.3736,3.4922,146.814,100.954,0.9641,0.8603,19.8235,25.5981,2.0836,4.8245,5.1193,0.1461,76.9817,21.4159,0.0031,3.7662,427.882,58.0039,3.1799,184.244,11.5916,20.1706,4.4948,2.6553,0.709494,0.00437,0.007951,0.028546,0.005561
697,hrv,1997,finance,0.0811,0.0084,-0.001,0.0497,0.0189,0.0062,0.0168,0.0103,0.0114,0.0146,0.0307,0.0164,0.0031,0.0084,0.007,0.0395,0.0141,0.0047,0.0867,0.0521,0.1383,0.0185,94.2151,0.0058,0.0624,0.0056,0.1595,finance,0.0038,0.0036,0.0,0.0128,0.0035,0.006,0.0163,0.0086,0.0125,0.0056,0.0219,0.0064,0.0032,0.0037,0.0136,0.0146,0.0028,0.0002,0.002,0.0155,0.1028,0.0011,14.7902,0.0017,0.0266,0.0021,0.0103,0.999645,0.002016,0.005196,0.003048,0.002988
724,hun,1997,finance,15.8042,2.1432,1.6625,36.4703,11.872,4.1528,5.628,2.8242,4.0413,2.8849,23.2638,4.049,9.3243,5.1883,21.1161,42.3994,2.7502,0.8503,40.1349,91.1035,24.73,8.2279,673.259,3.6362,32.4432,13.1368,33.8186,finance,7.6994,0.8372,2.7741,14.8571,2.7968,3.4141,4.9962,2.5549,3.4129,2.2061,16.472,3.6821,8.386,3.4906,16.3042,37.9696,1.1627,0.0761,0.6693,9.7247,11.5096,1.2691,195.83,0.6304,7.6992,2.7082,2.539,0.727344,0.011691,0.028224,0.031991,0.020069
751,idn,1997,finance,103.529,29.7508,132.241,395.012,123.734,106.22,122.945,86.9297,155.301,45.0237,125.418,8.6578,22.4703,9.1403,83.3413,84.6435,51.3611,2.4346,713.025,320.727,141.175,25.8015,853.371,165.384,27.0104,95.7643,1104.96,finance,17.3723,13.6581,110.564,48.8837,0.9983,69.4707,85.9977,81.1013,151.458,35.4815,66.4761,8.7878,25.9704,5.2255,4.4759,65.8685,20.3973,0.0232,0.3554,6.5104,65.2276,4.9744,32.5603,7.9154,1.5899,2.1941,11.2531,0.688561,0.000752,0.001202,0.020861,0.000847
778,ind,1997,finance,1190.9,64.4835,89.8852,464.484,101.229,779.545,222.416,59.6282,9.6541,70.347,284.828,72.8336,-6.8749,70.0519,385.672,706.591,443.057,14.5034,1470.58,899.996,545.527,9.3153,2128.89,2.5965,542.898,123.23,259.749,finance,36.4352,8.3677,10.2465,97.954,0.9555,226.91,142.278,38.7076,4.1152,5.035,167.295,34.8073,52.5228,40.0991,29.9086,93.6681,181.443,0.0201,1.1135,23.5861,129.838,0.1942,30.1912,1.957,188.029,1.4215,2.9756,0.778872,0.000761,0.001649,0.039315,0.00088
805,irl,1997,finance,29.7859,13.7958,2.9015,241.708,42.2015,8.4559,4.9836,2.4731,2.8865,10.5486,344.358,13.9043,8.5826,12.7151,48.1265,256.238,23.055,0.7925,115.154,206.34,51.1559,16.6138,289.847,10.0057,106.419,71.0949,291.29,finance,25.1351,9.6368,2.2849,168.719,22.3614,7.4029,3.7226,1.9456,2.3345,6.5546,340.852,11.9531,8.603,9.1994,6.3944,244.318,17.4387,0.084,0.1941,27.1746,35.3726,1.5286,38.6054,1.2807,56.2481,12.385,10.0258,0.685107,0.001045,0.002203,0.039749,0.001743
832,ita,1997,finance,317.454,70.7331,-133.63,1068.93,168.327,220.663,542.438,318.575,420.05,210.69,703.972,199.119,187.714,363.274,552.603,1815.26,570.321,37.6339,1928.2,4497.88,1728.67,226.167,249.401,1143.86,4452.97,1206.9,1664.38,finance,83.6363,14.5685,32.6344,159.228,54.5391,200.068,183.142,209.794,188.648,85.7236,385.371,166.106,163.132,158.008,284.888,1203.9,190.734,0.7051,60.1486,203.373,715.022,15.7441,1795.44,552.233,338.64,67.044,8.7394,0.551237,0.010292,0.015472,0.035887,0.013597
859,jpn,1997,finance,1078.09,162.529,257.819,5010.2,1361.82,606.522,1711.01,203.143,-14.9815,336.458,1916.25,225.939,528.375,247.294,6011.58,14922.2,1274.94,214.65,19735.4,34889.9,8357.2,1015.48,4746.32,827.702,4994.45,4680.88,29354.1,finance,13.7154,8.1838,52.521,65.3262,19.2578,339.762,45.8094,10.9671,14.8923,102.932,1381.02,300.376,786.511,248.63,3016.05,7117.82,277.013,1.8888,203.103,309.725,2290.41,49.367,1385.04,38.238,364.542,149.535,147.569,0.68166,0.003575,0.006935,0.041872,0.003872
886,kor,1997,finance,276.38,66.1592,84.9886,556.968,92.2132,682.404,302.56,143.408,13.4921,149.117,535.084,36.8328,251.992,175.273,1409.11,2069.24,241.561,6.4543,2906.98,1234.93,537.448,68.5185,2146.44,396.792,104.232,275.943,2633.49,finance,5.8187,8.3902,39.0888,45.3635,4.8889,637.021,87.904,90.8629,11.6913,59.9399,364.172,30.7841,255.152,83.6201,707.574,1421.3,85.521,0.0871,1.9894,71.7973,329.098,12.0557,164.995,35.7195,84.9479,13.5533,46.6601,0.696386,0.001335,0.002887,0.044879,0.001938
913,lka,1997,finance,0.0581,0.0129,0.0033,0.0298,0.0009,0.0329,0.0415,0.0048,0.0006,0.0027,0.014,0.0075,0.0004,0.0014,0.0021,0.0055,0.015,0.0004,0.0714,0.0671,0.0254,0.0025,58.6139,0.0095,0.0042,0.0015,0.0541,finance,0.0059,0.0009,0.0003,0.0043,0.0001,0.0184,0.0427,0.0044,0.0004,0.0005,0.0092,0.003,0.0003,0.0006,0.0007,0.0045,0.0149,0.0,0.0001,0.0024,0.0106,0.0001,4.1917,0.0022,0.0029,0.0,0.0009,0.954955,0.000906,0.001632,0.001408,0.001377
940,ltu,1997,finance,10.5176,1.4089,24.4482,11.7133,5.993,2.5578,2.9265,1.8483,5.7697,0.9283,4.865,1.1588,2.5239,1.4677,6.376,9.9504,0.605,0.5186,10.0534,66.2103,16.8764,5.2614,4.3179,1.5757,4.4512,3.2712,10.6461,finance,1.0684,1.1497,23.4207,5.0542,0.4559,2.5226,2.6449,1.1429,5.8246,0.8011,4.4245,1.3971,2.8553,1.3277,5.2144,7.3203,0.2443,0.0237,0.7091,1.3205,16.0557,2.6109,7.5753,0.9211,1.2328,0.8373,0.2475,0.674791,0.002085,0.005349,0.040561,0.003667
967,lux,1997,finance,0.5447,0.2202,0.0011,4.0318,0.2058,0.706,0.1952,0.1455,0.3644,0.284,2.4264,0.3884,0.5475,0.3943,1.0039,2.9181,1.119,0.0204,2.1066,2.9734,2.0343,0.0939,114.118,16.5872,1.4336,1.8592,8.766,finance,0.2708,0.1743,0.001,2.2174,0.1133,0.6487,0.178,0.1444,0.2019,0.231,2.3267,0.3608,0.5374,0.2584,0.9259,2.5735,1.0946,0.0007,0.0873,0.2217,1.4367,0.0428,59.6745,4.8059,0.6802,0.2064,0.2872,0.257276,0.021612,0.017272,0.023596,0.030112
994,lva,1997,finance,3.5745,3.5423,0.5876,6.0702,1.9579,1.0536,0.9829,0.5736,9.9757,0.6811,2.5779,0.3922,2.1388,0.3995,2.7064,3.2454,0.342,0.2694,3.9304,37.547,19.1781,4.773,29.1929,0.527,3.1325,1.9121,5.3473,finance,0.521,3.2633,0.0014,2.1857,0.5253,0.9919,0.8408,0.3382,10.6011,0.4536,2.3854,0.3896,2.1505,0.2969,2.0947,2.2772,0.204,0.0117,0.0986,0.4283,17.1118,2.3397,25.7073,0.2575,0.8401,0.1802,0.1228,0.698502,0.01077,0.023254,0.046817,0.017698
1021,mar,1997,finance,50.9298,5.5796,0.2577,56.2385,1.1402,3.4549,11.2074,0.5524,1.4108,8.0876,19.6672,11.8681,4.2645,9.2315,4.7536,36.8424,2.1741,0.0014,70.9077,22.0422,18.129,1.861,42.0249,2.4668,3.6193,4.5364,47.1153,finance,4.6257,3.6745,0.0277,11.4995,0.106,3.0398,7.8638,0.0727,0.301,1.7632,11.6016,2.0346,3.7765,0.5288,0.4847,18.0411,0.4915,0.0001,0.2088,1.0263,8.5303,1.0736,2.9007,1.0591,1.9417,0.1438,4.9548,0.545612,0.000548,0.000791,0.013006,0.000643
1048,mex,1997,finance,96.9079,18.4865,129.657,226.79,109.864,79.4092,106.069,30.146,57.9382,25.14,89.4667,51.1112,40.5987,31.3883,329.83,430.352,31.5036,8.3473,513.705,863.88,358.333,105.019,3189.37,440.975,53.8848,173.45,229.122,finance,17.4484,4.3269,98.9967,11.0544,10.6229,36.9008,44.3454,5.3399,28.7418,7.3034,34.0502,23.3917,37.1503,17.1831,211.892,380.694,11.8437,0.0379,0.5,7.0386,100.185,20.6304,66.3925,29.1885,6.4446,2.9843,2.8762,0.803467,0.000668,0.001256,0.014371,0.000894
1075,mlt,1997,finance,0.4383,0.315,18.7052,1.1099,0.99,0.3467,3.6478,0.5923,0.2014,0.8932,2.5494,0.438,1.1599,0.1452,0.8509,5.6977,1.9985,1.0449,1.385,1.2953,3.8118,0.3059,13.1875,0.7747,2.2906,0.4424,3.3293,finance,0.1264,0.0984,0.0446,0.318,0.1014,0.3295,3.6898,0.5793,0.2014,0.7564,2.5714,0.3432,1.2128,0.1277,0.7774,6.5716,1.4369,0.0398,0.1518,0.5416,3.843,0.1661,3.2886,0.8144,1.0831,0.1886,0.2699,0.873965,0.001431,0.00292,0.022536,0.002578
1102,moz,1997,finance,10.4936,6.9864,0.4223,30.9725,3.826,0.8273,0.9733,0.0426,1.5739,0.1601,1.8981,0.5876,0.0921,0.1918,0.1698,0.782,0.3993,1.1345,22.0301,43.6305,13.0092,1.739,38.1453,0.456,13.1423,0.869,14.1945,finance,0.764,0.6823,0.3414,6.2619,0.0182,0.3303,0.1324,0.0088,0.2238,0.0031,0.4331,0.378,0.0921,0.1858,0.1479,0.7127,0.0294,0.0101,0.2584,0.7383,4.0902,0.1777,4.3162,0.22,3.0637,0.1802,0.3211,0.843558,0.011305,0.02212,0.075973,0.014466
1129,mwi,1997,finance,34.3444,0.7761,0.4399,9.1409,12.0715,1.5308,2.1443,0.1047,0.2889,1.3959,4.5391,0.4138,0.0125,0.6015,0.0802,0.2293,1.7895,0.2472,1.6463,27.4735,3.2916,0.9243,10.8454,0.3107,2.5274,0.5213,1.802,finance,16.0305,0.007,0.3157,0.7699,0.1161,1.0876,1.0336,0.0063,0.0121,0.0642,0.092,0.0062,0.0055,0.0087,0.0364,0.0373,0.0316,0.003,0.0918,0.6535,1.3533,0.0823,2.7334,0.2203,1.1458,0.0278,0.0469,0.755295,0.005198,0.007092,0.046302,0.005467
1156,mys,1997,finance,68.9748,24.1166,98.1958,307.114,50.8208,59.7116,27.0999,2.6148,155.249,23.7763,250.849,17.622,38.3825,23.4113,75.3673,932.351,131.013,3.5125,434.15,228.3,307.531,5.9061,203.564,62.9516,52.4602,15.863,148.865,finance,15.7642,12.9263,84.4706,245.276,5.198,46.9811,25.8983,2.1423,154.642,12.3484,200.609,16.8419,38.2347,20.8033,14.8731,880.462,26.365,0.3123,0.4805,54.6885,272.949,0.6052,15.2954,6.6827,48.6492,0.8426,5.2422,0.485919,0.000264,0.000333,0.035438,0.00035
1183,nld,1997,finance,348.253,26.1709,299.82,528.068,139.876,41.6079,28.8825,9.1568,25.4544,128.594,520.756,56.5415,152.228,60.1119,106.713,714.354,43.771,39.4063,453.427,1425.37,569.106,118.111,1065.61,317.99,469.566,187.094,3130.65,finance,322.72,22.9587,275.623,348.969,115.872,37.3038,26.3436,8.1456,20.5168,80.9929,499.392,55.8955,152.208,47.5264,91.9421,672.218,22.8623,1.3963,47.0178,119.879,436.766,22.519,328.103,25.7682,261.259,26.0965,96.7065,0.671161,0.002083,0.004223,0.03377,0.003339
