,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
4079,bgd,2004,energy,111.704,70.9145,676.533,267.294,5.4619,126.38,75.7613,19.7377,27.5574,8.9778,68.5986,13.014,-56.2923,85.4583,24.6028,19.911,15.3875,0.0027,279.267,15.6533,109.84,0.4081,2.3413,0.3723,19.5741,64.2012,114.927,energy,4.1021,0.728,12.1174,11.5251,0.2532,72.2615,71.3359,16.36,0.6406,0.5909,42.6163,2.5216,5.2607,1.5914,2.8252,5.0633,1.8645,0.0,0.1061,0.156,2.8727,0.5785,0.2011,0.1295,2.9232,0.2255,10.9442,0.462856,0.001752,0.002961,0.035833,0.001843
4101,bgd,2004,obsict,2.1302,1.2726,1.2705,4.7072,0.0835,1.8526,1.4481,0.3944,0.1342,0.0288,0.1907,0.0573,-0.2007,0.3011,0.1426,0.1468,0.0803,0.0004,6.8243,0.2667,2.0258,0.0334,0.4801,0.0773,927.292,0.8853,11.1847,obsict,0.0782,0.0131,0.0228,0.203,0.0039,1.0593,1.3635,0.3269,0.0031,0.0019,0.1185,0.0111,0.0188,0.0056,0.0164,0.0373,0.0097,0.0,0.0026,0.0027,0.053,0.0474,0.0412,0.0269,138.481,0.0031,1.0651,0.677651,0.018879,0.046702,0.018995,0.025074
4106,bgr,2004,energy,53.6673,15.3519,1475.24,126.977,13.4093,26.3988,35.809,15.6469,28.3562,35.0976,252.199,32.3507,188.72,11.9662,17.7426,72.975,5.736,6.7577,100.589,113.473,300.631,28.4396,5.3742,2.6757,68.1679,25.7073,230.224,energy,15.3968,10.8922,626.644,29.9505,4.7295,25.1754,34.4591,14.2563,28.6228,23.4313,236.729,30.7063,187.469,11.6449,8.832,61.7516,3.3646,1.1898,4.1583,15.496,205.776,7.1982,1.5973,2.8077,18.8863,8.0104,7.2238,0.383205,0.089614,0.107737,0.20127,0.092341
4124,bgr,2004,transport,20.6483,6.5862,51.5063,52.4106,4.3553,8.1284,11.8088,6.6099,17.4768,3.5858,16.3494,8.5359,54.2352,5.2715,5.659,27.912,3.8623,0.6759,75.0909,95.0466,1327.47,9.4076,0.6157,0.2511,24.4191,3.4539,51.1586,transport,5.9239,4.6729,21.8786,12.3623,1.5361,7.7518,11.3637,6.0225,17.6411,2.3939,15.3465,8.102,53.8758,5.1299,2.8169,23.6192,2.2656,0.119,3.1042,12.9797,908.63,2.3811,0.183,0.2634,6.7655,1.0763,1.6052,0.408037,0.140733,0.180158,0.141054,0.172102
4128,bgr,2004,obsict,391.406,5.2856,70.4551,204.788,33.309,23.2965,44.2369,14.8315,15.4117,5.6484,23.9858,7.1905,50.9003,6.9071,9.8116,63.2717,5.8796,3.9706,145.794,270.812,129.686,33.7702,7.9925,2.4187,2173.41,36.4215,171.901,obsict,112.292,3.7502,29.9276,48.3042,11.7481,22.2169,42.5693,13.5133,15.5566,3.7709,22.5145,6.825,50.5629,6.7216,4.8841,53.5406,3.4488,0.6991,6.027,36.9825,88.768,8.5474,2.3755,2.5379,602.156,11.3489,5.3938,0.718299,0.054723,0.123318,0.150604,0.083571
4133,bhr,2004,energy,0.9762,4.196,2168.74,2.672,0.4137,1.2785,1.2989,0.0298,0.3734,2.5155,70.8927,0.7859,45.1714,1.2011,1.6241,7.6815,3.8604,14.3407,15.8916,21.6932,345.671,3.4791,4.51,6.6306,12.7649,10.2948,16.3969,energy,0.1368,4.1652,1842.88,1.1889,0.1813,1.0807,1.2201,0.0082,0.2091,1.7287,49.7897,0.2731,43.7869,1.0179,0.8244,4.447,2.73,0.345,0.8386,2.5999,263.663,2.482,0.9863,6.2821,5.9074,4.7065,2.6163,0.396956,0.322719,0.241806,0.36377,0.311586
4155,bhr,2004,obsict,0.1944,0.2026,15.6311,1.7106,0.2801,1.8395,8.0374,0.4076,0.1906,0.8728,5.2695,0.1643,8.0973,0.3376,2.7574,6.8524,4.2772,0.5828,16.3238,42.6304,11.6852,5.4143,20.6863,13.6958,326.436,17.8896,23.2871,obsict,0.0273,0.2011,13.2825,0.7612,0.1228,1.5549,7.5497,0.1127,0.1068,0.5998,3.7009,0.0571,7.8491,0.2861,1.3996,3.967,3.0248,0.014,0.8614,5.1092,8.913,3.8626,4.5241,12.976,151.069,8.1787,3.7157,0.740945,0.023203,0.032451,0.039489,0.027204
4160,blr,2004,energy,113.673,18.1009,2235.4,319.942,15.6276,49.3109,21.8547,7.1615,97.3719,15.8327,375.67,90.085,72.9917,21.9115,14.5658,175.109,8.4919,1.442,132.533,33.1769,140.868,32.4493,2.5928,1.5105,14.5513,10.8799,390.645,energy,11.5227,7.0853,1240.64,131.663,4.7291,44.2565,15.1674,5.7661,88.6247,13.1142,386.31,94.0867,76.8815,23.0522,7.7239,133.032,5.3115,0.0688,2.3353,1.9593,105.189,6.4395,0.3402,0.2777,8.6437,0.481,7.4012,0.259244,0.257494,0.283268,0.330563,0.26272
4176,blr,2004,construction,4.1786,1.8871,68.2147,14.2699,0.7334,3.1084,2.0035,0.5931,4.013,1.0126,11.9851,2.7561,2.6636,1.1785,3.3116,20.3835,0.5825,0.4047,1549.34,1.8083,14.4246,1.7426,0.0967,0.06,1.1152,0.5301,29.2209,construction,0.4236,0.7387,37.859,5.8724,0.2219,2.7898,1.3905,0.4775,3.6525,0.8387,12.3246,2.8786,2.8056,1.2399,1.7561,15.4856,0.3644,0.0193,27.2999,0.1068,10.7711,0.3458,0.0127,0.011,0.6625,0.0234,0.5536,0.370787,0.00471,0.007411,0.017868,0.005673
4177,blr,2004,distribution,16.9476,19.3108,107.808,48.0742,2.3545,10.8747,8.2062,2.8964,17.4695,4.2149,20.6856,4.3708,7.5162,5.8226,11.8374,40.0346,2.3992,0.6919,99.4508,178.202,55.1421,9.3227,0.3831,0.4351,6.5487,2.108,57.8273,distribution,1.7179,7.5589,59.8331,19.7836,0.7125,9.76,5.6952,2.3321,15.9001,3.4912,21.2714,4.565,7.9168,6.1257,6.2771,30.4147,1.5007,0.033,1.7524,10.5239,41.1757,1.8501,0.0503,0.08,3.89,0.0932,1.0956,0.466615,0.001398,0.002769,0.036221,0.00209
4178,blr,2004,transport,43.5335,17.8594,726.516,130.009,6.4609,19.0802,9.2917,3.1088,39.128,7.5408,125.34,29.3479,27.9645,10.7647,21.1055,105.323,5.7841,4.6487,179.543,17.8088,1082.53,12.0997,1.0065,0.6241,6.9312,4.2328,162.569,transport,4.4129,6.9907,403.215,53.5016,1.9551,17.1244,6.4485,2.5031,35.613,6.2461,128.89,30.6516,29.4548,11.3251,11.1918,80.0148,3.6179,0.2218,3.1636,1.0517,808.344,2.4011,0.1321,0.1147,4.1173,0.1872,3.08,0.560135,0.087257,0.207404,0.226003,0.142665
4180,blr,2004,finance,23.2073,7.4439,162.906,58.9804,2.7929,10.9925,7.521,2.6007,13.5668,3.775,30.0437,6.5923,8.3749,4.9809,22.458,55.6022,2.1313,0.7673,83.4214,12.4138,49.029,21.4141,35.3729,0.1973,5.879,6.5333,71.2808,finance,2.3524,2.9138,90.4126,24.2718,0.8451,9.8657,5.2196,2.094,12.348,3.1268,30.8945,6.8851,8.8212,5.2402,11.909,42.2416,1.3331,0.0366,1.4699,0.7331,36.6109,4.2495,4.6412,0.0363,3.4922,0.2889,1.3505,0.711166,0.000417,0.001258,0.042811,0.000728
4182,blr,2004,obsict,2.2316,2.5767,11.6885,11.1173,0.616,2.0811,2.6826,0.5727,2.0927,0.8247,2.271,0.4746,0.4716,0.2041,11.7111,16.3158,0.3931,0.0422,10.4726,1.1102,4.4461,0.7214,0.0701,0.0481,268.062,0.1931,11.5687,obsict,0.2262,1.0086,6.4871,4.575,0.1864,1.8678,1.8618,0.4611,1.9047,0.6831,2.3353,0.4957,0.4967,0.2148,6.2101,12.3953,0.2459,0.002,0.1845,0.0656,3.32,0.1432,0.0092,0.0089,159.233,0.0085,0.2192,0.593849,0.016812,0.042366,0.027957,0.026012
4187,bol,2004,energy,9.1701,5.5625,451.729,38.937,4.4012,1.5047,3.25,1.8521,4.3316,1.4549,10.4676,0.6448,14.9554,1.4149,2.257,9.8141,7.1416,1.1679,15.5282,18.1866,139.367,4.3682,2.8425,2.6064,1.9141,0.002,42.7328,energy,1.9197,5.6562,496.628,12.6921,0.4917,1.1079,1.0917,0.5759,1.9611,0.235,3.4008,0.2907,15.06,1.323,1.4488,6.6027,4.8826,0.0217,0.0254,0.3759,36.5673,0.8839,0.1287,0.8343,0.5799,0.0002,0.7111,0.385074,0.299179,0.300155,0.276001,0.301457
4205,bol,2004,transport,23.1577,7.1925,60.8338,96.7163,8.6227,2.4055,5.1358,3.0637,7.5219,1.1073,4.7475,0.5628,6.9726,0.5828,2.1115,4.922,3.7915,1.6516,11.8706,48.3546,530.431,2.2581,2.1486,2.5226,1.0687,0.0033,35.5872,transport,4.8479,7.3137,66.8802,31.526,0.9633,1.7712,1.7251,0.9527,3.4055,0.1789,1.5424,0.2538,7.0213,0.5449,1.3554,3.3114,2.5922,0.0307,0.0194,0.9993,139.175,0.4569,0.0973,0.8074,0.3238,0.0003,0.5922,0.532382,0.094445,0.131,0.129167,0.093847
4209,bol,2004,obsict,10.5138,4.6609,41.6463,27.9298,3.3962,1.1757,2.5126,1.4969,1.8986,0.5753,1.6933,0.3447,3.103,0.2076,0.5431,1.711,1.7449,1.1594,6.6203,9.6838,22.1451,34.8337,9.9307,9.2782,29.9557,0.0026,65.2961,obsict,2.201,4.7394,45.7856,9.1041,0.3794,0.8656,0.844,0.4655,0.8596,0.0929,0.5501,0.1554,3.1247,0.1941,0.3486,1.1511,1.1929,0.0215,0.0108,0.2001,5.8104,7.0484,0.4495,2.9698,9.0754,0.0002,1.0866,0.656197,0.005107,0.008732,0.045758,0.005417
4214,bra,2004,energy,1169.19,738.091,7337.15,2936.42,336.78,224.423,300.058,289.535,142.73,639.612,1587.33,243.699,1882.4,308.477,1458.38,1772.13,363.001,254.876,1429.36,1510.08,3271.01,245.661,168.245,131.047,302.947,660.679,3251.09,energy,598.263,674.119,3032.3,931.91,43.7174,89.2293,12.4176,158.652,142.391,312.853,602.714,235.368,2001.24,72.4137,702.517,533.152,21.3311,2.0187,0.7919,18.6873,609.009,6.8339,4.2408,3.3189,77.9281,14.6624,25.6896,0.395034,0.046512,0.050257,0.11166,0.043013
4222,bra,2004,chemicals,1274.28,278.456,141.498,2093.82,196.614,141.149,137.227,314.251,112.25,324.467,7294.39,48.7517,277.061,183.882,1272.01,1153.04,371.235,50.3313,1121.35,640.807,313.341,139.155,61.8376,47.9352,178.879,175.436,2203.53,chemicals,652.041,254.322,58.4783,664.5,25.5224,56.12,5.679,172.196,111.984,158.706,2769.7,47.0853,294.553,43.1655,612.74,346.895,21.815,0.3986,0.6213,7.93,58.3391,3.8711,1.5587,1.214,46.0138,3.8934,17.4119,0.292869,0.061917,0.0496,0.065771,0.05589
4225,bra,2004,fabmetals,113.837,109.577,141.997,522.375,66.9001,11.1961,15.2091,73.2019,55.5084,69.7018,201.6,17.0307,257.941,2328.75,745.703,1318.56,135.908,8.0741,724.506,182.125,101.752,31.5203,14.7745,12.7518,31.0897,44.691,520.615,fabmetals,58.2497,100.08,58.6847,165.783,8.6843,4.4515,0.6294,40.1114,55.3768,34.0932,76.5482,16.4486,274.225,546.664,359.214,396.694,7.9864,0.0639,0.4014,2.2538,18.9445,0.8769,0.3724,0.323,7.9973,0.9918,4.1138,0.448363,0.009745,0.011952,0.022891,0.010036
4227,bra,2004,machinery,52.906,88.2129,128.015,260.094,34.0107,17.1798,23.6935,38.5669,29.7606,47.9779,132.648,20.5672,98.9192,39.96,537.348,12206.0,58.7298,15.7095,346.373,181.852,125.864,78.7031,18.3022,14.5326,46.6978,88.8417,418.688,machinery,27.0716,80.5673,52.9063,82.5443,4.4149,6.8306,0.9805,21.1329,29.69,23.4674,50.3669,19.8641,105.164,9.3804,258.847,3672.21,3.4512,0.1244,0.1919,2.2504,23.4338,2.1894,0.4613,0.3681,12.0122,1.9717,3.3084,0.302238,0.09342,0.077231,0.045932,0.085188
4229,bra,2004,water,51.3828,25.6275,91.3738,197.117,26.2468,13.8903,18.0153,31.35,13.3741,32.3471,85.0571,9.0972,56.1334,23.7932,107.52,102.938,19.1291,1476.35,81.2416,185.435,95.7762,27.4064,25.6326,16.3266,34.3226,133.626,577.693,water,26.2922,23.4063,37.763,62.5577,3.4071,5.5227,0.7456,17.1784,13.3424,15.8219,32.2965,8.7862,59.6771,5.5853,51.7934,30.9691,1.1241,11.693,0.045,2.2948,17.832,0.7624,0.6461,0.4135,8.8289,2.9656,4.5648,0.423344,0.000199,0.000231,0.00456,0.000184
4230,bra,2004,construction,21.4449,13.8204,68.4863,76.9838,10.0292,5.5241,10.0135,9.1257,5.8724,16.9861,44.7547,6.5898,26.0013,7.1581,142.742,84.3636,10.6247,5.3478,25599.3,91.725,51.2077,54.3287,74.5179,71.4037,105.683,125.38,2790.51,construction,10.9732,12.6225,28.3041,24.4318,1.3019,2.1964,0.4144,5.0005,5.8584,8.3084,16.9935,6.3645,27.6428,1.6803,68.7604,25.381,0.6243,0.0424,14.1834,1.1351,9.5341,1.5114,1.8783,1.8084,27.1851,2.7825,22.0502,0.58095,0.000206,0.000327,0.003361,0.000224
4231,bra,2004,distribution,1159.59,502.933,303.627,4539.37,553.889,211.081,652.704,668.501,268.763,417.043,1223.4,131.674,473.921,228.198,2848.59,2547.29,507.3,84.3628,2653.41,46089.3,1364.8,593.232,309.632,394.699,555.133,828.734,6477.15,distribution,593.351,459.343,125.483,1440.63,71.9001,83.9245,27.0116,366.309,268.126,203.988,464.529,127.174,503.84,53.5685,1372.2,766.36,29.8106,0.6682,1.4701,570.357,254.105,16.5029,7.8046,9.9962,142.799,18.3921,51.1814,0.693234,0.006663,0.012634,0.082059,0.00756
4232,bra,2004,transport,488.972,507.641,425.183,2106.72,281.596,85.607,160.918,215.863,160.551,243.528,627.583,76.3728,498.324,171.494,1158.17,1353.63,190.3,64.3795,869.421,1745.65,12817.7,256.21,158.147,148.227,247.958,430.724,2091.59,transport,250.203,463.642,175.72,668.594,36.5539,34.0369,6.6595,118.284,160.171,119.117,238.295,73.7622,529.784,40.2575,557.903,407.244,11.1827,0.5099,0.4817,21.6025,2386.46,7.1274,3.9862,3.754,63.7831,9.5591,16.5274,0.49518,0.037832,0.051242,0.065448,0.040139
4233,bra,2004,communcation,183.808,216.061,258.479,643.582,85.5179,32.2728,58.2027,81.0222,44.6236,144.211,347.397,29.9015,249.418,74.77,672.403,1079.45,74.9666,77.9862,366.922,992.712,396.826,8342.13,521.201,516.791,1086.41,462.098,6067.56,communcation,94.0534,197.334,106.824,204.249,11.101,12.8315,2.4087,44.3966,44.5178,70.5381,131.908,28.8794,265.164,17.5519,323.904,324.757,4.4053,0.6177,0.2033,12.2849,73.8827,232.067,13.1374,13.0883,279.462,10.2553,47.9449,0.559687,0.003004,0.004598,0.026237,0.003334
4234,bra,2004,finance,384.388,311.593,225.733,1250.18,169.765,80.8067,140.234,179.554,105.187,221.94,645.651,50.5594,354.184,142.827,1113.99,1414.97,154.479,57.8096,717.116,1148.21,515.704,356.899,13071.9,569.688,314.343,175.946,7232.37,finance,196.688,284.587,93.2912,396.762,22.0371,32.1283,5.8034,98.3879,104.938,108.558,245.156,48.8311,376.544,33.5281,536.622,425.699,9.0777,0.4579,0.3973,14.2091,96.0158,9.9285,329.49,14.428,80.8596,3.9048,57.149,0.719827,0.003592,0.007073,0.037045,0.004123
4236,bra,2004,obsict,435.996,375.263,813.807,2093.98,300.123,129.255,268.53,232.646,121.372,449.543,944.632,94.0817,413.253,163.099,1657.31,1679.85,222.209,132.408,1170.05,3631.63,1218.62,1242.91,1073.15,765.42,13978.6,857.763,12044.3,obsict,223.096,342.738,336.331,664.554,38.9589,51.391,11.1129,127.48,121.084,219.885,358.68,90.8657,439.342,38.2867,798.346,505.389,13.0578,1.0487,0.6483,44.9415,226.889,34.576,27.0499,19.3851,3595.77,19.0363,95.1722,0.720937,0.040624,0.08011,0.086292,0.046255
4263,bwa,2004,obsict,1.478,23.3274,0.3458,13.3565,5.317,1.7962,1.8451,0.1167,0.1665,0.4607,2.3657,1.1212,0.0079,1.1061,4.2756,2.8663,4.054,0.8328,68.3788,38.5314,19.7046,1.5258,17.4708,4.6704,198.175,12.0162,122.348,obsict,0.1662,23.1629,0.0009,1.9529,0.2005,1.6898,1.4204,0.1063,0.0177,0.2688,1.4031,0.0504,0.0079,0.4086,4.1479,2.4577,0.8676,0.0963,0.4364,3.2784,13.6251,0.3894,1.9708,2.7827,52.1535,3.435,3.9722,0.729147,0.01578,0.014703,0.03177,0.015669
4267,can,2004,otherprim,57.7317,3404.37,64.1183,478.773,26.9705,4.8667,3.864,1.4172,2811.86,379.276,110.66,80.2119,1227.31,75.5546,332.047,224.757,101.554,0.475,1347.42,226.787,38.7192,17.8007,27.3628,11.4889,66.2946,32.6145,539.478,otherprim,45.9088,3045.95,58.7731,174.369,4.3005,3.3917,1.5766,0.592,2778.66,327.431,95.1131,69.4671,1240.18,61.7818,283.893,184.093,29.8888,0.0093,2.0441,5.7525,18.3887,2.462,1.3815,3.8302,19.3975,4.9872,6.1369,0.445307,0.018659,0.022674,0.035827,0.021767
4268,can,2004,energy,654.868,940.256,31403.1,1344.47,184.011,94.9998,45.6224,9.7253,1176.07,2239.35,3963.83,132.975,2575.92,257.62,1490.04,954.555,268.848,14.6681,2738.04,3693.23,5681.44,293.358,525.957,176.176,1200.91,599.246,5639.78,energy,520.757,841.265,28785.2,489.655,29.3407,66.2062,18.6152,4.0626,1162.18,1933.24,3406.94,115.162,2602.94,210.658,1273.95,781.853,79.1259,0.2887,4.1537,93.6788,2698.25,40.5744,26.554,58.7334,351.38,91.6322,64.1561,0.515492,0.122685,0.172583,0.193523,0.145238
4275,can,2004,paperpub,73.584,31.7356,156.502,751.629,226.29,40.1556,35.553,6.0402,134.745,9526.47,402.441,30.6504,85.7271,55.8301,418.75,359.803,99.239,3.0407,698.803,1413.81,113.856,179.358,291.057,99.3512,494.308,301.39,1923.86,paperpub,58.5147,28.3944,143.455,273.743,36.0822,27.9848,14.5066,2.5232,133.153,8224.25,345.901,26.5446,86.6262,45.6528,358.022,294.706,29.2075,0.0599,1.0601,35.8613,54.0729,24.8071,14.6946,33.1216,144.632,46.0863,21.8851,0.364608,0.056492,0.056208,0.044438,0.063235
4276,can,2004,chemicals,269.146,52.1877,188.035,600.764,120.832,103.566,23.1187,8.2717,191.182,365.021,12390.5,35.4345,144.493,81.5331,854.377,367.744,122.933,3.0854,1351.65,565.969,93.5841,42.968,66.2171,27.3288,219.885,157.808,1412.09,chemicals,214.028,46.6934,172.36,218.798,19.2668,72.176,9.4331,3.4554,188.924,315.125,10649.7,30.6879,146.009,66.6705,730.474,301.21,36.181,0.0607,2.0505,14.3558,44.4453,5.9429,3.3431,9.1109,64.3375,24.1307,16.0634,0.30656,0.085475,0.071506,0.056703,0.08335
4278,can,2004,metals,15.2081,19.274,57.4927,43.2633,21.811,3.05,1.9083,0.3883,38.8377,27.4352,60.3114,5.8635,5910.76,315.298,1205.27,814.674,58.7229,0.5636,821.121,86.9875,24.9555,9.9519,11.878,5.3245,39.5149,17.6442,189.763,metals,12.0936,17.2448,52.6998,15.7565,3.4778,2.1255,0.7786,0.1622,38.3791,23.6849,51.838,5.0781,5972.74,257.823,1030.48,667.28,17.283,0.0111,1.2457,2.2064,11.852,1.3765,0.5997,1.7751,11.5619,2.698,2.1587,0.238412,0.062773,0.04084,0.034704,0.058439
4279,can,2004,fabmetals,33.6324,38.9674,83.0492,174.05,168.536,10.3589,5.0194,0.9502,94.3762,59.3458,102.292,12.5426,282.985,3243.11,1580.05,781.61,62.493,1.9655,3013.88,227.808,56.275,22.7831,30.5237,14.3617,107.931,48.0735,599.804,fabmetals,26.7448,34.8649,76.1258,63.3891,26.8733,7.2192,2.048,0.3969,93.2617,51.2335,87.921,10.8625,285.953,2651.93,1350.91,640.198,18.3926,0.0387,4.5721,5.7784,26.7263,3.1511,1.541,4.7879,31.5801,7.351,6.8232,0.413564,0.017297,0.019521,0.023352,0.01793
4281,can,2004,machinery,43.2621,53.4945,134.603,145.509,29.7789,10.8172,8.7423,1.2405,123.255,91.9336,118.444,14.1621,145.922,61.6768,615.713,17471.1,28.9157,3.6367,1175.01,312.896,74.2618,99.8042,60.0597,26.6187,188.11,89.7107,903.611,machinery,34.4024,47.8626,123.382,52.9942,4.7483,7.5386,3.5671,0.5182,121.8,79.3668,101.803,12.265,147.453,50.4338,526.422,14310.1,8.5103,0.0716,1.7825,7.9366,35.2687,13.804,3.0322,8.8741,55.04,13.7179,10.2792,0.356818,0.10978,0.106895,0.066762,0.096832
4284,can,2004,construction,136.638,48.6207,302.848,187.616,25.0465,8.7159,6.5517,0.8606,84.0685,92.5358,116.568,16.0933,90.6591,17.63,216.244,102.99,18.9141,2.9452,44354.5,531.475,249.874,66.8963,106.923,51.7947,515.918,97.9337,3916.04,construction,108.656,43.5019,277.601,68.3297,3.9937,6.0742,2.6733,0.3595,83.0757,79.8866,100.191,13.9375,91.6099,14.4162,184.884,84.3569,5.5667,0.058,67.2866,13.4809,118.671,9.2525,5.3982,17.2673,150.955,14.9753,44.5475,0.412666,0.000477,0.000537,0.006815,0.000531
4285,can,2004,distribution,684.828,324.638,931.171,2292.45,315.529,195.41,156.704,23.9761,1425.59,1131.6,1450.58,137.191,1027.57,349.931,3022.25,2053.95,523.498,20.9523,6369.42,80889.1,987.271,435.063,849.659,331.49,1807.06,1640.5,8464.34,distribution,544.582,290.46,853.544,834.91,50.3114,136.183,63.9397,10.0157,1408.75,976.914,1246.78,118.813,1038.35,286.142,2583.96,1682.34,154.073,0.4124,9.6625,2051.76,468.878,60.1737,42.8967,110.512,528.739,250.853,96.2874,0.591358,0.009651,0.015575,0.067258,0.012524
4286,can,2004,transport,215.961,109.365,426.908,883.004,91.2934,34.7544,22.2941,4.953,429.643,509.015,479.573,53.4931,365.386,99.0088,890.03,444.413,95.1022,2.6703,1417.95,1565.1,12133.4,250.637,250.679,89.9305,472.007,223.956,2409.76,transport,171.734,97.8505,391.319,321.59,14.5568,24.2206,9.0966,2.069,424.569,439.435,412.196,46.3274,369.218,80.9605,760.957,364.008,27.99,0.0526,2.1511,39.6987,5762.43,34.6657,12.656,29.9809,138.107,34.2456,27.4126,0.391043,0.038373,0.040949,0.042467,0.045365
4287,can,2004,communcation,135.984,58.8238,270.865,435.283,119.623,34.5692,39.8771,5.19,179.032,285.474,342.286,24.4235,134.734,56.8632,553.818,415.894,83.5191,3.7404,1035.0,3491.92,357.781,10240.0,1005.53,424.739,1407.49,442.569,3768.02,communcation,108.135,52.6308,248.285,158.53,19.074,24.0915,16.271,2.168,176.918,246.451,294.197,21.1518,136.147,46.4976,473.503,340.649,24.5809,0.0736,1.5701,88.5726,169.919,1416.3,50.7664,141.599,411.824,67.6742,42.8637,0.609593,0.00631,0.010496,0.020221,0.007947
4288,can,2004,finance,290.301,144.192,623.319,788.746,140.696,66.0626,57.9119,7.2711,443.273,418.981,536.477,42.8266,332.293,120.739,1086.5,643.997,117.418,4.3268,2106.51,4600.79,487.38,249.796,18941.5,2710.16,1278.17,484.48,4141.63,finance,230.85,129.011,571.356,287.261,22.4341,46.0396,23.6297,3.0374,438.038,361.708,461.106,37.0898,335.778,98.7296,928.933,527.483,34.5577,0.0852,3.1956,116.699,231.469,34.5493,956.302,903.509,373.986,74.083,47.1137,0.572688,0.004253,0.006647,0.030786,0.00559
4289,can,2004,insurance,63.8127,15.6475,93.8186,107.772,18.8817,6.7439,6.3873,0.972,45.6875,52.3367,65.101,6.0569,43.5689,12.7275,124.993,74.5454,16.4918,0.7612,276.547,735.338,95.7767,30.8896,193.484,6725.16,183.431,84.1425,786.033,insurance,50.7445,14.0002,85.9974,39.2505,3.0107,4.6999,2.6062,0.406,45.1479,45.1825,55.9547,5.2455,44.0258,10.4074,106.866,61.0584,4.8538,0.015,0.4195,18.6519,45.4867,4.2724,9.7684,2242.03,53.671,12.8664,8.9416,0.478226,0.01341,0.0175,0.012587,0.01777
4290,can,2004,obsict,727.67,360.502,2144.16,2164.34,716.721,168.255,152.004,21.39,930.497,1253.87,1940.7,144.067,858.24,288.019,4809.25,2397.74,366.956,14.6138,8666.92,12828.4,1586.52,1187.67,3046.4,1556.98,38238.0,2167.58,16068.5,obsict,578.651,322.548,1965.42,788.254,114.282,117.258,62.0218,8.9354,919.508,1082.47,1668.05,124.769,867.241,235.516,4111.81,1963.93,108.0,0.2876,13.1479,325.392,753.477,164.268,153.803,519.064,11188.3,331.45,182.79,0.601581,0.045608,0.074872,0.121276,0.058861
4291,can,2004,oconsumer,17.2514,11.537,52.4455,93.4119,22.7171,5.6289,5.427,0.9438,32.7915,46.0755,77.4552,5.9803,25.485,9.9109,144.589,76.7332,16.3262,0.6086,179.838,542.553,50.5206,203.651,93.4615,36.548,180.975,13604.1,797.135,oconsumer,13.7184,10.3224,48.0734,34.0206,3.6223,3.9228,2.2144,0.3942,32.4042,39.7772,66.5732,5.1792,25.7522,8.1042,123.62,62.8503,4.805,0.012,0.2728,13.7619,23.9934,28.167,4.7186,12.1843,52.9525,2080.24,9.0679,0.526815,0.011011,0.01583,0.011466,0.013411
4292,can,2004,oservices,101.917,55.995,318.097,358.328,82.081,36.7629,19.6628,3.4565,146.74,250.21,382.598,20.9903,174.844,50.685,465.738,298.411,60.6074,6.5361,1037.59,1917.4,326.844,168.335,523.792,245.631,773.654,395.71,227109.0,oservices,81.0454,50.0998,291.579,130.503,13.0879,25.6204,8.023,1.4439,145.008,216.008,328.845,18.1785,176.678,41.4456,398.196,244.422,17.8376,0.1286,1.574,48.6348,155.226,23.2824,26.4447,81.8882,226.367,60.509,2583.51,0.677017,0.010284,0.018999,0.022823,0.013511
4295,che,2004,energy,26.5964,5.4212,1883.87,169.642,24.8556,24.5377,3.6326,2.9491,3.5619,100.515,368.05,23.5501,163.363,28.991,9.8014,371.136,21.8055,3.6221,129.057,263.756,553.047,39.9557,28.3085,24.3002,70.6691,60.9349,336.832,energy,7.9632,4.0675,1047.04,40.2526,6.9668,21.4977,3.3089,2.8372,3.0023,70.5763,365.858,18.9856,163.349,28.6288,7.5958,289.901,19.063,0.1299,0.3899,24.6048,258.737,7.0534,15.4098,9.9661,29.198,5.8575,11.9009,0.587429,0.010597,0.015519,0.021687,0.011002
4312,che,2004,distribution,169.452,14.7496,50.9771,1278.54,205.83,61.7337,34.5558,17.0882,46.4666,254.575,1396.81,65.5342,606.297,138.367,165.14,3601.97,159.132,13.8695,1433.37,30266.5,1112.56,277.381,112.954,141.482,570.659,358.434,2014.21,distribution,50.7352,11.0666,28.3327,303.371,57.6921,54.0854,31.4761,16.4398,39.1657,178.749,1388.49,52.8323,606.246,136.638,127.979,2813.57,139.118,0.4975,4.3308,2823.45,520.498,48.9664,61.487,58.0249,235.776,34.455,71.1656,0.616263,0.025262,0.03881,0.087082,0.032241
