,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
1888,aut,2001,oconsumer,2.2214,0.8456,1.6616,60.5095,12.1322,1.327,1.951,1.3936,5.5722,17.7846,54.14,5.1226,5.5209,5.4244,29.921,40.7056,11.2621,-0.021,26.7521,118.427,27.5597,1.4514,3.2096,7.7391,276.986,5787.82,221.142,oconsumer,0.8023,0.4149,1.298,14.9097,8.5656,1.3079,1.2245,1.2314,4.9353,17.1755,50.0841,3.5047,5.252,3.5877,25.5474,36.7645,3.6605,0.0011,1.0979,13.8705,15.3602,0.3683,3.0924,4.9867,104.824,1017.11,3.0797,0.564337,0.018583,0.027696,0.023896,0.025076
1969,bgr,2001,oconsumer,1.1852,0.0876,1.2934,2.3749,0.5704,0.5524,1.2998,0.2301,0.1508,0.0892,0.7994,0.2784,1.1636,0.115,0.3324,1.117,0.1475,0.0321,1.5716,1.7859,1.9099,0.3791,0.0245,0.0309,1.8409,45.1479,2.3863,oconsumer,0.2238,0.056,0.5156,0.3672,0.1135,0.5045,1.1676,0.1857,0.145,0.0593,0.698,0.2561,1.1548,0.0936,0.115,0.5753,0.0541,0.0031,0.0622,0.1859,1.4344,0.1232,0.0195,0.0196,0.4089,14.6027,0.1249,0.214115,0.008066,0.024322,0.004844,0.009363
1996,bol,2001,oconsumer,2.1313,0.8631,1.3754,10.0507,2.4414,0.2525,0.6359,0.448,1.4289,0.1886,0.9835,0.1238,0.91,0.1008,0.8438,1.744,0.4323,0.6797,3.1277,5.5759,28.3843,1.5407,5.7286,1.8199,0.3181,311.362,8.8614,oconsumer,0.3578,0.8724,1.633,2.4905,0.0218,0.1521,0.1248,0.1313,0.6098,0.0232,0.1801,0.0425,0.9125,0.0721,0.1871,1.4143,0.3938,0.0097,0.002,0.1129,3.9427,0.2545,0.0398,1.1561,0.1379,2.7671,0.1371,0.597809,0.002729,0.004283,0.012958,0.002705
2023,bra,2001,oconsumer,0.9236,0.6503,0.5996,6.4416,0.524,0.3584,0.781,0.5366,0.5731,0.7658,1.5708,0.1888,0.6985,0.1913,3.0982,3.7114,0.735,0.1148,5.5009,7.737,2.8425,3.0111,0.3476,10.9181,18.2844,5698.04,95.279,oconsumer,0.5505,0.6014,0.1743,1.4428,0.0111,0.126,0.033,0.3593,0.3223,0.4885,0.5432,0.1718,0.7865,0.1093,1.2924,1.1715,0.104,0.0009,0.0027,0.1327,0.5338,0.1949,0.0562,0.2021,2.377,160.389,0.4743,0.918846,0.002512,0.006381,0.003005,0.002971
2050,bwa,2001,oconsumer,0.2675,0.0835,0.3521,6.0188,0.8709,0.3726,0.3172,0.2359,0.2918,0.8249,2.9214,0.2069,0.0126,0.608,1.5522,2.6617,79.3277,0.434,15.3567,1.5175,3.0288,0.0614,1.1894,0.1711,1.0668,76.4802,11.4197,oconsumer,0.067,0.0436,0.2556,1.4411,0.0209,0.3516,0.2415,0.226,0.1284,0.6219,2.1585,0.0142,0.0126,0.1369,1.5086,2.4896,77.9419,0.0423,0.0446,0.1128,2.1882,0.0081,0.1122,0.0399,0.2471,18.7837,0.3877,0.750997,0.007738,0.014107,0.0445,0.008861
2131,chl,2001,oconsumer,12.1389,15.9973,2.926,45.1728,19.4401,1.042,8.1054,3.411,17.1652,16.9044,21.6978,0.9592,20.5571,2.0889,3.3364,5.5562,0.5476,1.1592,27.96,65.2847,20.8166,9.4468,22.9518,3.1744,32.4638,369.982,112.273,oconsumer,7.9636,15.0281,0.5724,17.3794,8.531,0.6869,0.4433,0.3592,13.5016,12.949,12.7421,0.5656,20.5842,1.0224,1.6837,3.4576,0.3693,0.0133,0.0138,1.8307,13.6252,1.855,0.2792,0.5526,16.2598,74.8863,0.7218,0.62339,0.004847,0.006933,0.012659,0.005696
2185,col,2001,oconsumer,4.8599,0.245,8.2149,27.7774,35.9642,2.4445,8.492,1.1771,0.162,4.0561,38.1709,1.3763,1.247,0.6669,13.2938,6.6801,2.4965,1.1866,10.3738,106.15,32.5472,4.4259,2.9264,6.1141,0.6359,1075.24,68.1295,oconsumer,1.8434,0.0203,6.885,2.7338,1.1658,1.485,3.1121,0.5892,0.1584,1.6864,22.4783,1.1944,1.2366,0.431,6.4438,3.0258,0.6999,0.018,0.0061,1.9349,7.7507,0.7028,0.4724,0.1505,0.0912,63.2546,0.4866,0.786918,0.005612,0.008893,0.010853,0.006209
2212,cyp,2001,oconsumer,2.3286,0.2204,0.0381,3.4727,1.9436,0.9564,1.3002,0.6409,0.9593,0.45,1.8296,0.1492,0.3066,0.1238,1.7123,1.0046,3.3524,0.1776,2.214,29.0381,57.0089,0.885,1.6565,0.2422,17.9381,302.761,5.6546,oconsumer,0.8086,0.0734,0.0075,0.6378,0.5357,0.316,0.7055,0.2433,0.2893,0.215,1.1525,0.1859,0.3683,0.0903,1.5893,0.8075,1.1346,0.0541,0.0042,9.1854,55.1419,0.3831,0.175,0.0879,10.365,177.175,1.0118,0.776713,0.052168,0.069839,0.086577,0.064354
2239,cze,2001,oconsumer,5.6165,1.8887,6.3073,21.4244,9.4706,4.6417,4.1123,2.3523,6.862,7.5096,8.8057,8.3417,7.356,13.0238,17.9664,24.0987,4.1253,0.6791,8.2145,31.0569,35.8978,5.4677,2.0064,0.7491,44.5628,1433.52,51.32,oconsumer,1.1817,0.8883,3.903,3.5203,1.0603,3.8934,2.0859,1.2271,5.834,4.6605,7.0493,6.2902,7.473,8.9334,14.7422,20.7579,2.0845,0.0708,0.5361,1.8221,24.8544,1.7721,0.7017,0.1443,11.1235,197.164,2.3738,0.379425,0.012481,0.017838,0.016093,0.016861
2320,ecu,2001,oconsumer,3.1353,0.2754,1.8474,5.427,0.8145,0.4035,0.3866,0.1985,0.2133,0.669,0.8906,0.0844,0.0525,0.0978,1.0158,0.4838,0.7915,0.0368,2.1742,1.6764,7.8422,0.1099,4.0047,0.2506,0.051,131.466,5.0401,oconsumer,2.0074,0.0447,1.3042,1.9963,0.0118,0.0928,0.0426,0.0255,0.1744,0.1395,0.3252,0.0585,0.0439,0.0167,0.4088,0.3424,0.0614,0.0042,0.0011,0.1769,2.614,0.0238,0.032,0.0618,0.0124,38.1347,0.1801,0.907938,0.007056,0.014719,0.009631,0.008005
2374,est,2001,oconsumer,0.4473,0.9107,3.2122,3.5307,0.9593,0.9965,1.6826,0.5146,2.5853,0.6712,0.9167,0.6072,1.397,1.2104,2.0252,6.8236,0.4885,0.0899,1.4873,0.8426,8.2281,0.461,0.1893,0.0972,5.8363,128.619,5.0395,oconsumer,0.2768,0.9773,0.3606,1.8236,0.1878,0.9528,1.5581,0.379,2.5755,0.5561,0.8348,0.5909,1.4349,1.1547,1.6357,6.392,0.259,0.0173,0.1999,0.2908,7.8361,0.1751,0.0687,0.0513,2.6206,45.5809,0.2518,0.464464,0.015246,0.021149,0.025348,0.02024
2401,fin,2001,oconsumer,1.0618,0.7537,1.3541,25.0558,6.5219,1.4094,1.6891,0.3707,7.3618,217.731,10.0209,1.5729,5.386,3.3312,6.7225,55.2353,1.7795,0.0176,17.5418,106.109,18.6883,3.1207,3.5715,2.7783,19.7247,1503.31,161.749,oconsumer,0.2742,0.1873,1.5642,3.543,0.7651,0.8943,0.8295,0.1874,6.0492,194.604,8.8438,1.4984,5.2219,1.9884,5.8179,47.4583,1.03,0.0003,0.7619,3.2749,6.8502,0.692,0.1375,1.3912,6.6686,92.0821,0.8488,0.601204,0.003016,0.005316,0.01188,0.003954
2536,hrv,2001,oconsumer,9.0478,1.7276,-0.4675,6.3252,1.8129,0.1173,1.5309,0.1584,1.2214,1.3591,1.9381,2.0908,0.1237,1.0715,0.8344,3.7198,1.3425,0.5243,5.5327,3.148,17.8517,2.3934,0.0023,0.0028,6.4597,350.092,1.3779,oconsumer,1.2722,0.6383,0.8098,1.6321,0.5882,0.1154,1.4683,0.1302,1.3506,0.7608,1.4493,1.2676,0.1307,0.4868,1.7133,1.4608,0.4266,0.1524,0.6113,1.2072,11.858,1.0841,0.0009,0.0016,2.4628,182.4,0.0376,0.741494,0.027124,0.054812,0.036609,0.036946
2563,hun,2001,oconsumer,3.3515,1.1377,0.9261,12.0021,3.9819,1.9831,2.1034,1.0685,2.2357,1.3954,10.3825,3.6824,4.7536,3.3962,17.4888,29.392,4.2559,0.0558,29.2699,54.0537,19.5653,1.7977,3.3076,2.7485,23.6831,1100.88,37.572,oconsumer,1.8427,0.3772,0.9615,4.2587,0.5584,1.6532,1.8406,0.9526,1.9814,1.1045,8.1188,3.356,4.2299,2.3613,15.1393,27.0872,2.8178,0.0058,0.5438,8.9191,9.2883,0.3678,0.5864,0.408,5.8114,411.404,3.4058,0.373728,0.029446,0.036432,0.028603,0.040283
2779,lka,2001,oconsumer,0.0045,0.0027,0.0008,0.004,0.0001,0.0118,0.0279,0.0011,0.0001,0.0006,0.0027,0.0009,0.0001,0.0002,0.0003,0.0013,0.0024,0.0002,0.0059,0.0233,0.0049,0.0018,0.0009,0.0077,0.0021,312.101,0.0804,oconsumer,0.0011,0.0003,0.0,0.0004,0.0,0.0075,0.0274,0.0009,0.0001,0.0001,0.0018,0.0003,0.0,0.0001,0.0002,0.0011,0.0024,0.0,0.0001,0.0009,0.0017,0.0006,0.0001,0.0063,0.0017,14.4853,0.0013,0.851351,0.002579,0.003861,0.003345,0.003565
2806,ltu,2001,oconsumer,0.3074,0.0538,0.706,0.5999,0.2724,0.1021,0.193,0.0995,0.1713,0.0344,0.1383,0.0336,0.05,0.0882,0.2798,0.4295,0.04,0.0365,0.5319,1.4433,0.566,0.0931,0.0038,0.0588,0.3525,28.2445,1.8783,oconsumer,0.0864,0.0434,0.4765,0.2157,0.029,0.0981,0.1726,0.0538,0.172,0.028,0.121,0.0452,0.0582,0.0813,0.1919,0.294,0.0192,0.0014,0.0067,0.0649,0.4769,0.0288,0.0063,0.0112,0.1209,4.5053,0.0515,0.165391,0.004474,0.002367,0.002146,0.004278
2860,lva,2001,oconsumer,1.1278,0.7266,2.355,2.3405,0.6691,0.3665,0.4213,0.2105,1.8722,0.2007,0.5021,0.4913,0.3024,0.1835,1.0986,1.025,0.199,0.1401,2.7232,5.7451,5.6632,0.4921,0.2245,0.2298,2.3718,165.446,13.5849,oconsumer,0.2986,0.6385,0.1196,0.5348,0.1742,0.3343,0.3483,0.075,1.9901,0.124,0.4499,0.4877,0.3033,0.1147,0.4733,0.5644,0.1261,0.0034,0.0327,0.3076,4.5862,0.1407,0.1675,0.105,0.8418,9.5236,0.2526,0.560441,0.00414,0.006348,0.009844,0.005222
2887,mar,2001,oconsumer,7.3705,2.1579,0.0327,11.6689,0.2524,1.3112,3.3842,0.0438,0.283,1.5002,5.5238,1.0803,1.0013,1.1259,1.2208,10.1425,0.6205,0.0003,17.2847,8.2617,5.9996,1.6769,0.2384,0.6494,3.8717,129.289,102.479,oconsumer,0.962,1.4186,0.0075,2.9007,0.0335,1.2419,2.5671,0.0206,0.114,0.4755,3.6318,0.5792,0.9049,0.2496,0.2981,7.306,0.1831,0.0,0.069,0.7241,3.919,1.2054,0.0809,0.407,2.2036,17.7955,8.9697,0.397192,0.003716,0.003908,0.006884,0.003967
2914,mdg,2001,oconsumer,0.0024,0.0025,0.0003,0.0043,0.003,0.0033,0.0027,0.0002,0.0001,0.0003,0.0007,0.0009,0.0,0.0002,0.0002,0.0026,0.0006,0.0,0.0058,0.0,0.0021,0.0012,0.0029,0.0011,0.0006,6.5614,0.0202,oconsumer,0.0005,0.0,0.0002,0.0008,0.0,0.0028,0.0027,0.0,0.0001,0.0,0.0001,0.0009,0.0,0.0,0.0002,0.0026,0.0002,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.1383,0.0005,0.668882,0.000203,0.000357,0.000203,0.00024
2968,mlt,2001,oconsumer,0.4517,0.1444,0.1482,0.545,0.1981,0.0944,1.3098,0.1429,0.0331,0.1997,0.2625,0.0595,0.0314,0.0607,0.2805,1.4363,0.4299,0.3062,0.0881,0.5971,0.8403,0.1124,0.0441,0.1616,0.6102,100.515,1.237,oconsumer,0.0309,0.0458,0.0,0.2461,0.0367,0.0883,1.3181,0.1374,0.0318,0.1585,0.262,0.039,0.0327,0.0515,0.2622,1.6557,0.2967,0.0651,0.0007,0.1521,0.8093,0.0588,0.0126,0.1461,0.2772,39.414,0.0943,0.654186,0.018431,0.026777,0.027827,0.026233
2995,moz,2001,oconsumer,0.0218,0.0619,0.2626,0.126,0.0221,0.0039,0.0057,0.0003,0.0101,0.001,0.0084,0.0024,0.2803,0.001,0.0028,0.0088,0.0113,0.006,1.1787,0.3334,0.3462,0.0725,0.0154,0.0021,0.0755,4.0772,0.1825,oconsumer,0.0026,0.0139,0.2471,0.0414,0.0005,0.0012,0.001,0.0001,0.0015,0.0001,0.0025,0.0013,0.2803,0.0009,0.0021,0.0063,0.001,0.0002,0.0023,0.0108,0.1738,0.0245,0.0008,0.0003,0.0387,0.2428,0.0014,0.46698,0.000397,0.000506,0.001154,0.000363
3022,mus,2001,oconsumer,0.1705,0.0151,0.945,0.8883,0.0105,0.0139,1.3814,0.0009,0.0015,0.0148,0.0107,0.0137,0.011,0.0075,0.0078,0.0243,0.132,0.1053,0.3517,22.5897,12.7939,4.493,0.5013,0.5371,6.855,50.2514,6.7059,oconsumer,0.0451,0.0025,0.7193,0.6297,0.0031,0.0134,1.2448,0.0002,0.0014,0.0058,0.0032,0.0113,0.0043,0.0034,0.0013,0.0163,0.0949,0.0153,0.0035,20.521,9.6321,0.9733,0.2806,0.1756,2.744,28.4815,0.7219,0.765132,0.012313,0.021606,0.034172,0.016244
3049,mwi,2001,oconsumer,1.9584,0.0014,0.0259,0.1338,0.0135,0.0131,0.0288,0.0008,0.0012,0.0013,0.0133,0.0006,0.0006,0.002,0.0264,0.0306,0.0053,0.0055,0.0019,0.0261,0.0305,0.0053,0.0013,0.0005,0.1736,51.4123,3.4708,oconsumer,1.2172,0.0,0.0203,0.0435,0.0002,0.0071,0.0204,0.0002,0.0003,0.0001,0.0013,0.0,0.0005,0.0001,0.0229,0.0143,0.0004,0.0001,0.0001,0.0011,0.0147,0.0007,0.0005,0.0004,0.0817,4.8011,0.0864,0.723104,0.009051,0.013352,0.011693,0.009804
3076,mys,2001,oconsumer,1.3437,1.4297,3.9037,6.8137,1.1498,3.6473,2.2521,0.1997,6.9258,1.4238,12.8965,1.3165,1.5723,1.6264,1.8469,64.6555,6.625,0.277,7.4372,18.927,8.7556,0.8916,2.7624,6.0978,38.1231,578.723,42.9761,oconsumer,0.8242,1.0332,2.8866,6.2728,0.4912,3.4121,2.2332,0.1893,6.9164,1.1716,12.0301,1.3022,1.5709,1.5752,0.963,63.8788,3.8148,0.1198,0.5103,13.3674,8.3558,0.6445,1.5665,4.0573,37.1772,315.399,2.4334,0.486474,0.004982,0.00698,0.006914,0.006592
3103,nga,2001,oconsumer,0.0218,1.626,0.0376,0.3727,0.0019,0.0057,0.0051,0.0029,0.002,0.0072,0.0098,0.0,0.0658,0.0263,0.0011,0.0007,0.0002,0.0001,0.042,0.2589,0.0039,0.0022,0.001,0.0017,0.0506,522.989,4.2256,oconsumer,0.0009,0.4422,0.035,0.101,0.0004,0.0005,0.0,0.0024,0.0004,0.0001,0.0004,0.0,0.0031,0.0001,0.0001,0.0005,0.0001,0.0,0.0002,0.0089,0.0008,0.0001,0.0001,0.0003,0.0293,3.6209,0.0032,0.832138,0.000266,0.000312,0.000307,0.000284
3157,nzl,2001,oconsumer,17.4645,2.7241,4.3061,80.4093,6.8542,1.5285,3.1574,1.2857,5.1358,6.3094,13.0722,0.4963,2.7417,1.4255,3.8132,10.602,3.4478,0.0048,23.4843,70.7314,12.3042,5.3796,3.4415,4.0205,33.8349,848.453,121.355,oconsumer,14.7173,2.5886,0.6897,62.017,1.9219,0.8515,1.0964,1.2254,4.9833,4.2168,10.5557,0.366,2.735,0.9445,1.0038,6.0375,1.4832,0.0,0.1085,5.416,8.8765,1.2979,0.4146,0.4668,7.3816,196.818,2.5547,0.443624,0.021332,0.027869,0.02276,0.021364
3184,pak,2001,oconsumer,2.668,0.0703,0.1367,1.2917,0.3669,2.5347,0.7607,0.1403,0.0346,0.0033,0.2379,0.0897,0.0294,0.0316,0.3158,0.4862,0.1609,0.005,0.6755,0.2643,28.0698,0.0903,0.0029,0.0194,0.1466,1946.41,12.8024,oconsumer,0.1219,0.006,0.0048,0.1764,0.0006,1.921,0.6731,0.0964,0.017,0.003,0.0643,0.0065,0.007,0.0317,0.0569,0.0987,0.1049,0.0,0.0003,0.0097,4.761,0.0244,0.0012,0.0007,0.0263,6.4477,0.2094,0.594831,0.000936,0.001805,0.001561,0.001005
3238,phl,2001,oconsumer,11.5005,1.1459,0.9007,21.3683,3.7196,0.8572,2.0546,0.9656,1.0175,0.2229,1.1248,0.5107,0.9229,0.0104,2.0552,17.8046,1.0254,0.3956,14.359,32.2704,8.2647,2.8023,2.4579,8.4323,2.9012,1615.79,381.141,oconsumer,1.5952,0.1782,0.0724,2.1692,0.1153,0.9278,2.0853,1.209,1.0741,0.1474,0.8311,0.529,1.4733,0.424,1.3003,20.1077,0.7279,0.0161,0.1329,1.3113,3.5645,1.5258,0.2892,1.1144,1.275,152.574,2.9858,0.467562,0.008254,0.020131,0.014034,0.017392
3265,pol,2001,oconsumer,7.0454,0.6271,6.5483,26.4735,15.0737,1.3037,7.0248,2.3985,6.5968,5.7131,7.4196,1.6246,2.4684,4.662,12.178,22.9198,3.9885,0.127,24.7739,36.6302,50.1817,7.6729,1.3837,2.6708,13.4089,2726.07,86.3458,oconsumer,0.8442,0.2511,2.1111,3.2232,0.3695,0.7172,4.2555,0.801,6.1621,2.5776,4.1159,1.126,2.5245,3.3415,6.3419,10.8775,0.6663,0.0059,0.6356,1.2208,25.1604,1.2049,0.2739,0.6009,1.8813,278.632,1.242,0.510863,0.011153,0.016138,0.011302,0.013447
3319,rou,2001,oconsumer,1.0636,0.0672,1.3311,5.1904,0.6953,1.0323,0.8783,0.2846,0.4631,0.0944,0.9254,0.4857,1.3358,0.2085,1.0049,1.7201,0.3535,0.0165,2.3029,1.1009,1.5377,0.5761,0.0622,0.9357,1.982,93.4044,1.7847,oconsumer,0.0837,0.0276,0.1966,0.1449,0.0172,0.8649,0.8586,0.2832,0.4571,0.04,0.5162,0.3718,1.344,0.1287,0.3336,0.9778,0.0859,0.0003,0.0311,0.0225,0.7253,0.1576,0.0302,0.0569,0.2132,28.415,0.0341,0.395346,0.004839,0.005292,0.003728,0.005724
3346,rus,2001,oconsumer,36.81,9.3746,115.674,63.3459,6.1251,2.2302,2.2362,4.0904,7.3393,10.6781,28.6047,2.0298,75.3652,4.4442,52.5216,13.7235,9.7114,6.4794,126.366,42.8895,49.9161,20.7596,29.9785,8.6942,22.4702,7623.62,3293.37,oconsumer,2.0204,6.5297,158.678,9.8551,0.824,1.5079,1.48,0.5077,5.1633,9.9129,27.7118,2.5177,78.6812,4.4776,12.1137,13.1293,4.3515,0.1156,0.3343,1.205,23.7744,3.4332,2.9484,0.9007,7.3747,323.209,43.66,0.587283,0.004977,0.008798,0.007955,0.005143
3373,sgp,2001,oconsumer,0.8388,0.3178,0.7669,2.5566,2.246,1.0486,0.4416,0.3671,0.2228,2.0237,9.965,0.7374,1.3093,1.1507,2.859,31.0262,1.3894,0.0482,5.6946,58.4179,21.5348,0.4423,5.4201,4.3405,43.7959,694.28,68.7817,oconsumer,0.7662,0.264,0.5357,1.5129,1.8786,1.0113,0.3873,0.3089,0.2188,1.2959,9.813,0.7323,1.3036,0.8847,2.4558,30.2722,1.0552,0.0041,0.0112,16.8296,17.1064,0.0484,0.5677,2.2275,37.5321,147.6,3.0312,0.342145,0.003477,0.004807,0.00695,0.005238
3400,svk,2001,oconsumer,1.5321,0.3617,0.3799,6.5435,2.4356,1.7891,3.2258,1.7325,1.6765,2.1457,2.2918,1.4711,2.0753,1.1395,5.6462,4.7136,0.528,0.1563,4.2247,4.3698,3.4251,0.4188,0.7265,0.1876,3.5264,152.056,13.1606,oconsumer,0.3945,0.2655,1.1337,1.0443,0.1647,1.327,2.0404,1.3201,1.5678,1.8977,1.7491,1.4403,2.0887,0.84,5.1875,3.5359,0.1928,0.0091,0.0953,0.7262,2.8389,0.1203,0.1924,0.0669,1.0469,37.3042,0.1992,0.340544,0.006504,0.008399,0.008765,0.008504
3427,svn,2001,oconsumer,2.09,0.9206,3.672,9.9009,4.2512,1.552,2.0578,1.4869,5.0932,2.4401,5.0176,1.5523,3.468,3.2962,6.9568,9.2908,1.416,0.2725,10.0554,8.7854,8.1473,1.0888,0.4566,1.0249,9.0585,422.219,18.8605,oconsumer,0.4233,0.2543,1.7392,1.8524,0.6891,1.4824,1.3237,1.075,4.9703,1.9178,4.3663,1.3689,2.8362,2.2483,4.9973,8.1957,0.4691,0.0223,0.2741,1.2103,5.9512,0.2749,0.0835,0.1603,1.6865,80.8811,0.5806,0.563797,0.012154,0.022696,0.019856,0.017842
3508,tun,2001,oconsumer,0.0002,0.0001,0.0001,0.0004,0.0001,0.0003,0.0011,0.0002,0.0001,0.0001,0.0004,0.0,0.0,0.0,0.0001,0.0007,0.0001,0.0,0.001,0.0012,0.0004,0.0,0.0005,0.0001,0.0004,3.8918,0.0114,oconsumer,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0011,0.0002,0.0,0.0,0.0003,0.0,0.0,0.0,0.0001,0.0006,0.0,0.0,0.0,0.0001,0.0003,0.0,0.0,0.0,0.0001,1.1847,0.0015,0.034996,0.003593,0.000373,0.00021,0.002212
3535,tur,2001,oconsumer,2.9238,0.8998,-1.2422,6.7025,0.5547,4.3715,3.2914,0.3711,0.2434,0.9417,3.0192,0.9196,1.2988,0.8776,3.5753,4.6877,1.0026,0.0322,7.0679,21.4029,78.5233,1.2687,0.846,0.2549,25.8193,1431.23,53.674,oconsumer,0.4701,0.2759,0.0522,0.6951,0.0435,3.3143,2.5705,0.1082,0.1876,0.2362,1.1347,0.7068,1.3006,0.3742,1.9191,2.3814,0.3203,0.0009,0.3954,1.6309,31.5441,0.2722,0.2628,0.0712,18.2471,752.925,1.1767,0.596146,0.024484,0.033492,0.023483,0.027662
3589,tza,2001,oconsumer,0.125,0.0885,0.0075,0.2109,0.1563,0.0219,0.2578,0.0091,0.0104,0.0092,0.0589,0.0134,0.2581,0.0487,0.0486,0.0222,0.0385,0.0004,0.0874,0.1452,0.07,0.015,0.005,0.0022,0.1701,1.4209,0.2954,oconsumer,0.0185,0.0138,0.0,0.0196,0.0031,0.0153,0.0224,0.0016,0.0009,0.0015,0.0104,0.0043,0.26,0.0021,0.0042,0.006,0.0365,0.0,0.0018,0.0138,0.0398,0.0057,0.0045,0.0022,0.0666,0.6575,0.0065,0.318116,0.001354,0.000953,0.000985,0.000943
3616,uga,2001,oconsumer,0.0053,0.0015,0.0009,0.0021,0.0024,0.0002,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0006,0.0001,0.0,0.0001,0.0004,0.0001,0.022,0.0122,0.0478,0.0003,0.0001,0.0002,0.0002,122.621,0.0184,oconsumer,0.0007,0.0001,0.0006,0.0008,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0,0.0006,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0005,0.0185,0.0003,0.0,0.0,0.0001,12.9409,0.0005,0.714157,0.023206,0.025675,0.020185,0.023536
3643,ury,2001,oconsumer,4.5306,1.0715,1.9632,18.8644,4.6658,1.5968,3.141,2.8101,0.6726,1.2199,5.1196,0.2128,0.1441,0.1148,0.8446,0.8025,0.1439,0.584,8.464,17.2248,6.7075,1.7701,1.2075,2.0856,1.0702,475.445,118.199,oconsumer,1.0922,0.7319,0.6595,5.5226,0.4618,0.5971,0.835,2.2013,0.25,0.5333,2.1211,0.1993,0.1514,0.022,0.4624,0.2707,0.1352,0.0164,0.0087,0.7171,2.5452,0.389,0.5221,0.5081,0.1818,35.526,1.5948,0.641364,0.015718,0.022297,0.021565,0.016508
3724,vnm,2001,oconsumer,0.5569,0.337,1.1207,1.8118,1.3872,0.1743,1.2372,0.6305,0.6441,0.0704,0.4288,0.1174,0.0213,0.0317,0.6391,1.0065,0.2725,0.095,11.7157,0.8116,0.3301,0.0416,0.1468,0.0469,2.2885,407.977,9.4805,oconsumer,0.2424,0.0745,0.8395,0.782,0.0574,0.1534,1.2001,0.7159,0.6371,0.031,0.3594,0.1456,0.0211,0.0331,0.336,0.6192,0.173,0.0072,0.1238,0.2472,0.349,0.0479,0.107,0.0477,1.0259,96.4766,0.2303,0.6009,0.010149,0.021568,0.014341,0.014799
3751,zaf,2001,oconsumer,0.0311,0.0187,0.0345,0.0925,0.0278,0.0349,0.0089,0.0085,0.015,0.0312,0.0597,0.0058,0.0998,0.0261,0.0595,0.0819,0.0265,0.003,0.0629,0.4841,0.0503,0.013,0.0619,0.0367,0.0691,1149.42,1.6122,oconsumer,0.0146,0.0156,0.0248,0.0161,0.0062,0.0105,0.006,0.0028,0.0091,0.018,0.0348,0.0046,0.0998,0.0135,0.0305,0.053,0.0236,0.0001,0.0001,0.0221,0.0209,0.0015,0.0022,0.02,0.0035,99.0432,0.0183,0.99744,0.002475,0.006937,0.003123,0.003109
3778,zmb,2001,oconsumer,3.0567,1.5021,0.8412,5.5662,1.2422,0.655,0.7301,0.1163,0.1303,0.0153,0.0325,0.2645,12.4165,0.0726,0.1576,0.1082,0.5814,0.055,2.8012,10.9852,8.6409,1.6969,1.2092,0.1956,0.9961,63.2507,4.63,oconsumer,0.4983,0.0551,0.6798,0.5469,0.0193,0.468,0.0199,0.05,0.0257,0.0048,0.0459,0.1415,13.0252,0.0225,0.1033,0.1982,0.441,0.001,0.0048,0.1794,3.7054,0.1185,0.0309,0.0516,0.1457,3.4913,0.0138,0.715206,0.003035,0.008913,0.020838,0.003631
3805,zwe,2001,oconsumer,4.5678,0.0405,0.0261,2.1695,1.1963,0.2551,0.085,0.0275,0.0591,0.0154,0.0222,0.182,0.2183,0.0788,0.0084,0.0276,0.188,0.0149,1.3372,1.6835,1.1096,0.2548,1.1894,0.1763,1.5594,22.9121,2.7529,oconsumer,3.1888,0.036,0.0011,0.2756,0.0211,0.0399,0.0378,0.0219,0.0214,0.0043,0.0234,0.0152,0.2254,0.009,0.0019,0.0154,0.0241,0.0003,0.0338,0.0769,0.3786,0.0281,0.0781,0.0452,0.544,5.6143,0.0526,0.674322,0.003605,0.005339,0.005875,0.004055
3832,alb,2004,oconsumer,2.5977,0.7691,1.2608,2.9437,0.1398,1.5371,1.8077,3.4982,1.1596,1.0714,0.4536,0.3667,0.421,1.7882,0.1292,0.6963,0.0825,0.0344,12.2539,17.8663,8.6209,4.1294,0.884,2.4713,8.59,27.5763,4.0597,oconsumer,0.1665,0.2972,0.0997,0.1892,0.0535,0.7722,1.5452,3.1068,0.3316,0.2446,0.1895,0.1098,0.4211,0.3929,0.0624,0.5181,0.0462,0.003,0.0659,1.6739,5.2235,2.1558,0.3095,0.809,1.3879,7.8457,0.0906,0.368883,0.01174,0.009872,0.023909,0.012815
